winnerIndex,seed,turns,crystalWin,unitWin,co_generations,co_sumChampionHostFindGen,co_championHostFitnesses,co_sumChampionParasiteFindGen,co_championParasiteFitnesses,oe_generations,oe_sumChampionHostFindGen,oe_championFitnesses
,,,,,87.0,,-26669.5,,1329.55,662.0,,26031.0
,,,,,238.0,,-60000.0,,3000.0,668.0,,28751.0
1,1138412960886,39,True,False,25.0,572.0,749.3333333333334,572.0,22.142857142857142,1590.0,1091.0,2260.0
,,,,,25.0,,722.8333333333334,,19.242424242424242,893.0,,440.0
,,,,,21.0,,839.8333333333334,,42.03703703703704,664.0,,1370.0
,,,,,14.0,,4115.833333333333,,30.0,424.0,,1860.0
,,,,,15.0,,1897.3333333333333,,3.8636363636363638,57.0,,2030.0
,,,,,19.0,,-38.5,,154.04761904761904,391.0,,2260.0
,,,,,16.0,,-273.6666666666667,,65.5,433.0,,2280.0
,,,,,15.0,,122.43333333333334,,65.3076923076923,303.0,,1660.0
,,,,,28.0,,725.1666666666666,,1.5909090909090908,37.0,,1485.0
,,,,,35.0,,980.7666666666667,,73.12,290.0,,1260.0
,,,,,38.0,,-2145.366666666667,,183.5,359.0,,2570.0
,,,,,39.0,,-530.6333333333333,,163.58823529411765,377.0,,3868.0
,,,,,37.0,,1303.0,,30.958333333333332,421.0,,1103.0
,,,,,38.0,,1577.0,,-24.710526315789473,385.0,,1309.0
,,,,,34.0,,765.6666666666666,,78.35714285714286,339.0,,1937.0
,,,,,36.0,,-4714.166666666667,,361.27272727272725,402.0,,3237.0
,,,,,45.0,,-3723.8333333333335,,423.5263157894737,476.0,,6105.0
,,,,,46.0,,-5642.0,,418.8,524.0,,10660.0
,,,,,46.0,,-18668.166666666668,,1100.3,519.0,,22301.0
,,,,,,,,,,576.0,,60000.0
2,994915116223,56,True,False,16.0,939.0,1866.5,1034.0,67.22222222222223,77.0,2824.0,2260.0
,,,,,19.0,,1994.1666666666667,,60.0,39.0,,1810.0
,,,,,21.0,,487.0,,39.85294117647059,52.0,,1955.0
,,,,,20.0,,238.66666666666666,,35.86206896551724,33.0,,1915.0
,,,,,36.0,,-81.16666666666667,,63.529411764705884,364.0,,1810.0
,,,,,34.0,,-3069.266666666667,,199.52941176470588,376.0,,3134.0
,,,,,39.0,,-560.6666666666666,,123.30434782608695,328.0,,5610.0
,,,,,34.0,,2.966666666666667,,266.2307692307692,413.0,,2481.0
,,,,,30.0,,292.3,,109.0,331.0,,2067.0
,,,,,30.0,,2839.4333333333334,,63.95454545454545,311.0,,1165.0
,,,,,39.0,,-223.3,,23.77777777777778,413.0,,-388.0
,,,,,38.0,,-557.6333333333333,,43.31578947368421,438.0,,679.0
,,,,,36.0,,1459.3333333333333,,26.476190476190474,402.0,,921.0
,,,,,35.0,,2178.0,,28.38095238095238,462.0,,596.0
,,,,,35.0,,1623.8333333333333,,210.0625,424.0,,1046.0
,,,,,34.0,,2212.3333333333335,,127.5625,485.0,,256.0
,,,,,35.0,,2985.1666666666665,,-2.68,430.0,,656.0
,,,,,34.0,,2117.3333333333335,,17.55,510.0,,231.0
,,,,,35.0,,640.9,,85.63888888888889,449.0,,91.0
,,,,,40.0,,2070.0,,11.833333333333334,520.0,,-765.0
,,,,,40.0,,3066.0,,-21.25,556.0,,115.0
,,,,,38.0,,2556.3333333333335,,43.689655172413794,553.0,,-165.0
,,,,,43.0,,2628.8333333333335,,129.41176470588235,558.0,,575.0
,,,,,47.0,,-733.8333333333334,,180.22727272727272,538.0,,1655.0
,,,,,43.0,,2120.133333333333,,174.6315789473684,624.0,,4098.0
,,,,,38.0,,7226.933333333333,,-107.65789473684211,612.0,,-11.0
,,,,,49.0,,11479.033333333333,,233.46153846153845,792.0,,-5116.0
,,,,,97.0,,60000.0,,-52.054054054054056,866.0,,-4166.0
2,1308115821495,54,False,True,29.0,943.0,124.83333333333333,1013.0,102.72727272727273,1587.0,2530.0,2010.0
,,,,,12.0,,2023.0,,47.0,678.0,,1510.0
,,,,,22.0,,-197.16666666666666,,59.75,71.0,,1295.0
,,,,,12.0,,290.0,,29.03846153846154,65.0,,2005.0
,,,,,37.0,,-17.666666666666668,,21.5,352.0,,1740.0
,,,,,34.0,,-124.5,,67.36842105263158,355.0,,1650.0
,,,,,32.0,,1649.6666666666667,,79.31818181818181,394.0,,1570.0
,,,,,32.0,,1835.5,,0.7692307692307693,371.0,,-270.0
,,,,,31.0,,3016.5,,-48.888888888888886,463.0,,-820.0
,,,,,32.0,,12478.0,,-90.16666666666667,342.0,,-1150.0
,,,,,33.0,,11230.0,,-233.54166666666666,344.0,,-10455.0
,,,,,33.0,,12382.333333333334,,-257.6041666666667,345.0,,-9480.0
,,,,,34.0,,14711.5,,-303.55555555555554,364.0,,-10925.0
,,,,,32.0,,8500.5,,-110.5813953488372,372.0,,-2230.0
,,,,,37.0,,13601.666666666666,,-249.61904761904762,378.0,,-5892.0
,,,,,35.0,,16713.166666666668,,-234.70454545454547,477.0,,-8944.0
,,,,,42.0,,17236.5,,-369.95454545454544,520.0,,-14673.0
,,,,,44.0,,17147.333333333332,,-318.24074074074076,484.0,,-12910.0
,,,,,47.0,,17232.666666666668,,-374.45652173913044,559.0,,-15729.0
,,,,,48.0,,17245.333333333332,,-337.94117647058823,538.0,,-15377.0
,,,,,44.0,,17312.5,,-432.75,524.0,,-14925.0
,,,,,45.0,,17242.5,,-399.64285714285717,524.0,,-14925.0
,,,,,48.0,,17035.166666666668,,-362.02127659574467,512.0,,-14925.0
,,,,,44.0,,17325.266666666666,,-380.2888888888889,523.0,,-14587.0
,,,,,46.0,,17255.5,,-391.77272727272725,522.0,,-14067.0
,,,,,56.0,,17195.5,,-373.6521739130435,672.0,,-14738.0
,,,,,73.0,,60000.0,,-573.8064516129032,1373.0,,-16788.0
1,409333377831,39,True,False,27.0,644.0,542.6666666666666,645.0,53.2,1390.0,1418.0,2050.0
,,,,,21.0,,67.33333333333333,,17.75862068965517,642.0,,1200.0
,,,,,12.0,,1361.6666666666667,,33.148148148148145,48.0,,2240.0
,,,,,44.0,,-386.03333333333336,,76.66666666666667,74.0,,2290.0
,,,,,40.0,,-1314.5,,128.23529411764707,393.0,,2250.0
,,,,,40.0,,-8351.0,,495.4761904761905,411.0,,11970.0
,,,,,37.0,,-8827.333333333334,,552.8125,428.0,,10350.0
,,,,,32.0,,-9435.833333333334,,592.5,338.0,,11420.0
,,,,,34.0,,-9075.0,,560.8823529411765,282.0,,9880.0
,,,,,34.0,,-8407.166666666666,,501.0,342.0,,11265.0
,,,,,31.0,,-9372.666666666666,,518.8888888888889,339.0,,11780.0
,,,,,33.0,,-9487.966666666667,,510.2,318.0,,12656.0
,,,,,34.0,,-6618.333333333333,,407.47058823529414,343.0,,10702.0
,,,,,39.0,,-6482.333333333333,,444.7368421052632,360.0,,8270.0
,,,,,36.0,,-7786.0,,479.1666666666667,401.0,,9270.0
,,,,,37.0,,-7922.333333333333,,565.0,373.0,,9630.0
,,,,,37.0,,-8427.666666666666,,503.3333333333333,365.0,,9990.0
,,,,,38.0,,-9505.0,,571.1904761904761,388.0,,10980.0
,,,,,39.0,,-9519.0,,714.75,350.0,,14100.0
,,,,,,,,,,395.0,,60000.0
1,1236808224550,47,True,False,28.0,736.0,839.1666666666666,735.0,8.863636363636363,1335.0,1711.0,2010.0
,,,,,26.0,,730.3333333333334,,44.6,784.0,,1160.0
,,,,,21.0,,912.5,,104.16666666666667,622.0,,1200.0
,,,,,14.0,,1806.6666666666667,,39.44444444444444,420.0,,520.0
,,,,,9.0,,814.8333333333334,,110.9090909090909,31.0,,1805.0
,,,,,20.0,,-585.3333333333334,,112.47826086956522,379.0,,2205.0
,,,,,13.0,,-2259.6666666666665,,165.47619047619048,376.0,,2760.0
,,,,,16.0,,-1797.5333333333333,,168.5,30.0,,5635.0
,,,,,33.0,,-2773.3333333333335,,169.7058823529412,307.0,,4020.0
,,,,,33.0,,-3154.8333333333335,,190.0,306.0,,4040.0
,,,,,34.0,,937.0,,40.0,312.0,,4410.0
,,,,,35.0,,8645.5,,98.04347826086956,330.0,,2855.0
,,,,,37.0,,5864.333333333333,,-109.57446808510639,330.0,,-4290.0
,,,,,37.0,,6169.166666666667,,-120.9375,334.0,,-3260.0
,,,,,37.0,,-496.0,,164.375,330.0,,4650.0
,,,,,39.0,,-3893.6666666666665,,247.05882352941177,370.0,,4270.0
,,,,,40.0,,-6563.833333333333,,366.0,406.0,,7400.0
,,,,,41.0,,-3812.1666666666665,,271.9047619047619,419.0,,8470.0
,,,,,42.0,,-3580.0,,275.5,577.0,,6690.0
,,,,,46.0,,-7875.333333333333,,450.8333333333333,579.0,,7290.0
,,,,,41.0,,-8527.0,,512.6666666666666,551.0,,8913.0
,,,,,43.0,,-11836.933333333332,,775.9375,470.0,,11970.0
,,,,,51.0,,-16981.6,,1072.3125,470.0,,15247.0
,,,,,,,,,,553.0,,60000.0
1,865261042969,61,False,True,27.0,1079.0,1807.0,1078.0,72.0,81.0,2744.0,2260.0
,,,,,22.0,,1210.5,,68.61111111111111,41.0,,1810.0
,,,,,21.0,,15.833333333333334,,44.34782608695652,128.0,,1760.0
,,,,,21.0,,-739.0,,98.05555555555556,473.0,,2000.0
,,,,,13.0,,2569.6666666666665,,47.69230769230769,442.0,,2020.0
,,,,,34.0,,59.166666666666664,,47.7,46.0,,2125.0
,,,,,35.0,,1544.8,,55.18181818181818,362.0,,2294.0
,,,,,39.0,,-2519.0666666666666,,167.6875,435.0,,2562.0
,,,,,37.0,,-2278.8333333333335,,199.05555555555554,447.0,,3383.0
,,,,,34.0,,-3430.3333333333335,,223.0909090909091,325.0,,3863.0
,,,,,34.0,,-3005.0,,329.63157894736844,304.0,,5393.0
,,,,,33.0,,-3860.8333333333335,,403.70588235294116,296.0,,5833.0
,,,,,32.0,,-3708.0,,490.1666666666667,288.0,,7068.0
,,,,,32.0,,-4279.333333333333,,362.8235294117647,296.0,,6458.0
,,,,,30.0,,-5033.333333333333,,406.7368421052632,329.0,,7468.0
,,,,,30.0,,-13207.666666666666,,724.3333333333334,328.0,,16728.0
,,,,,32.0,,-13389.0,,916.5333333333333,310.0,,18068.0
,,,,,32.0,,-13982.5,,870.5,374.0,,18318.0
,,,,,36.0,,-15850.666666666666,,958.1176470588235,357.0,,17748.0
,,,,,38.0,,-16312.333333333334,,1029.3333333333333,349.0,,20388.0
,,,,,37.0,,-16533.0,,1082.8235294117646,384.0,,18973.0
,,,,,38.0,,-18429.666666666668,,1118.4117647058824,383.0,,19453.0
,,,,,40.0,,-19522.666666666668,,1148.7058823529412,410.0,,20913.0
,,,,,39.0,,-18051.666666666668,,880.7391304347826,385.0,,22937.0
,,,,,40.0,,-18024.5,,1114.1,408.0,,22657.0
,,,,,44.0,,-16273.666666666666,,1177.388888888889,402.0,,20063.0
,,,,,50.0,,-15639.333333333334,,841.0952380952381,473.0,,19013.0
,,,,,55.0,,-16005.333333333334,,1028.2222222222222,691.0,,17663.0
,,,,,61.0,,-18020.5,,971.7368421052631,776.0,,17818.0
,,,,,63.0,,-18126.0,,1133.5,796.0,,20718.0
,,,,,,,,,,1062.0,,60000.0
2,162603596047,75,False,True,26.0,1554.0,837.3333333333334,1636.0,18.125,1441.0,3632.0,2320.0
,,,,,17.0,,214.83333333333334,,100.5,81.0,,1160.0
,,,,,30.0,,-368.5,,91.19047619047619,400.0,,2070.0
,,,,,20.0,,-162.33333333333334,,59.44444444444444,393.0,,2110.0
,,,,,14.0,,1172.3333333333333,,131.0,326.0,,2390.0
,,,,,15.0,,-6719.166666666667,,718.0769230769231,85.0,,2030.0
,,,,,33.0,,-7477.0,,445.05882352941177,314.0,,11541.0
,,,,,37.0,,-10002.5,,597.7777777777778,378.0,,10816.0
,,,,,40.0,,-10393.333333333334,,580.0,341.0,,11680.0
,,,,,39.0,,-9721.5,,652.2222222222222,376.0,,11700.0
,,,,,35.0,,-9524.333333333334,,455.23809523809524,388.0,,10975.0
,,,,,33.0,,-8105.0,,426.57894736842104,330.0,,13005.0
,,,,,37.0,,-7294.0,,446.3888888888889,385.0,,10580.0
,,,,,36.0,,-6619.166666666667,,364.4583333333333,395.0,,9440.0
,,,,,38.0,,-6455.1,,395.375,391.0,,9654.0
,,,,,40.0,,-6283.333333333333,,366.47058823529414,389.0,,9685.0
,,,,,37.0,,-5475.333333333333,,509.7857142857143,379.0,,9610.0
,,,,,43.0,,-5780.166666666667,,345.30434782608694,375.0,,9517.0
,,,,,40.0,,-7186.0,,427.52941176470586,434.0,,9817.0
,,,,,45.0,,-9187.133333333333,,649.5294117647059,375.0,,10693.0
,,,,,46.0,,-9031.633333333333,,532.3636363636364,564.0,,12733.0
,,,,,46.0,,-9449.633333333333,,624.6315789473684,444.0,,13883.0
,,,,,50.0,,-9360.0,,528.6111111111111,640.0,,11355.0
,,,,,49.0,,-9080.333333333334,,501.3157894736842,628.0,,11325.0
,,,,,49.0,,-7031.0,,481.875,610.0,,10995.0
,,,,,50.0,,-4693.166666666667,,331.6666666666667,732.0,,8885.0
,,,,,59.0,,-5055.0,,266.3157894736842,873.0,,7245.0
,,,,,58.0,,-4220.166666666667,,255.1904761904762,946.0,,6059.0
,,,,,57.0,,4885.666666666667,,390.52,782.0,,7883.0
,,,,,59.0,,6641.5,,-59.69444444444444,779.0,,-1824.0
,,,,,61.0,,7162.666666666667,,-147.79166666666666,1186.0,,-5034.0
,,,,,63.0,,7605.5,,-185.21951219512195,1195.0,,-6454.0
,,,,,63.0,,7719.0,,-170.9777777777778,1203.0,,-6954.0
,,,,,61.0,,8142.833333333333,,-146.67924528301887,1199.0,,-7074.0
,,,,,62.0,,10637.5,,-237.41860465116278,1192.0,,-7674.0
,,,,,61.0,,11174.0,,-228.0408163265306,1453.0,,-10054.0
,,,,,87.0,,60000.0,,-330.4375,1489.0,,-10574.0
,,,,,,,,,,3702.0,,-60000.0
2,1347678832217,66,False,True,20.0,1194.0,1797.5,1269.0,32.7027027027027,77.0,2878.0,2260.0
,,,,,20.0,,1513.3333333333333,,28.653846153846153,46.0,,1760.0
,,,,,25.0,,250.5,,163.75,552.0,,2280.0
,,,,,24.0,,519.0,,83.4375,573.0,,2395.0
,,,,,22.0,,-248.5,,43.65384615384615,567.0,,1675.0
,,,,,24.0,,-347.1666666666667,,117.10526315789474,41.0,,2455.0
,,,,,40.0,,1136.0,,104.57142857142857,442.0,,1770.0
,,,,,39.0,,-161.0,,206.8695652173913,474.0,,1528.0
,,,,,39.0,,3397.0,,90.0,444.0,,2070.0
,,,,,37.0,,2926.8333333333335,,-20.526315789473685,523.0,,-990.0
,,,,,38.0,,2472.8333333333335,,3.5483870967741935,489.0,,-990.0
,,,,,37.0,,2750.766666666667,,-28.0,460.0,,-800.0
,,,,,36.0,,3505.3333333333335,,21.041666666666668,478.0,,-1720.0
,,,,,35.0,,5784.333333333333,,-95.875,533.0,,-3860.0
,,,,,35.0,,6360.333333333333,,-143.08823529411765,408.0,,-4835.0
,,,,,35.0,,10762.5,,-87.61363636363636,367.0,,-4305.0
,,,,,35.0,,8544.333333333334,,-190.46511627906978,431.0,,-8085.0
,,,,,35.0,,10333.0,,-238.17073170731706,404.0,,-6885.0
,,,,,34.0,,10308.0,,-225.95238095238096,422.0,,-8525.0
,,,,,35.0,,13580.0,,-251.47058823529412,404.0,,-8335.0
,,,,,34.0,,24338.833333333332,,-282.6744186046512,385.0,,-9845.0
,,,,,34.0,,25653.0,,-473.57142857142856,400.0,,-20695.0
,,,,,37.0,,23472.0,,-499.25531914893617,433.0,,-22465.0
,,,,,35.0,,23857.166666666668,,-470.74468085106383,418.0,,-21990.0
,,,,,41.0,,22166.833333333332,,-515.1627906976744,380.0,,-19192.0
,,,,,44.0,,21754.5,,-505.16279069767444,464.0,,-17667.0
,,,,,42.0,,22150.0,,-500.3076923076923,534.0,,-17997.0
,,,,,47.0,,24561.666666666668,,-523.4042553191489,454.0,,-19725.0
,,,,,54.0,,23705.5,,-515.3695652173913,674.0,,-21987.0
,,,,,54.0,,26319.5,,-547.8863636363636,1032.0,,-23312.0
,,,,,59.0,,26159.0,,-514.5869565217391,991.0,,-24426.0
,,,,,55.0,,26722.666666666668,,-623.9767441860465,1476.0,,-25956.0
,,,,,88.0,,60000.0,,-664.1282051282051,1481.0,,-25736.0
1,1120497157376,39,True,False,26.0,532.0,346.6666666666667,532.0,68.18181818181819,1223.0,1324.0,2030.0
,,,,,23.0,,-369.1666666666667,,91.66666666666667,574.0,,1450.0
,,,,,17.0,,1066.6666666666667,,3.076923076923077,484.0,,1200.0
,,,,,15.0,,-43.666666666666664,,75.34482758620689,366.0,,1440.0
,,,,,11.0,,-194.33333333333334,,90.625,40.0,,3225.0
,,,,,17.0,,-3316.6666666666665,,233.5,301.0,,3750.0
,,,,,13.0,,-606.0,,186.38888888888889,313.0,,4785.0
,,,,,32.0,,-3034.6666666666665,,168.05555555555554,50.0,,4985.0
,,,,,34.0,,-3095.8333333333335,,214.28571428571428,295.0,,4005.0
,,,,,32.0,,-912.0,,176.66666666666666,359.0,,4250.0
,,,,,31.0,,-2478.6666666666665,,162.08333333333334,330.0,,4290.0
,,,,,33.0,,-2729.3333333333335,,228.57142857142858,319.0,,5000.0
,,,,,34.0,,-4655.666666666667,,343.3333333333333,350.0,,5765.0
,,,,,33.0,,-3688.1666666666665,,274.1666666666667,343.0,,6685.0
,,,,,34.0,,-7267.166666666667,,663.375,309.0,,8914.0
,,,,,38.0,,-8945.5,,825.3636363636364,361.0,,10229.0
,,,,,38.0,,-14332.5,,1027.5,352.0,,20009.0
,,,,,34.0,,-17940.3,,2727.2727272727275,373.0,,17773.0
,,,,,37.0,,-20555.0,,2138.7,357.0,,20373.0
,,,,,,,,,,409.0,,60000.0
1,528336119012,68,False,True,34.0,1271.0,794.5,1453.0,25.75,1400.0,2778.0,2260.0
,,,,,22.0,,856.1666666666666,,42.63157894736842,736.0,,1220.0
,,,,,21.0,,-236.33333333333334,,82.6086956521739,633.0,,1240.0
,,,,,17.0,,-366.5,,85.57692307692308,482.0,,1240.0
,,,,,13.0,,398.3333333333333,,27.692307692307693,363.0,,2130.0
,,,,,10.0,,-613.0,,66.48,36.0,,2675.0
,,,,,16.0,,-1624.3333333333333,,136.66666666666666,75.0,,4010.0
,,,,,32.0,,-2564.3333333333335,,204.23076923076923,241.0,,3240.0
,,,,,34.0,,-3967.3333333333335,,407.1818181818182,300.0,,7233.0
,,,,,36.0,,-14050.333333333334,,838.0588235294117,330.0,,17667.0
,,,,,34.0,,-16056.0,,846.2631578947369,325.0,,19249.0
,,,,,33.0,,-16899.666666666668,,1129.5333333333333,318.0,,21047.0
,,,,,35.0,,-16874.666666666668,,1049.111111111111,312.0,,21641.0
,,,,,35.0,,-16743.0,,1042.8125,355.0,,20590.0
,,,,,35.0,,-20831.333333333332,,1389.4,311.0,,22989.0
,,,,,38.0,,-23249.666666666668,,1398.2777777777778,318.0,,25292.0
,,,,,38.0,,-20349.666666666668,,1205.8235294117646,363.0,,26079.0
,,,,,45.0,,-21251.5,,1339.3125,378.0,,22999.0
,,,,,41.0,,-20732.0,,1151.3333333333333,393.0,,23784.0
,,,,,43.0,,-19080.0,,1365.142857142857,414.0,,22247.0
,,,,,47.0,,-18501.5,,921.2,441.0,,21067.0
,,,,,45.0,,-16774.0,,1198.142857142857,449.0,,20619.0
,,,,,46.0,,-17446.5,,937.3157894736842,445.0,,19634.0
,,,,,47.0,,-8032.0,,945.6666666666666,496.0,,19484.0
,,,,,48.0,,-5176.833333333333,,377.8095238095238,535.0,,10664.0
,,,,,49.0,,-4588.333333333333,,291.70588235294116,493.0,,7914.0
,,,,,51.0,,-4043.6666666666665,,331.7,507.0,,8369.0
,,,,,48.0,,-5053.5,,363.2,506.0,,7679.0
,,,,,51.0,,-7337.666666666667,,462.3157894736842,471.0,,8994.0
,,,,,57.0,,-7582.166666666667,,426.05555555555554,458.0,,9844.0
,,,,,52.0,,-8988.833333333334,,592.4444444444445,665.0,,9434.0
,,,,,47.0,,-7048.5,,578.0,711.0,,10634.0
,,,,,70.0,,-9071.0,,507.0,773.0,,9406.0
,,,,,185.0,,-60000.0,,3000.0,799.0,,11282.0
2,240543759158,70,False,True,20.0,1377.0,448.0,1503.0,47.142857142857146,1416.0,3642.0,2050.0
,,,,,21.0,,285.5,,30.0,77.0,,1300.0
,,,,,13.0,,910.6666666666666,,11.08108108108108,121.0,,1635.0
,,,,,39.0,,125.06666666666666,,80.95238095238095,344.0,,1570.0
,,,,,36.0,,912.6666666666666,,11.333333333333334,302.0,,1150.0
,,,,,33.0,,113.5,,48.421052631578945,302.0,,960.0
,,,,,34.0,,2632.1666666666665,,13.631578947368421,300.0,,1799.0
,,,,,30.0,,958.6666666666666,,75.36363636363636,322.0,,1133.0
,,,,,35.0,,2753.3333333333335,,84.75,288.0,,708.0
,,,,,35.0,,3908.0,,-48.1578947368421,333.0,,-1050.0
,,,,,36.0,,4201.0,,-50.23809523809524,353.0,,-1460.0
,,,,,35.0,,3024.0,,-55.0,347.0,,-1190.0
,,,,,33.0,,3692.0,,-79.72972972972973,327.0,,-1000.0
,,,,,33.0,,5687.333333333333,,-116.36363636363636,334.0,,-2200.0
,,,,,33.0,,16523.333333333332,,-73.75,327.0,,-4000.0
,,,,,34.0,,18847.333333333332,,-427.95454545454544,322.0,,-14270.0
,,,,,33.0,,17360.0,,-409.76190476190476,325.0,,-14150.0
,,,,,34.0,,14633.266666666666,,-278.90384615384613,325.0,,-12540.0
,,,,,32.0,,13823.266666666666,,-303.5,323.0,,-10397.0
,,,,,36.0,,14059.333333333334,,-297.975,331.0,,-11174.0
,,,,,37.0,,12328.0,,-281.14285714285717,372.0,,-11253.0
,,,,,36.0,,11009.5,,-248.02272727272728,364.0,,-8768.0
,,,,,40.0,,11079.333333333334,,-221.87179487179486,368.0,,-8148.0
,,,,,42.0,,10385.166666666666,,-180.30232558139534,411.0,,-8638.0
,,,,,42.0,,9879.0,,-174.73333333333332,419.0,,-7428.0
,,,,,43.0,,11426.0,,-198.62745098039215,461.0,,-8919.0
,,,,,47.0,,11718.833333333334,,-261.0,469.0,,-8825.0
,,,,,56.0,,12115.0,,-248.33333333333334,494.0,,-9085.0
,,,,,63.0,,11567.5,,-262.84090909090907,773.0,,-9320.0
,,,,,58.0,,10543.666666666666,,-168.08510638297872,926.0,,-8330.0
,,,,,64.0,,10823.5,,-224.25,900.0,,-8370.0
,,,,,65.0,,13400.0,,-256.3953488372093,1116.0,,-10240.0
,,,,,65.0,,15530.0,,-333.0,1215.0,,-12270.0
,,,,,83.0,,15642.0,,-350.0,1640.0,,-14900.0
,,,,,128.0,,60000.0,,-465.51724137931035,1615.0,,-13530.0
1,1269069307456,83,False,True,30.0,1647.0,792.5,1647.0,45.172413793103445,1333.0,4596.0,2320.0
,,,,,21.0,,146.83333333333334,,38.7037037037037,697.0,,1160.0
,,,,,14.0,,2107.8333333333335,,42.11538461538461,596.0,,1880.0
,,,,,23.0,,354.3333333333333,,76.30434782608695,45.0,,1175.0
,,,,,19.0,,518.3333333333334,,28.333333333333332,422.0,,1430.0
,,,,,13.0,,976.0,,28.2,39.0,,1445.0
,,,,,30.0,,7.066666666666666,,107.79411764705883,316.0,,1325.0
,,,,,30.0,,2762.0,,198.33333333333334,337.0,,1795.0
,,,,,32.0,,1937.8666666666666,,49.56521739130435,320.0,,600.0
,,,,,34.0,,1135.9666666666667,,44.35,313.0,,267.0
,,,,,37.0,,545.1,,20.208333333333332,432.0,,137.0
,,,,,36.0,,2116.9333333333334,,2.4358974358974357,452.0,,867.0
,,,,,34.0,,130.96666666666667,,47.06896551724138,446.0,,1207.0
,,,,,35.0,,-7547.4,,524.75,413.0,,11127.0
,,,,,38.0,,-12517.666666666666,,660.3684210526316,438.0,,13077.0
,,,,,41.0,,-12307.733333333334,,618.25,439.0,,15295.0
,,,,,40.0,,-11051.666666666666,,581.0526315789474,495.0,,13885.0
,,,,,38.0,,-11455.0,,1011.0714285714286,530.0,,14650.0
,,,,,36.0,,-8245.533333333333,,620.8235294117648,546.0,,13755.0
,,,,,36.0,,-10325.5,,588.3181818181819,487.0,,14399.0
,,,,,35.0,,-12495.633333333333,,796.125,488.0,,14555.0
,,,,,34.0,,-10483.0,,658.7,476.0,,14555.0
,,,,,35.0,,-10477.166666666666,,866.6,476.0,,14555.0
,,,,,34.0,,-10400.5,,650.5,486.0,,14555.0
,,,,,35.0,,-12149.333333333334,,664.3684210526316,470.0,,14555.0
,,,,,36.0,,-10464.166666666666,,575.421052631579,499.0,,14555.0
,,,,,36.0,,-9196.633333333333,,964.2142857142857,476.0,,14555.0
,,,,,39.0,,-10949.833333333334,,753.8666666666667,532.0,,11903.0
,,,,,45.0,,-10565.166666666666,,647.05,532.0,,13411.0
,,,,,50.0,,-11115.5,,837.0625,568.0,,13393.0
,,,,,51.0,,-13471.0,,893.3125,675.0,,13173.0
,,,,,53.0,,-12567.5,,748.3157894736842,750.0,,14233.0
,,,,,51.0,,-10970.0,,596.9545454545455,802.0,,14353.0
,,,,,52.0,,-11501.666666666666,,725.0,764.0,,14043.0
,,,,,58.0,,-11753.333333333334,,744.7368421052631,716.0,,13440.0
,,,,,56.0,,-13790.833333333334,,767.2222222222222,755.0,,14600.0
,,,,,58.0,,-11984.666666666666,,750.625,792.0,,14660.0
,,,,,64.0,,-13569.166666666666,,845.0,838.0,,14110.0
,,,,,65.0,,-11991.5,,681.1904761904761,892.0,,14480.0
,,,,,70.0,,-13871.833333333334,,742.1052631578947,949.0,,14620.0
,,,,,73.0,,-12272.5,,722.6470588235294,964.0,,14875.0
,,,,,,,,,,1359.0,,60000.0
2,1207670631166,53,False,True,16.0,740.0,2105.8333333333335,872.0,20.483870967741936,83.0,3897.0,2010.0
,,,,,28.0,,-503.5,,76.95652173913044,107.0,,790.0
,,,,,17.0,,-317.5,,83.6,585.0,,2020.0
,,,,,17.0,,61.5,,51.31578947368421,360.0,,2020.0
,,,,,16.0,,2687.0,,118.0909090909091,284.0,,3419.0
,,,,,14.0,,-203.83333333333334,,18.608695652173914,287.0,,3892.0
,,,,,20.0,,-1735.6666666666667,,112.26315789473684,286.0,,6668.0
,,,,,19.0,,-991.1666666666666,,490.6111111111111,281.0,,6701.0
,,,,,15.0,,2508.3333333333335,,219.05,341.0,,2906.0
,,,,,14.0,,-334.5,,-2.945945945945946,368.0,,-1124.0
,,,,,15.0,,-2266.233333333333,,68.5625,393.0,,274.0
,,,,,31.0,,-1515.1666666666667,,51.5625,53.0,,2359.0
,,,,,35.0,,1026.6666666666667,,99.25,442.0,,350.0
,,,,,12.0,,5370.833333333333,,-5.592592592592593,431.0,,573.0
,,,,,36.0,,17656.0,,-204.14814814814815,569.0,,-2197.0
,,,,,46.0,,17379.0,,-403.8139534883721,476.0,,-14489.0
,,,,,44.0,,17881.5,,-409.6666666666667,436.0,,-15928.0
,,,,,43.0,,17968.5,,-417.0232558139535,419.0,,-15517.0
,,,,,44.0,,18199.0,,-349.7894736842105,408.0,,-14227.0
,,,,,43.0,,20044.5,,-435.69565217391306,410.0,,-15997.0
,,,,,44.0,,22833.5,,-546.775,494.0,,-18924.0
,,,,,54.0,,23119.0,,-526.0454545454545,529.0,,-20321.0
,,,,,54.0,,24553.5,,-535.2619047619048,856.0,,-22246.0
,,,,,56.0,,26288.0,,-641.170731707317,1052.0,,-23721.0
,,,,,64.0,,27648.0,,-642.9767441860465,1494.0,,-25728.0
,,,,,75.0,,60000.0,,-433.9756097560976,1527.0,,-17743.0
,,,,,,,,,,3601.0,,-60000.0
0,453681869402,100,False,False,14.0,1941.0,599.1666666666666,1941.0,61.1764705882353,1407.0,4438.0,2010.0
,,,,,23.0,,350.6666666666667,,43.80952380952381,748.0,,1200.0
