winnerIndex,seed,turns,crystalWin,unitWin,co_generations,co_sumChampionHostFindGen,co_championHostFitnesses,co_sumChampionParasiteFindGen,co_championParasiteFitnesses,oe_generations,oe_sumChampionHostFindGen,oe_championFitnesses
,,,,,14.0,,1890.0,,33.18181818181818,576.0,,1920.0
,,,,,16.0,,191.96666666666667,,57.758620689655174,34.0,,2305.0
,,,,,33.0,,135.16666666666666,,39.827586206896555,332.0,,1635.0
,,,,,33.0,,1043.5,,25.238095238095237,330.0,,1230.0
,,,,,34.0,,154.66666666666666,,76.42857142857143,340.0,,850.0
,,,,,30.0,,-461.3333333333333,,65.92592592592592,296.0,,1820.0
,,,,,32.0,,1026.0,,62.888888888888886,317.0,,4472.0
,,,,,38.0,,1764.8333333333333,,-32.65714285714286,413.0,,262.0
,,,,,37.0,,4350.166666666667,,-72.06060606060606,389.0,,-138.0
,,,,,36.0,,3880.6666666666665,,-31.153846153846153,460.0,,-858.0
,,,,,28.0,,2387.5,,9.434782608695652,435.0,,22.0
,,,,,35.0,,-8270.233333333334,,475.8,507.0,,9347.0
,,,,,37.0,,-9642.5,,546.2222222222222,540.0,,11062.0
,,,,,37.0,,-7938.0,,421.1,510.0,,12112.0
,,,,,35.0,,-8093.5,,450.1111111111111,505.0,,12382.0
,,,,,35.0,,-8036.0,,502.4375,491.0,,12652.0
,,,,,36.0,,-7553.666666666667,,494.9375,477.0,,12079.0
,,,,,36.0,,-8186.833333333333,,721.0,488.0,,12439.0
,,,,,37.0,,-10599.833333333334,,919.3125,579.0,,14164.0
,,,,,39.0,,-12391.666666666666,,691.2222222222222,544.0,,15364.0
,,,,,38.0,,-3925.5,,595.3333333333334,527.0,,15582.0
,,,,,44.0,,-2421.5,,331.6818181818182,521.0,,6597.0
,,,,,44.0,,-4455.5,,233.9047619047619,598.0,,6617.0
,,,,,45.0,,-2526.3333333333335,,216.95652173913044,536.0,,7705.0
,,,,,46.0,,-5032.333333333333,,456.6666666666667,532.0,,7705.0
,,,,,44.0,,-4996.0,,391.05263157894734,549.0,,8185.0
,,,,,43.0,,-4998.333333333333,,427.5,536.0,,8380.0
,,,,,46.0,,-4929.5,,297.3529411764706,524.0,,8380.0
,,,,,47.0,,-5085.0,,327.6666666666667,545.0,,8380.0
,,,,,45.0,,-5059.833333333333,,341.7391304347826,540.0,,8380.0
,,,,,46.0,,-5260.833333333333,,298.05555555555554,541.0,,8530.0
,,,,,44.0,,-5275.0,,296.3888888888889,533.0,,8530.0
,,,,,45.0,,-5025.0,,286.3157894736842,540.0,,8530.0
,,,,,45.0,,-5246.0,,294.6,522.0,,8530.0
,,,,,49.0,,-7533.666666666667,,581.1538461538462,550.0,,9820.0
,,,,,46.0,,-7274.5,,568.4090909090909,548.0,,10770.0
,,,,,48.0,,-5759.333333333333,,391.75,555.0,,10770.0
,,,,,47.0,,-7294.5,,428.05555555555554,580.0,,10845.0
,,,,,49.0,,-7598.0,,381.75,535.0,,10845.0
,,,,,48.0,,-7603.5,,544.5833333333334,526.0,,11115.0
,,,,,50.0,,-7356.5,,498.75,558.0,,10845.0
,,,,,47.0,,-7137.0,,470.7142857142857,523.0,,10845.0
,,,,,47.0,,-7531.5,,419.09090909090907,518.0,,10845.0
,,,,,48.0,,-7381.0,,508.5416666666667,522.0,,10845.0
,,,,,47.0,,-7748.5,,413.1578947368421,527.0,,10965.0
,,,,,48.0,,-7419.166666666667,,393.6842105263158,520.0,,10965.0
,,,,,49.0,,-7421.5,,412.5,534.0,,10965.0
,,,,,121.0,,0.0,,0.0,541.0,,10965.0
1,1403731759303,57,False,True,31.0,958.0,829.1666666666666,958.0,55.39473684210526,1413.0,1750.0,2260.0
,,,,,16.0,,1066.8,,39.107142857142854,69.0,,1570.0
,,,,,24.0,,1196.5,,16.08695652173913,541.0,,1340.0
,,,,,21.0,,521.1666666666666,,35.90909090909091,408.0,,960.0
,,,,,23.0,,-3795.3333333333335,,236.73684210526315,29.0,,4798.0
,,,,,40.0,,-3732.8333333333335,,308.3,315.0,,7036.0
,,,,,38.0,,-5773.2,,369.39285714285717,319.0,,8138.0
,,,,,38.0,,-15899.433333333332,,1017.1111111111111,302.0,,19173.0
,,,,,40.0,,-16852.5,,1283.142857142857,340.0,,19122.0
,,,,,37.0,,-16898.0,,978.3684210526316,399.0,,18644.0
,,,,,36.0,,-17153.166666666668,,970.3333333333334,374.0,,18300.0
,,,,,34.0,,-17444.5,,1069.9473684210527,423.0,,19179.0
,,,,,33.0,,-12207.333333333334,,789.421052631579,416.0,,19439.0
,,,,,28.0,,-13362.7,,997.6,442.0,,18054.0
,,,,,30.0,,-11911.333333333334,,1035.8125,365.0,,18594.0
,,,,,31.0,,-16139.333333333334,,1373.9166666666667,385.0,,17324.0
,,,,,30.0,,-15070.466666666667,,826.4736842105264,381.0,,17395.0
,,,,,31.0,,-14621.666666666666,,891.2941176470588,373.0,,17212.0
,,,,,31.0,,-14238.666666666666,,722.2380952380952,389.0,,17302.0
,,,,,30.0,,-2852.5333333333333,,516.1481481481482,365.0,,15550.0
,,,,,32.0,,-2694.4,,269.8421052631579,351.0,,7193.0
,,,,,33.0,,-1679.0,,193.95,400.0,,7291.0
,,,,,34.0,,671.1666666666666,,216.58333333333334,378.0,,5423.0
,,,,,41.0,,-3450.633333333333,,229.45833333333334,384.0,,3832.0
,,,,,44.0,,-6920.666666666667,,430.0,382.0,,7295.0
,,,,,47.0,,-9127.6,,547.7647058823529,450.0,,10150.0
,,,,,52.0,,-11759.166666666666,,735.0,438.0,,13505.0
,,,,,53.0,,-14760.8,,1137.8461538461538,426.0,,13985.0
,,,,,,,,,,465.0,,60000.0
1,1000340448767,75,True,False,32.0,1351.0,843.3333333333334,1352.0,45.19230769230769,1538.0,4170.0,2490.0
,,,,,12.0,,1476.1666666666667,,20.322580645161292,672.0,,1160.0
,,,,,20.0,,-141.16666666666666,,98.6842105263158,63.0,,1880.0
,,,,,21.0,,120.5,,72.05882352941177,380.0,,1450.0
,,,,,22.0,,-864.6666666666666,,110.0,73.0,,1850.0
,,,,,32.0,,-336.8333333333333,,96.04166666666667,348.0,,2090.0
,,,,,32.0,,1171.1666666666667,,148.70967741935485,303.0,,2640.0
,,,,,33.0,,-795.1666666666666,,134.3181818181818,298.0,,3290.0
,,,,,36.0,,250.66666666666666,,51.52173913043478,378.0,,2040.0
,,,,,34.0,,1675.1666666666667,,40.0,373.0,,1100.0
,,,,,37.0,,3803.6666666666665,,-32.6,346.0,,-1136.0
,,,,,38.0,,3727.0,,-46.93103448275862,401.0,,-1836.0
,,,,,36.0,,5626.0,,-60.025,414.0,,-791.0
,,,,,37.0,,2534.3333333333335,,-23.258064516129032,422.0,,-391.0
,,,,,40.0,,1968.5,,-13.78125,382.0,,404.0
,,,,,41.0,,1393.1666666666667,,29.25,373.0,,549.0
,,,,,36.0,,-474.3333333333333,,64.88888888888889,478.0,,737.0
,,,,,38.0,,-1368.3333333333333,,124.13333333333334,361.0,,2373.0
,,,,,35.0,,-911.9333333333333,,599.304347826087,334.0,,4595.0
,,,,,33.0,,-6443.866666666667,,710.2105263157895,495.0,,4819.0
,,,,,37.0,,-8852.333333333334,,593.9545454545455,440.0,,14379.0
,,,,,38.0,,-7466.5,,481.90909090909093,464.0,,15026.0
,,,,,40.0,,-7466.333333333333,,440.3529411764706,567.0,,13196.0
,,,,,39.0,,-9536.3,,617.7391304347826,513.0,,13930.0
,,,,,38.0,,-10835.166666666666,,791.6666666666666,504.0,,14516.0
,,,,,39.0,,-10200.0,,680.1428571428571,521.0,,14816.0
,,,,,40.0,,-10646.833333333334,,622.4090909090909,521.0,,16303.0
,,,,,39.0,,-12318.133333333333,,904.0625,516.0,,17365.0
,,,,,39.0,,-12231.0,,842.6086956521739,549.0,,17885.0
,,,,,39.0,,-13637.0,,849.8947368421053,387.0,,19197.0
,,,,,39.0,,-14977.166666666666,,928.3529411764706,358.0,,18811.0
,,,,,38.0,,-13014.166666666666,,816.4375,358.0,,18437.0
,,,,,38.0,,-12269.066666666668,,1132.6923076923076,356.0,,17556.0
,,,,,43.0,,-13377.5,,1116.25,477.0,,19319.0
,,,,,46.0,,-11629.0,,686.4782608695652,607.0,,16493.0
,,,,,49.0,,-12698.0,,755.8235294117648,800.0,,13904.0
,,,,,66.0,,-13209.0,,695.7368421052631,840.0,,14974.0
,,,,,,,,,,1125.0,,60000.0
1,1287796468722,23,True,False,31.0,186.0,346.5,187.0,82.11538461538461,1360.0,686.0,2260.0
,,,,,25.0,,-125.33333333333333,,51.5,691.0,,1160.0
,,,,,21.0,,537.6666666666666,,12.884615384615385,559.0,,1510.0
,,,,,17.0,,234.5,,92.03703703703704,493.0,,1450.0
,,,,,12.0,,3.3333333333333335,,153.22222222222223,413.0,,2102.0
,,,,,16.0,,365.2,,180.14814814814815,345.0,,4782.0
,,,,,14.0,,-1159.9,,282.36842105263156,369.0,,5835.0
,,,,,16.0,,-8578.0,,532.0,358.0,,11604.0
,,,,,17.0,,-11285.0,,625.75,366.0,,14131.0
,,,,,8.0,,-11301.0,,646.1,384.0,,16328.0
,,,,,10.0,,-45577.46666666667,,3157.8947368421054,419.0,,16893.0
,,,,,,,,,,474.0,,60000.0
1,933593008351,59,False,True,25.0,1183.0,334.8333333333333,1184.0,56.31578947368421,1180.0,2542.0,1990.0
,,,,,20.0,,739.1666666666666,,8.75,445.0,,1430.0
,,,,,16.0,,1195.3333333333333,,-4.571428571428571,47.0,,1755.0
,,,,,11.0,,1022.1666666666666,,53.611111111111114,341.0,,1650.0
,,,,,40.0,,-258.1666666666667,,185.58823529411765,89.0,,2500.0
,,,,,39.0,,364.5,,59.31818181818182,372.0,,1550.0
,,,,,38.0,,1009.8333333333334,,65.68181818181819,373.0,,2241.0
,,,,,36.0,,1292.3333333333333,,-25.975609756097562,387.0,,210.0
,,,,,34.0,,153.33333333333334,,41.59090909090909,333.0,,210.0
,,,,,34.0,,-271.1666666666667,,56.08695652173913,329.0,,1210.0
,,,,,35.0,,-1712.8333333333333,,118.0,323.0,,2830.0
,,,,,35.0,,42.5,,148.94736842105263,332.0,,2150.0
,,,,,39.0,,2125.5,,140.23809523809524,366.0,,1610.0
,,,,,39.0,,-1631.6666666666667,,144.8,412.0,,3170.0
,,,,,40.0,,-2644.3333333333335,,169.57142857142858,396.0,,4111.0
,,,,,41.0,,-1895.3333333333333,,188.94444444444446,484.0,,3871.0
,,,,,45.0,,-4954.0,,262.1578947368421,490.0,,4541.0
,,,,,46.0,,-4995.333333333333,,387.8,451.0,,7636.0
,,,,,48.0,,-3327.3333333333335,,271.8,643.0,,6006.0
,,,,,48.0,,-4504.0,,270.3157894736842,627.0,,8346.0
,,,,,53.0,,-8814.533333333333,,522.5882352941177,604.0,,8116.0
,,,,,52.0,,-9207.333333333334,,515.2222222222222,613.0,,10654.0
,,,,,58.0,,-8816.833333333334,,478.2105263157895,750.0,,9561.0
,,,,,56.0,,-8391.0,,465.8888888888889,805.0,,9961.0
,,,,,50.0,,-9763.666666666666,,523.6190476190476,711.0,,11191.0
,,,,,46.0,,-651.4333333333333,,363.46666666666664,740.0,,10979.0
,,,,,42.0,,-310.9,,83.5,697.0,,1832.0
,,,,,58.0,,-1862.3333333333333,,139.94117647058823,688.0,,2652.0
,,,,,60.0,,-424.3333333333333,,137.47368421052633,776.0,,3192.0
,,,,,,,,,,750.0,,60000.0
2,939255954409,65,False,True,27.0,1076.0,613.8333333333334,1128.0,53.8,1427.0,3504.0,2490.0
,,,,,22.0,,408.96666666666664,,40.0,921.0,,1120.0
,,,,,18.0,,-187.16666666666666,,71.5,621.0,,1260.0
,,,,,19.0,,-895.3333333333334,,99.0909090909091,418.0,,1420.0
,,,,,14.0,,-1260.0,,144.16666666666666,35.0,,2770.0
,,,,,17.0,,-1161.1666666666667,,90.27777777777777,346.0,,2490.0
,,,,,14.0,,-2761.3333333333335,,163.33333333333334,289.0,,1870.0
,,,,,21.0,,-1662.6666666666667,,130.76923076923077,36.0,,4255.0
,,,,,32.0,,-2338.0,,177.64705882352942,342.0,,3885.0
,,,,,35.0,,-996.8333333333334,,182.85714285714286,321.0,,4560.0
,,,,,33.0,,226.66666666666666,,118.26086956521739,421.0,,4320.0
,,,,,36.0,,478.0,,34.73684210526316,450.0,,2020.0
,,,,,36.0,,691.6666666666666,,115.65217391304348,436.0,,1330.0
,,,,,35.0,,-55.833333333333336,,40.714285714285715,423.0,,1935.0
,,,,,38.0,,2767.3333333333335,,-16.25,433.0,,1435.0
,,,,,36.0,,2061.5,,-22.83783783783784,486.0,,925.0
,,,,,34.0,,4186.666666666667,,-45.0,469.0,,275.0
,,,,,39.0,,3975.0,,-85.625,447.0,,-245.0
,,,,,40.0,,4031.6666666666665,,-68.80952380952381,525.0,,-3035.0
,,,,,43.0,,2016.6333333333334,,-33.34146341463415,517.0,,-1460.0
,,,,,37.0,,2048.3333333333335,,-24.25,530.0,,-1031.0
,,,,,39.0,,3331.5,,134.86206896551724,435.0,,2266.0
,,,,,41.0,,3090.1666666666665,,-14.666666666666666,498.0,,762.0
,,,,,44.0,,6452.833333333333,,-49.75,508.0,,-376.0
,,,,,42.0,,3511.8333333333335,,-67.30232558139535,671.0,,-1974.0
,,,,,43.0,,4356.333333333333,,-10.894736842105264,502.0,,-966.0
,,,,,45.0,,3743.0,,-50.62068965517241,528.0,,-728.0
,,,,,46.0,,6072.5,,-129.80645161290323,661.0,,-2888.0
,,,,,47.0,,8571.5,,-135.51063829787233,687.0,,-4064.0
,,,,,45.0,,10390.5,,-218.8684210526316,800.0,,-7072.0
,,,,,52.0,,11887.5,,-242.97560975609755,962.0,,-9482.0
,,,,,58.0,,13944.0,,-309.8666666666667,1296.0,,-11482.0
,,,,,,,,,,2949.0,,-60000.0
1,194595373622,43,True,False,29.0,627.0,1619.3333333333333,626.0,98.75,94.0,2122.0,2010.0
,,,,,21.0,,1548.8333333333333,,75.3125,47.0,,1560.0
,,,,,30.0,,540.8333333333334,,122.88461538461539,52.0,,2255.0
,,,,,18.0,,672.5666666666667,,76.33333333333333,606.0,,2660.0
,,,,,18.0,,4806.133333333333,,61.6551724137931,532.0,,1407.0
,,,,,15.0,,8061.7,,-121.87179487179488,575.0,,-913.0
,,,,,17.0,,8984.0,,-179.51282051282053,670.0,,-6736.0
,,,,,17.0,,7918.9,,-164.6122448979592,514.0,,-6911.0
,,,,,21.0,,7328.333333333333,,-172.6578947368421,60.0,,-5696.0
,,,,,38.0,,7748.0,,-164.8709677419355,366.0,,-5051.0
,,,,,36.0,,6895.233333333334,,-120.375,374.0,,-4512.0
,,,,,37.0,,5789.5,,-112.20454545454545,331.0,,-2401.0
,,,,,35.0,,-3309.0333333333333,,229.25,318.0,,6856.0
,,,,,34.0,,-3241.2,,203.94736842105263,333.0,,5990.0
,,,,,36.0,,-3417.633333333333,,345.05263157894734,320.0,,8182.0
,,,,,35.0,,-3914.0,,275.5238095238095,330.0,,6766.0
,,,,,38.0,,-3231.5,,188.5,399.0,,4297.0
,,,,,35.0,,-2503.5,,141.5,443.0,,3720.0
,,,,,38.0,,203.33333333333334,,252.5,400.0,,5040.0
,,,,,39.0,,-443.0,,149.21052631578948,473.0,,3175.0
,,,,,40.0,,-5089.0,,331.88235294117646,430.0,,5009.0
,,,,,,,,,,419.0,,60000.0
1,726183065951,63,False,True,24.0,1206.0,1768.3333333333333,1206.0,114.28571428571429,90.0,2315.0,2010.0
,,,,,21.0,,1484.6666666666667,,85.41666666666667,44.0,,1760.0
,,,,,49.0,,477.8333333333333,,32.75,72.0,,1730.0
,,,,,43.0,,-1115.3333333333333,,109.16666666666667,614.0,,1730.0
,,,,,41.0,,1912.3333333333333,,42.2,460.0,,2995.0
,,,,,37.0,,11.166666666666666,,71.53846153846153,537.0,,1690.0
,,,,,36.0,,-3301.3333333333335,,271.7647058823529,342.0,,3160.0
,,,,,35.0,,175.33333333333334,,84.76190476190476,319.0,,3140.0
,,,,,36.0,,-10985.5,,692.6315789473684,345.0,,13510.0
,,,,,33.0,,-12301.0,,589.047619047619,329.0,,15690.0
,,,,,34.0,,-11466.0,,682.6470588235294,372.0,,14410.0
,,,,,34.0,,-11498.166666666666,,771.3333333333334,343.0,,14140.0
,,,,,32.0,,-11105.0,,722.5625,488.0,,12655.0
,,,,,36.0,,-13844.5,,734.9473684210526,461.0,,14459.0
,,,,,37.0,,-14912.833333333334,,827.1666666666666,514.0,,16764.0
,,,,,38.0,,-15450.633333333333,,1017.2631578947369,463.0,,18364.0
,,,,,37.0,,-15072.533333333333,,929.4545454545455,453.0,,18364.0
,,,,,39.0,,-14542.5,,747.95,456.0,,18294.0
,,,,,37.0,,-14492.0,,941.1428571428571,468.0,,17994.0
,,,,,36.0,,-14491.666666666666,,909.0,456.0,,17964.0
,,,,,35.0,,-18307.0,,918.95,450.0,,18024.0
,,,,,35.0,,-20667.666666666668,,1090.7894736842106,473.0,,20964.0
,,,,,38.0,,-22563.1,,1788.0,358.0,,23339.0
,,,,,40.0,,-23479.0,,1467.4375,345.0,,24779.0
,,,,,39.0,,-21458.0,,1481.0,382.0,,26598.0
,,,,,40.0,,-23000.0,,1212.2105263157894,397.0,,23298.0
,,,,,46.0,,-24718.0,,1239.6,403.0,,25432.0
,,,,,52.0,,-24736.0,,1587.4705882352941,400.0,,27147.0
,,,,,52.0,,-25578.0,,1279.3,403.0,,26221.0
,,,,,56.0,,-26045.333333333332,,1535.3529411764705,419.0,,28261.0
,,,,,58.0,,-26652.0,,1663.25,491.0,,27267.0
,,,,,,,,,,469.0,,60000.0
2,1117894802275,40,True,False,27.0,570.0,450.8333333333333,626.0,59.77272727272727,1415.0,1350.0,2320.0
,,,,,19.0,,804.3333333333334,,37.142857142857146,669.0,,1220.0
,,,,,11.0,,-1408.0,,137.95454545454547,47.0,,2935.0
,,,,,23.0,,-1305.1666666666667,,149.64285714285714,317.0,,3545.0
,,,,,21.0,,-879.5,,191.25,293.0,,3675.0
,,,,,12.0,,167.5,,267.22222222222223,289.0,,4030.0
,,,,,36.0,,-3315.3333333333335,,336.59090909090907,45.0,,5450.0
,,,,,33.0,,-3069.3333333333335,,170.83333333333334,363.0,,5570.0
,,,,,34.0,,-4145.0,,255.0,280.0,,4865.0
,,,,,34.0,,-3019.3333333333335,,329.0,338.0,,5300.0
,,,,,33.0,,-2266.0,,173.0,334.0,,5400.0
,,,,,32.0,,-2022.0,,183.0,332.0,,3470.0
,,,,,32.0,,-2317.0,,130.0,315.0,,3756.0
,,,,,33.0,,-5921.166666666667,,586.7857142857143,301.0,,7225.0
,,,,,34.0,,-6303.0,,350.8333333333333,340.0,,7575.0
,,,,,38.0,,-6522.833333333333,,483.42105263157896,343.0,,9401.0
,,,,,38.0,,-6371.166666666667,,425.73333333333335,452.0,,8451.0
,,,,,41.0,,224.83333333333334,,612.875,436.0,,10151.0
,,,,,38.0,,-548.6666666666666,,114.0,476.0,,2051.0
,,,,,57.0,,60000.0,,182.76190476190476,489.0,,3763.0
1,1436410876319,71,False,True,21.0,1195.0,1756.1666666666667,1197.0,60.45454545454545,86.0,2095.0,2260.0
,,,,,31.0,,514.1666666666666,,28.928571428571427,87.0,,1725.0
,,,,,24.0,,-158.33333333333334,,84.79166666666667,566.0,,1380.0
,,,,,25.0,,1039.8333333333333,,41.851851851851855,522.0,,830.0
,,,,,18.0,,-1286.3333333333333,,129.16666666666666,445.0,,1590.0
,,,,,13.0,,-2666.8333333333335,,234.41176470588235,360.0,,3400.0
,,,,,9.0,,-1433.3,,188.47619047619048,281.0,,4800.0
,,,,,14.0,,-10435.0,,884.0,336.0,,13225.0
,,,,,32.0,,-12485.333333333334,,738.6111111111111,31.0,,15220.0
,,,,,32.0,,-12513.8,,699.4444444444445,290.0,,14990.0
,,,,,32.0,,-11064.0,,945.9375,291.0,,15290.0
,,,,,33.0,,-8249.5,,493.23809523809524,337.0,,13429.0
,,,,,33.0,,-10478.333333333334,,749.7857142857143,406.0,,11867.0
,,,,,30.0,,-5789.833333333333,,521.3636363636364,382.0,,11549.0
,,,,,36.0,,-10731.666666666666,,664.0625,369.0,,10600.0
,,,,,37.0,,-8655.333333333334,,723.6666666666666,388.0,,12085.0
,,,,,38.0,,-10651.0,,761.5,379.0,,13905.0
,,,,,37.0,,-10718.666666666666,,632.0,379.0,,15181.0
,,,,,36.0,,-13303.666666666666,,917.1333333333333,364.0,,15544.0
,,,,,42.0,,-13067.0,,777.6,374.0,,17157.0
,,,,,40.0,,-13842.0,,875.625,374.0,,15467.0
,,,,,38.0,,-11768.9,,711.4375,419.0,,14895.0
,,,,,34.0,,-13474.166666666666,,923.6666666666666,449.0,,14833.0
,,,,,36.0,,-14000.5,,783.2222222222222,412.0,,15093.0
,,,,,35.0,,-13773.566666666668,,925.0,424.0,,15133.0
,,,,,35.0,,-13667.333333333334,,834.7777777777778,422.0,,15173.0
,,,,,40.0,,-13846.5,,813.2941176470588,424.0,,15193.0
,,,,,39.0,,-13576.0,,777.7894736842105,385.0,,16465.0
,,,,,36.0,,-15750.833333333334,,1003.5625,364.0,,17318.0
,,,,,38.0,,-16422.133333333335,,1348.2142857142858,501.0,,20048.0
,,,,,42.0,,-22410.0,,1183.0,475.0,,23648.0
,,,,,40.0,,-13870.066666666668,,1019.0714285714286,465.0,,24075.0
,,,,,55.0,,-16481.4,,891.3157894736842,467.0,,15915.0
,,,,,57.0,,-18825.0,,1107.9411764705883,459.0,,19165.0
,,,,,59.0,,-17886.0,,942.5263157894736,480.0,,20303.0
,,,,,,,,,,764.0,,60000.0
1,424419289085,64,False,True,20.0,1125.0,1680.6666666666667,1284.0,81.20689655172414,86.0,2532.0,2050.0
,,,,,26.0,,2018.6666666666667,,34.523809523809526,48.0,,1850.0
,,,,,14.0,,1445.5,,83.6,54.0,,2265.0
,,,,,44.0,,-475.3333333333333,,101.52173913043478,110.0,,1520.0
,,,,,40.0,,1768.6666666666667,,70.55555555555556,503.0,,1965.0
,,,,,38.0,,883.0,,115.8,432.0,,2185.0
,,,,,37.0,,8978.5,,36.59090909090909,343.0,,1815.0
,,,,,38.0,,7510.0,,-158.125,342.0,,-6595.0
,,,,,39.0,,8174.166666666667,,-189.30232558139534,402.0,,-6940.0
,,,,,36.0,,9800.166666666666,,-138.8,429.0,,-6985.0
,,,,,35.0,,8399.333333333334,,-181.0,369.0,,-6870.0
,,,,,35.0,,8854.666666666666,,-166.97674418604652,456.0,,-6410.0
,,,,,35.0,,7994.666666666667,,-141.8421052631579,358.0,,-5250.0
,,,,,33.0,,8919.666666666666,,-157.67441860465115,310.0,,-5450.0
,,,,,33.0,,7893.333333333333,,-135.1086956521739,327.0,,-5620.0
,,,,,32.0,,4842.166666666667,,-77.84375,310.0,,-4840.0
,,,,,34.0,,4586.5,,-59.71111111111111,310.0,,-1732.0
,,,,,34.0,,4014.3333333333335,,-29.5,335.0,,-1405.0
,,,,,34.0,,1743.1666666666667,,20.535714285714285,317.0,,45.0
,,,,,39.0,,1910.5,,28.125,332.0,,365.0
,,,,,36.0,,2186.5,,26.25,334.0,,205.0
,,,,,35.0,,1534.0,,-6.617647058823529,321.0,,165.0
,,,,,36.0,,1637.0,,-25.73170731707317,325.0,,1230.0
,,,,,32.0,,1896.4,,15.647058823529411,375.0,,520.0
,,,,,38.0,,2801.3333333333335,,-64.30232558139535,349.0,,-74.0
,,,,,41.0,,1099.5,,-8.108108108108109,434.0,,-190.0
,,,,,39.0,,1541.7333333333333,,23.0,350.0,,787.0
,,,,,44.0,,580.0,,166.29166666666666,364.0,,2165.0
,,,,,45.0,,-1351.0,,173.61904761904762,359.0,,3786.0
,,,,,49.0,,-3704.3333333333335,,204.31578947368422,421.0,,3362.0
,,,,,53.0,,-16058.666666666666,,912.6111111111111,410.0,,15272.0
,,,,,162.0,,-60000.0,,3750.0,417.0,,19481.0
2,1145746034112,50,True,False,18.0,835.0,1792.8333333333333,897.0,66.08695652173913,90.0,1301.0,2570.0
,,,,,17.0,,1897.0,,75.83333333333333,42.0,,1870.0
,,,,,23.0,,183.16666666666666,,35.208333333333336,56.0,,2015.0
,,,,,26.0,,-319.8333333333333,,71.4,68.0,,2010.0
,,,,,39.0,,506.6666666666667,,26.8,390.0,,1545.0
,,,,,32.0,,-145.33333333333334,,93.23529411764706,356.0,,900.0
,,,,,32.0,,-712.0,,118.4375,366.0,,1635.0
,,,,,34.0,,-349.1666666666667,,97.70833333333333,414.0,,3175.0
,,,,,34.0,,-929.0,,188.33333333333334,448.0,,2975.0
,,,,,34.0,,-386.1666666666667,,29.166666666666668,442.0,,2660.0
,,,,,33.0,,-177.33333333333334,,90.41666666666667,324.0,,3035.0
,,,,,32.0,,2113.0,,-2.5,418.0,,2605.0
,,,,,36.0,,2384.1666666666665,,-54.45945945945946,437.0,,780.0
,,,,,37.0,,1312.5,,-15.5,485.0,,-84.0
,,,,,40.0,,116.06666666666666,,80.65,519.0,,826.0
,,,,,40.0,,746.8333333333334,,112.33333333333333,491.0,,2462.0
,,,,,39.0,,2442.8333333333335,,10.548387096774194,546.0,,62.0
,,,,,40.0,,1940.5,,10.38888888888889,567.0,,-98.0
,,,,,35.0,,3041.5,,-43.853658536585364,549.0,,-228.0
,,,,,40.0,,13421.7,,-56.520833333333336,530.0,,-1178.0
,,,,,43.0,,14334.833333333334,,-317.4222222222222,512.0,,-10774.0
,,,,,42.0,,14158.5,,-318.86046511627904,553.0,,-12328.0
,,,,,45.0,,12416.666666666666,,-262.2888888888889,585.0,,-11283.0
,,,,,43.0,,13567.833333333334,,-236.825,570.0,,-10453.0
,,,,,63.0,,60000.0,,-192.17073170731706,537.0,,-9719.0
2,239706686033,62,True,False,27.0,1345.0,1743.3333333333333,1405.0,44.310344827586206,88.0,1755.0,2050.0
,,,,,13.0,,1230.8333333333333,,121.38888888888889,45.0,,1515.0
,,,,,49.0,,-1292.3333333333333,,136.25,55.0,,2555.0
,,,,,44.0,,310.5,,64.82608695652173,508.0,,3016.0
,,,,,44.0,,-1127.0,,219.43478260869566,441.0,,5006.0
,,,,,37.0,,-2458.3333333333335,,154.28,460.0,,3332.0
,,,,,35.0,,-2163.0,,148.1304347826087,356.0,,3412.0
,,,,,33.0,,-2133.6666666666665,,153.875,332.0,,2922.0
,,,,,32.0,,-1634.8333333333333,,230.75,364.0,,2942.0
,,,,,37.0,,-1649.3333333333333,,143.25,368.0,,3952.0
,,,,,38.0,,-1963.1666666666667,,330.125,402.0,,4211.0
,,,,,37.0,,-1788.8333333333333,,261.1666666666667,429.0,,4918.0
,,,,,34.0,,2035.8666666666666,,105.21739130434783,417.0,,3675.0
,,,,,34.0,,10645.4,,76.36363636363636,405.0,,1008.0
,,,,,42.0,,12311.5,,-251.10204081632654,403.0,,-8745.0
,,,,,43.0,,11383.5,,-251.33333333333334,412.0,,-9665.0
,,,,,43.0,,10911.666666666666,,-211.875,443.0,,-9005.0
,,,,,41.0,,10899.0,,-233.3111111111111,423.0,,-8689.0
,,,,,42.0,,10658.0,,-215.51351351351352,484.0,,-8449.0
,,,,,46.0,,9973.833333333334,,-192.38,444.0,,-8209.0
,,,,,47.0,,11079.0,,-244.97560975609755,446.0,,-7669.0
,,,,,47.0,,6722.333333333333,,-140.5744680851064,447.0,,-6219.0
,,,,,42.0,,12086.666666666666,,-241.84848484848484,450.0,,-4927.0
,,,,,47.0,,15872.5,,-311.9166666666667,482.0,,-10264.0
,,,,,57.0,,14596.5,,-323.1818181818182,697.0,,-12423.0
,,,,,61.0,,12847.5,,-305.5952380952381,724.0,,-11910.0
,,,,,64.0,,14496.5,,-283.6666666666667,716.0,,-10305.0
,,,,,65.0,,16709.0,,-301.12820512820514,949.0,,-12569.0
,,,,,68.0,,17134.0,,-393.2325581395349,993.0,,-14774.0
