rhca_hostChampionFitness,rhca_parasiteChampionFitness,rhcaPortfolio_hostChampionFitness,rhcaPortfolio_parasiteChampionFitness
1723.701923076923,24.691765823222912,204.25000000000006,96.90799230519313
1541.554070512821,29.096997476659684,232.06133974358966,95.13374723440445
1359.4062179487178,33.50222913009646,259.8726794871795,93.35950216361572
1195.6327275641029,38.35489853629335,272.089108974359,92.35386480430085
1080.9480384615388,43.80286996544704,243.61007692307686,92.61391033740802
1040.8823557692308,46.436670994514074,163.72961538461533,95.17697455572959
1058.2043653846154,46.152137547210835,73.21913461538465,99.17318674848171
1104.0856282051284,43.27822658155784,-11.373785256410299,104.05651608849075
1155.3643589743588,39.62993192058083,-77.33384615384618,108.50851330013316
1189.577028846154,37.52032668922255,-99.74482051282054,110.43125323904043
1232.3870512820517,37.380020704431566,-88.50810897435895,112.75756309711952
1304.030564102564,37.31639837072496,-86.50295192307689,117.68859646378279
1433.5361794871792,35.32635345361318,-128.7108205128206,125.03558112036714
1576.8857564102566,33.254532960918546,-251.87816025641027,135.88607597653672
1708.8350512820512,29.940890012110785,-366.21783333333354,146.0190136502131
1808.2412820512823,26.602049904041785,-473.8555288461538,154.2283063701307
1869.6461282051282,25.586383661182655,-551.4664102564102,160.08194371807622
1919.9744134615378,26.608739030331098,-552.6737179487179,164.76723185838378
1945.6322756410254,27.319260370658853,-567.4408717948716,169.0647812719744
1957.3423621794868,28.463982882961414,-630.0522275641026,174.26067602868605
2045.7291025641025,27.91328628781221,-736.1017948717949,179.90757764106803
2224.053644230768,29.28699109305238,-934.6956442307696,191.53589672318728
2421.5845897435897,32.271496869169354,-1152.7145576923083,203.17453536559367
2576.4189230769234,33.224220878580844,-1314.1266217948712,216.97939774310169
2672.374333333333,31.195490116422285,-1415.1841538461545,230.25666284770926
2819.28189102564,27.656359212925693,-1538.6026442307698,242.72903638940858
2973.8030641025634,21.70015522960086,-1680.2322820512818,252.22693493142407
3140.3742692307696,14.46283365354641,-1852.8388333333335,265.3256859567063
3358.285166666668,6.534610639852369,-1990.7989871794875,278.4555490315594
3583.9969166666674,-0.6655732832279448,-2140.3731698717947,290.028927935309
3764.995993589744,-5.468099614494327,-2336.6987499999996,301.4885992005627
3915.3495641025647,-8.40881884340347,-2526.548586538461,311.7481132029826
4026.9959615384632,-10.273407238871629,-2704.2720512820506,323.51650036699124
4152.83832051282,-11.169914059990967,-2850.4217403846146,334.26782023600003
4350.1303269230775,-11.192015124689275,-3029.4038717948715,346.47140752427464
4607.695705128204,-10.97782962629994,-3231.0301282051287,362.02724496523365
4930.816333333332,-13.359785616039169,-3459.3587948717936,378.0232608448553
5226.791929487181,-19.905440707053053,-3668.9265544871805,391.9420468117163
5527.37462179487,-26.65487580870371,-3886.3612564102586,401.04931765170164
5759.047820512817,-31.18705239345001,-4067.9671826923072,410.7131710829256
5862.4214743589755,-35.45642621988765,-4245.153333333335,419.52603039754445
6064.9914358974365,-41.78790970028846,-4416.357080128207,426.6803872374799
6282.639756410258,-49.18910012009662,-4601.340544871796,434.6093877259454
6476.96624358974,-57.077405954143686,-4812.354916666666,447.40643612929614
6725.93743589743,-65.20436499332116,-5037.476320512823,460.7217304371222
6982.798173076925,-69.47273861166914,-5208.150336538461,474.7187610466034
7261.520955128204,-71.41933846863095,-5388.349967948716,490.43234259621664
7488.2429935897435,-71.53105685531823,-5551.440820512823,511.62328781982944
7692.465346153846,-72.38907293218799,-5731.093205128205,534.7671621361279
7895.843602564104,-73.4215915018947,-5879.798999999998,550.5408223162383
8090.287499999997,-74.55030951099008,-6017.205769230768,562.5672180960061
8328.34869230769,-83.78653657575116,-6244.345307692305,576.4516740764034
8549.68984615385,-93.37667655349557,-6463.412551282053,592.4431196778089
8776.35486538462,-102.60112088502382,-6679.13987179487,610.6376550270727
9059.824076923074,-111.6748347665074,-6892.935301282051,626.6261102039945
9382.533637820514,-120.92942534847224,-7156.708285256411,643.9317605645784
9676.479012820513,-127.29933426138072,-7460.96266666667,651.3368287357181
9961.101935897432,-133.89194738580585,-7834.9154166666685,668.6011951007606
10252.13038461538,-142.4468135278115,-8238.506910256408,699.3622574746968
10550.578923076922,-153.38705176798464,-8584.30317628205,727.2651039254816
10880.99416666666,-164.96804975683287,-8892.546474358975,757.2399217055475
11217.21048717949,-175.66265615302916,-9079.031201923075,775.1677567125006
11600.531102564102,-184.71658790740815,-9321.99633974359,787.117440676522
11957.110689102567,-193.45605015728557,-9524.065756410253,798.5720707553888
12290.221564102569,-200.46307734633032,-9776.009653846155,815.3545595502152
12557.497676282048,-206.8662809698688,-10050.773493589742,831.197112455542
12802.872801282054,-214.87044942917723,-10381.509814102563,853.6412589747432
13109.446339743594,-224.02099628486337,-10728.322108974362,876.8613676316337
13477.791756410255,-232.43668712022924,-11100.019269230768,893.7844814050477
13920.124830128207,-240.89112582412994,-11416.538980769226,907.1734713564539
14412.9869551282,-251.0893832817151,-11734.0491025641,912.2421660495663
14938.853362179487,-263.7614462435844,-12064.782387820507,915.8941314175754
15398.995025641027,-275.5518010654778,-12488.926846153849,942.4646868759482
15829.72339102564,-286.76947014958535,-12976.37571474358,983.1759330012535
16263.66882051282,-299.62627104872684,-13462.687032051286,1032.241473131791
16656.69663461538,-311.89742503651314,-13811.979807692307,1072.0148215873144
17055.30380769231,-321.6301242481182,-14170.340628205127,1102.9170539868182
17500.993567307698,-330.65484056253683,-14513.551961538471,1127.300739646017
17911.948128205135,-337.31505200536907,-14883.540852564107,1152.4665583842163
18371.610121794867,-346.98414500764466,-15348.684894230772,1196.130475677734
18780.54564102565,-356.6123027809263,-15897.233846153853,1244.7774261520321
19211.150384615394,-365.61151385085236,-16437.457352564114,1285.7329708784407
19660.184089743594,-374.3362829891816,-16975.585,1324.9674970332792
20073.36505128205,-386.1624134639648,-17499.7237051282,1371.6783020026485
20492.501538461533,-400.62343225158753,-18042.286551282057,1429.9347399754502
20977.85206730769,-415.26919063109347,-18539.842884615387,1487.6609223043467
21511.31488461538,-428.806622663797,-19028.35421153847,1503.542644964015
22110.579080128206,-440.692105336905,-19474.531958333337,1506.623758174975
22819.409179487175,-455.2691631264325,-19951.21602564102,1521.0521579455626
23564.304304487185,-468.8024516283082,-20584.88778525641,1588.1597071750655
24593.131121794875,-483.37794061739754,-21419.16301282052,1681.4089230494014
26460.992192307684,-499.5382966736486,-22485.92723397434,1804.6815668124461
29495.749576923095,-512.7540629140402,-23991.063538461534,1977.3264749075774
34103.43947756412,-528.4323390057676,-25852.4338397436,2156.4504768554516
39962.90863461535,-549.3542163255931,-28125.133974358967,2328.42920372694
46393.06019230768,-570.91688405656,-30515.583173076906,2490.782623609867
51882.38447435899,-588.3155851393828,-32296.289153846155,2611.1947937541545
54515.33829166666,-594.7084887030198,-32748.173785256415,2656.125203361359
55185.100641025645,-595.564570991334,-32628.40512820513,2667.9906322834804
55185.100641025645,-595.564570991334,-32628.40512820513,2667.9906322834804

