rhcaRawWins,rhcaPortfolioWin,draw,rhcaCrystalWin,rhcaUnitWin,rhcaPortfolioCrystalWin,rhcaPortfolioUnitWin
96.0,8.0,0.0,50.0,46.0,7.0,1.0

