rhca_hostChampionFitnessWin,rhca_parasiteChampionFitnessWin,rhcaPortfolio_hostChampionFitnessWin,rhcaPortfolio_parasiteChampionFitnessWin,rhca_hostChampionFitnessLose,rhca_parasiteChampionFitnessLose,rhcaPortfolio_hostChampionFitnessLose,rhcaPortfolio_parasiteChampionFitnessLose,rhca_hostChampionFitnessTie,rhca_parasiteChampionFitnessTie,rhcaPortfolio_hostChampionFitnessTie,rhcaPortfolio_parasiteChampionFitnessTie
1722.7100694444446,25.10621365500751,307.54166666666663,104.5565289068526,1735.6041666666665,19.718391841807573,195.64236111111117,96.27061425505484,NaN,NaN,NaN,NaN
1541.8363368055554,29.371130702352534,283.20975,97.88568926859759,1538.166875,25.80739876834534,227.7989722222222,94.904418731555,NaN,NaN,NaN,NaN
1360.9626041666663,33.636047749697575,258.87783333333334,91.21484963034257,1340.7295833333333,31.896405694883107,259.95558333333327,93.53822320805511,NaN,NaN,NaN,NaN
1193.1705972222223,38.53304794112304,159.84787500000004,87.39764385410001,1225.1782916666666,36.21710567833716,281.4425451388889,92.76688321681758,NaN,NaN,NaN,NaN
1071.1378333333337,43.61548366174415,-21.538333333333327,90.35490140524408,1198.6705,46.05150560988181,265.70577777777766,92.80216108175499,NaN,NaN,NaN,NaN
1025.2156597222222,45.89475333149477,-209.14020833333342,95.2476450272386,1228.8827083333335,52.93968295074568,194.80210069444448,95.17108534977052,NaN,NaN,NaN,NaN
1038.8932916666665,45.030577000256585,-387.14041666666657,104.00320589775174,1289.93725,59.61086411066175,111.5824305555556,98.77068515270919,NaN,NaN,NaN,NaN
1081.2099166666665,42.68963589307025,-398.009125,110.94498767854705,1378.5941666666668,50.34131484340861,20.845826388888856,103.48247678931939,NaN,NaN,NaN,NaN
1138.6782638888888,39.85243463101343,-321.03066666666666,110.95967471691468,1355.5974999999999,36.95989939538954,-57.02577777777778,108.3042498487347,NaN,NaN,NaN,NaN
1184.3340312500002,38.42409032170195,-249.278,112.34522798287782,1252.493,26.675163099469913,-87.28372222222224,110.27175534372064,NaN,NaN,NaN,NaN
1235.3329166666672,38.33672103331613,-188.8783333333334,119.92993244683748,1197.0366666666664,25.89961675781681,-80.1439236111111,112.15986565130972,NaN,NaN,NaN,NaN
1311.815826388889,38.23685279543981,-91.87266666666667,128.27830369507646,1210.6074166666667,26.270945274146808,-86.05547569444441,116.80612086117497,NaN,NaN,NaN,NaN
1432.2337638888885,35.76969577755587,14.633833333333286,136.2428716982958,1449.1651666666664,30.006245566300823,-140.65620833333332,124.10164023887307,NaN,NaN,NaN,NaN
1556.4282812500005,33.65132424690014,-37.573416666666745,148.78134523134403,1822.3754583333337,28.49303752913939,-269.73688888888887,134.8114702053028,NaN,NaN,NaN,NaN
1687.228944444444,30.108123289890596,-106.06883333333343,148.20307088215097,1968.1083333333331,27.93409067875305,-387.89691666666687,145.83700888088492,NaN,NaN,NaN,NaN
1812.169444444444,26.049096847556257,-122.03750000000025,135.72595189897007,1761.1033333333332,33.23748658186812,-503.1736979166667,155.7701692427274,NaN,NaN,NaN,NaN
1911.2233333333336,23.099607663404054,134.91966666666679,118.30021488771472,1370.7196666666662,55.42769563452586,-608.6652499999998,163.5637544539397,NaN,NaN,NaN,NaN
2011.914715277777,21.756057784090917,663.9046666666671,114.84035553067596,816.6907916666661,84.84091398521329,-654.0552500000002,168.92780488569275,NaN,NaN,NaN,NaN
2089.2947986111117,20.484103382623623,1136.4916666666668,117.50452731616411,221.68200000000002,109.34114422708157,-709.4352499999997,173.36146910162526,NaN,NaN,NaN,NaN
2152.432597222222,20.00640370753751,1490.0883333333336,132.96288059834143,-383.74045833333366,129.95493298804834,-806.7306076388891,177.70215898121467,NaN,NaN,NaN,NaN
2279.852986111111,17.773657528304305,1611.5791666666669,155.76686019354398,-763.7575000000003,149.588831401907,-931.7418750000003,181.91930409502837,NaN,NaN,NaN,NaN
2460.5978402777773,18.12541133745401,1382.080333333333,165.5392293842495,-614.4767083333329,163.22594816023275,-1127.7603090277778,193.70228566809888,NaN,NaN,NaN,NaN
2626.217618055556,21.31111431885844,879.5294166666669,159.07082764245627,-34.01175000000035,163.79608747290038,-1322.0682222222229,206.84984434252178,NaN,NaN,NaN,NaN
2768.3602534722218,23.43101090882057,595.15475,145.9401414839068,273.1229583333334,150.74274051570413,-1473.233402777778,222.8993357647013,NaN,NaN,NaN,NaN
2883.792166666666,22.73047849388439,688.0678333333328,137.73796103552982,135.36033333333376,132.77562958687696,-1590.4551527777785,237.96655466539085,NaN,NaN,NaN,NaN
3043.8957465277767,19.85383006543817,856.8937500000002,134.1765413853221,123.91562499999986,121.28670898277596,-1738.22734375,251.77507763974913,NaN,NaN,NaN,NaN
3216.751034722221,13.072952639326317,999.0693333333336,134.23023816285917,58.42741666666643,125.22658631289558,-1903.5074166666657,262.0599929954712,NaN,NaN,NaN,NaN
3397.040211805556,5.178860876748785,1047.4926666666665,145.5889665823022,60.38295833333245,125.8705069751179,-2094.5331250000004,275.3037459045732,NaN,NaN,NaN,NaN
3605.035041666666,-3.208542540654261,909.8893333333317,164.6810219925254,397.286666666668,123.45244880593194,-2232.523013888889,287.9367596181455,NaN,NaN,NaN,NaN
3807.390097222223,-10.710814204615284,608.5902916666676,183.20135401779532,903.27875,119.87731777342015,-2369.453458333333,298.9312257617684,NaN,NaN,NaN,NaN
3973.975520833334,-15.859397350741673,388.70583333333343,194.960592547038,1257.241666666666,119.22747322047388,-2563.815798611111,310.36593308835637,NaN,NaN,NaN,NaN
4124.5498750000015,-19.174081517338376,270.4324166666663,203.11666873098213,1404.9458333333328,120.77433324381545,-2759.6303368055546,320.80073357564936,NaN,NaN,NaN,NaN
4251.397986111112,-20.38332823366351,710.0041666666666,182.09375109569208,1334.171666666667,111.04564469863104,-2988.7950694444457,335.3017294729328,NaN,NaN,NaN,NaN
4412.053086805555,-21.446851621187665,1375.6332500000021,162.84024232504888,1042.261125,112.15333667436937,-3202.5929895833324,348.5534517285794,NaN,NaN,NaN,NaN
4696.278284722222,-25.16470412210579,1835.7710000000006,146.1730928105737,196.35483333333173,156.48025284430886,-3434.83511111111,363.1629337504164,NaN,NaN,NaN,NaN
5036.829843749998,-29.30273516421961,2180.6166666666654,133.463412810072,-541.9139583333304,208.92103682873622,-3682.000694444445,381.0742309781638,NaN,NaN,NaN,NaN
5390.653361111109,-33.251823285343534,2102.866333333334,145.44067372223077,-587.2279999999996,225.34466641561318,-3922.8775555555544,397.40514310507405,NaN,NaN,NaN,NaN
5688.7669652777795,-39.22889482114997,1864.6014166666673,170.27715319409,-316.90849999999955,211.9760086621098,-4130.053885416667,410.4141212798518,NaN,NaN,NaN,NaN
5999.919999999999,-45.982140445833544,1680.7224166666674,198.39720487414814,-143.16991666666672,205.2722998368544,-4350.284895833334,417.93699371649774,NaN,NaN,NaN,NaN
6261.241899305554,-51.97845945159398,1848.7742083333333,215.2499400415767,-267.28112500000043,218.3098323042779,-4561.028965277778,427.0017736697046,NaN,NaN,NaN,NaN
6390.185486111112,-57.77132252862597,1935.2858333333334,232.50032154052064,-470.7466666666669,232.32232948497258,-4760.189930555557,435.11150613562967,NaN,NaN,NaN,NaN
6612.765461805558,-64.76004528919445,1836.5570416666665,225.95083155440764,-508.296875,233.87771736658377,-4937.433256944446,443.4078502110693,NaN,NaN,NaN,NaN
6840.291965277779,-71.68030338947668,1629.385416666666,213.33126001467144,-409.1867499999994,220.7053391124642,-5120.567708333334,453.0492317018847,NaN,NaN,NaN,NaN
7043.094864583333,-78.15372696093281,1458.4177083333338,203.77300202151454,-316.57720833333406,195.838446127326,-5334.919302083333,467.70922230494443,NaN,NaN,NaN,NaN
7310.419180555552,-85.38515572697641,1481.3748333333342,187.14642921079903,-287.84350000000086,176.96512381054202,-5580.7139166666675,483.5196722059823,NaN,NaN,NaN,NaN
7589.505590277779,-91.22139508111826,1894.1002083333333,161.81318883873112,-297.69083333333356,191.5111390217203,-5800.004548611112,500.79422539725937,NaN,NaN,NaN,NaN
7899.765979166667,-95.79907396568281,2273.0101666666665,145.11004446061864,-397.4193333333342,221.13748749599142,-6026.796645833333,519.209200774183,NaN,NaN,NaN,NaN
8164.074694444443,-98.05259781342444,2654.12325,155.62597052330358,-621.7374166666673,246.727434641956,-6235.23782638889,541.2897309278732,NaN,NaN,NaN,NaN
