rhca_hostChampionFitnessWin,rhca_parasiteChampionFitnessWin,rhcaPortfolio_hostChampionFitnessWin,rhcaPortfolio_parasiteChampionFitnessWin,rhca_hostChampionFitnessLose,rhca_parasiteChampionFitnessLose,rhcaPortfolio_hostChampionFitnessLose,rhcaPortfolio_parasiteChampionFitnessLose,rhca_hostChampionFitnessTie,rhca_parasiteChampionFitnessTie,rhcaPortfolio_hostChampionFitnessTie,rhcaPortfolio_parasiteChampionFitnessTie
0.0,0.0,4660.887500000001,30.285435902854168,-2361.9591666666684,282.8065274725276,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,4965.248749999999,25.93270760270276,-2580.057833333334,257.19909688644697,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,5310.436666666666,13.531551925458785,-3154.2306666666673,268.9796696741855,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,5839.69666666667,3.9333431773086964,-3771.4330833333365,286.228644235589,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,10402.863333333295,0.9986933569876513,-4012.4266666666636,315.624200540681,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,23139.393749999927,-21.106901414212857,-4439.702083333332,353.94281362177645,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,38864.04166666665,-45.91016355400322,-4852.091666666667,431.8326117733906,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,55394.44999999991,-62.73610956533448,-5078.461249999996,569.2785803313565,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,60000.0,-63.61023748395379,-5122.925,680.4618483052135,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity
0.0,0.0,60000.0,-63.61023748395376,-5122.925,680.4618483052135,0.0,0.0,Infinity,-Infinity,-Infinity,Infinity

