rhca_generations,rhcaPortfolio_generations
35.73076923076923,19.875
32.179326923076935,19.08586538461538
28.627884615384634,18.296730769230773
25.527307692307684,17.564326923076912
23.67653846153846,17.057692307692314
23.048557692307686,16.663942307692313
23.10673076923077,16.27673076923076
22.997692307692315,15.895769230769236
22.684615384615384,15.48538461538461
22.71855769230769,15.051634615384623
23.098076923076917,14.683653846153849
23.20788461538461,14.326538461538469
23.08692307692308,13.947307692307694
22.90644230769231,13.704903846153842
22.669999999999995,13.458653846153847
22.599519230769236,13.165865384615378
22.61961538461538,12.874230769230767
22.87807692307692,12.61423076923077
23.305384615384618,12.489999999999998
23.83692307692307,12.460673076923076
24.203846153846143,12.465384615384615
24.847307692307705,12.344711538461537
25.262307692307694,12.162499999999996
25.697019230769232,12.056249999999997
26.204230769230776,12.036153846153844
26.692307692307693,11.992788461538462
26.9976923076923,11.88519230769231
27.34067307692307,11.810192307692308
27.708076923076938,11.756923076923075
28.104134615384623,11.717307692307696
28.42307692307693,11.645192307692307
28.60490384615384,11.591538461538466
28.79307692307693,11.63269230769231
28.8564423076923,11.727403846153845
29.224038461538456,11.772692307692305
29.73076923076923,11.788942307692306
30.106923076923074,11.806538461538464
30.397980769230777,11.776826923076923
30.64826923076923,11.70807692307692
30.798653846153847,11.669711538461542
30.963461538461537,11.680769230769235
31.275865384615393,11.75769230769231
31.65903846153846,11.843461538461542
32.048461538461545,11.906346153846156
32.33153846153846,12.021923076923075
32.563461538461524,12.06778846153846
32.796346153846144,12.033653846153847
32.98865384615386,12.031153846153849
33.15384615384615,12.106538461538465
33.42278846153847,12.190480769230762
33.73557692307692,12.235576923076923
33.953942307692316,12.206826923076925
34.17230769230769,12.211153846153847
34.30442307692307,12.265000000000006
34.434230769230766,12.363461538461538
34.534615384615385,12.472596153846156
34.566923076923096,12.538846153846151
34.65269230769232,12.605384615384615
34.7648076923077,12.706923076923077
34.896730769230764,12.85913461538461
35.034615384615385,13.049999999999995
35.332307692307694,13.185480769230768
35.63,13.280769230769229
35.89471153846153,13.377115384615385
36.20615384615383,13.433076923076918
36.543269230769226,13.536057692307688
36.7201923076923,13.659999999999998
36.845865384615394,13.754230769230766
37.06807692307692,13.823846153846157
37.386442307692306,13.926923076923078
37.78173076923079,14.048076923076923
38.162788461538454,14.177980769230768
38.49192307692308,14.279230769230772
38.71192307692307,14.413846153846155
39.01461538461538,14.615192307692304
39.31009615384615,14.76201923076923
39.51846153846153,14.858461538461544
39.72009615384617,14.911923076923072
39.97807692307692,15.064038461538464
40.28865384615385,15.29375
40.64423076923075,15.498076923076932
40.94798076923079,15.684038461538462
41.27461538461538,15.813461538461533
41.72423076923077,15.990673076923072
42.228846153846135,16.229230769230767
42.73749999999999,16.483173076923077
43.258846153846164,16.791923076923073
43.75692307692308,17.066442307692306
44.29307692307692,17.430000000000003
44.923653846153826,17.877884615384623
45.73942307692305,18.50192307692308
46.79125,19.506057692307685
48.0696153846154,21.96423076923079
49.82423076923077,27.324230769230798
52.22653846153844,35.839615384615335
55.47259615384614,45.971634615384566
58.715384615384615,56.42499999999997
60.94855769230767,62.38855769230767
61.58653846153846,64.16346153846153
61.58653846153846,64.16346153846153

