rhcaRawWins,rhcaPortfolioWin,draw,rhcaCrystalWin,rhcaUnitWin,rhcaPortfolioCrystalWin,rhcaPortfolioUnitWin
100.0,4.0,0.0,56.0,44.0,2.0,2.0

