rhca_generations,oe_generations
81.07692307692308,4019.5096153846152
77.40432692307694,3412.6979807692314
73.73173076923078,2805.8863461538454
70.26644230769232,2222.156346153846
67.79384615384615,1812.996538461538
66.05576923076923,1641.138942307692
64.84096153846151,1573.5907692307699
63.523076923076935,1515.6802884615386
62.499615384615396,1473.3946153846152
61.54673076923079,1438.8321153846152
60.69807692307693,1429.0576923076917
59.51923076923076,1456.1622115384614
58.346923076923076,1458.3015384615378
57.76432692307692,1477.9690384615387
57.405961538461504,1470.6859615384622
57.1639423076923,1460.0552884615388
56.87846153846154,1419.3696153846156
56.35028846153846,1375.7259615384612
55.899230769230776,1354.8388461538464
55.50317307692309,1354.7874038461537
54.80192307692308,1360.584615384615
53.88576923076923,1371.9166346153845
53.360769230769236,1401.5953846153845
53.15682692307692,1401.5899038461544
53.18884615384614,1388.901538461538
53.15384615384615,1362.0600961538462
52.38576923076924,1356.0413461538467
51.462980769230754,1352.6055769230775
50.718076923076936,1364.0965384615386
50.30692307692308,1369.8735576923077
50.49903846153847,1371.1048076923073
50.72057692307691,1373.3752884615385
50.703461538461525,1380.5857692307695
50.64384615384616,1382.8093269230765
50.51038461538464,1381.0705769230772
50.419230769230765,1379.4173076923073
50.21730769230768,1378.521153846154
49.89769230769231,1395.926923076923
49.58596153846153,1419.8903846153853
49.54990384615386,1436.062980769231
49.74038461538458,1440.7153846153847
50.10778846153846,1436.3481730769224
50.3619230769231,1434.043076923077
50.50971153846152,1439.6348076923075
50.717307692307685,1449.4484615384613
51.150000000000006,1455.4322115384616
51.40903846153847,1460.6340384615385
51.874134615384605,1468.0648076923076
52.51153846153845,1478.3730769230763
53.019134615384615,1491.5642307692308
53.50480769230769,1503.6153846153845
53.949326923076924,1521.170961538462
54.55884615384615,1537.8823076923077
55.28432692307691,1552.3296153846154
55.742692307692295,1571.1051923076932
56.04663461538461,1594.8524038461542
56.07884615384617,1614.8115384615376
56.18673076923076,1632.4246153846154
56.26134615384615,1646.033269230769
56.520288461538456,1655.332692307692
56.95769230769235,1661.3673076923076
57.544326923076945,1674.2173076923077
58.00576923076925,1693.7001923076919
58.4180769230769,1715.1590384615388
59.02923076923078,1738.8200000000008
59.95480769230768,1762.507692307692
60.77038461538462,1792.2798076923077
61.34605769230768,1825.9427884615384
61.640769230769244,1863.1096153846156
61.93124999999999,1888.855769230769
62.346153846153825,1919.6451923076918
62.99115384615384,1951.2319230769228
63.724999999999994,1975.6153846153845
64.7258653846154,2004.8760576923075
65.78557692307692,2032.8330769230774
66.83173076923077,2054.814903846154
67.94076923076922,2084.540384615385
68.83269230769231,2119.7733653846153
69.8921153846154,2156.208076923077
71.02105769230769,2197.4315384615393
72.30384615384617,2236.9076923076927
73.95673076923082,2277.1994230769233
75.95019230769229,2319.341923076923
78.19576923076922,2351.2821153846153
80.11076923076925,2386.192307692308
81.53653846153846,2413.1899038461543
82.5678846153846,2445.1719230769236
83.46740384615379,2484.40201923077
85.168076923077,2529.3819230769227
87.31817307692307,2573.964423076923
91.0557692307692,2613.996153846155
97.15153846153845,2663.90826923077
106.50230769230771,2716.7834615384627
117.98548076923086,2778.135865384616
135.35076923076912,2870.17576923077
155.070673076923,2965.198557692308
171.40461538461537,3059.0042307692297
180.3141346153846,3108.5663461538456
181.77884615384616,3114.9134615384614
181.77884615384616,3114.9134615384614

