rhca_hostChampionFindGen,rhca_parasiteChampionFindGen,oe_championFindGen
81.0673076923077,81.03846153846153,1.7884615384615385
77.39394230769231,77.36971153846156,8.747019230769235
73.72057692307693,73.70096153846156,15.705576923076931
70.25451923076923,70.23951923076923,24.126346153846153
67.77999999999999,67.77692307692307,39.66307692307694
66.03653846153847,66.04615384615384,59.07019230769228
64.81499999999997,64.83711538461536,70.35269230769234
63.48798076923077,63.522692307692324,75.51
62.45307692307695,62.4973076923077,76.46538461538462
61.501057692307704,61.54105769230772,88.55173076923073
60.65384615384616,60.68750000000001,97.02211538461538
59.478653846153854,59.505288461538456,104.70663461538462
58.31500000000001,58.33192307692308,108.9384615384615
57.73615384615384,57.748076923076916,127.68663461538465
57.38057692307688,57.39269230769227,157.26269230769233
57.13942307692308,57.151923076923076,190.1461538461538
56.853076923076934,56.86692307692309,211.6753846153847
56.324134615384615,56.33923076923077,213.0931730769231
55.870961538461536,55.8873076923077,206.53500000000005
55.476538461538475,55.48826923076925,197.57990384615388
54.76923076923078,54.782692307692315,192.49230769230763
53.85048076923077,53.85980769230768,193.44961538461547
53.32076923076924,53.32807692307693,197.64403846153846
53.114134615384614,53.12605769230769,205.5293269230769
53.148846153846144,53.164615384615374,222.7199999999999
53.12019230769231,53.13701923076923,225.35576923076923
52.35807692307693,52.37365384615386,229.11192307692303
51.44105769230768,51.45076923076921,220.15673076923076
50.699615384615406,50.70884615384617,214.91884615384612
50.2910576923077,50.30096153846155,226.3704807692307
50.48846153846155,50.49519230769231,251.11346153846145
50.711249999999986,50.71884615384614,270.8786538461537
50.694615384615375,50.70115384615384,261.55461538461543
50.634423076923085,50.63846153846154,249.86538461538458
50.50269230769233,50.5019230769231,243.55711538461532
50.41442307692307,50.41057692307691,245.3682692307692
50.21538461538459,50.20923076923076,246.23192307692312
49.89769230769231,49.89019230769231,263.56576923076915
49.58596153846153,49.57749999999999,285.16153846153856
49.547403846153856,49.53846153846155,302.8811538461538
49.73269230769228,49.72692307692306,313.1865384615383
50.09346153846155,50.097500000000004,298.8721153846155
50.34442307692309,50.35865384615386,285.6148076923077
50.490192307692276,50.50798076923074,271.3775
50.69961538461538,50.71307692307691,267.7192307692308
51.13798076923077,51.143269230769235,276.396153846154
51.402307692307694,51.399807692307704,290.7680769230769
51.87230769230768,51.8666346153846,295.8460576923076
52.51153846153845,52.50499999999999,300.456153846154
53.019134615384615,53.01105769230769,292.2592307692308
53.50480769230769,53.49519230769231,290.84615384615387
53.949326923076924,53.93567307692308,286.6275
54.55884615384615,54.54115384615383,286.2361538461538
55.28432692307691,55.26759615384614,284.33855769230775
55.742692307692295,55.72999999999999,294.9519230769232
56.04663461538461,56.03798076923077,299.41009615384604
56.07884615384617,56.07423076923078,287.34115384615376
56.18673076923076,56.18374999999999,277.54028846153864
56.26134615384615,56.26,271.95596153846157
56.51923076923077,56.520288461538456,269.3184615384615
56.95384615384619,56.95769230769235,254.30384615384628
57.537403846153865,57.544326923076945,244.82365384615395
57.991730769230784,58.00576923076925,237.2973076923078
58.40124999999999,58.4180769230769,244.5276923076923
59.009230769230776,59.02769230769232,270.0657692307692
59.93269230769231,59.9514423076923,284.76923076923083
60.748269230769225,60.76519230769231,294.03634615384624
61.32346153846152,61.33903846153846,322.7826923076924
61.62000000000002,61.63192307692309,353.4796153846156
61.917596153846155,61.92269230769231,385.45096153846146
62.33942307692306,62.33942307692306,373.7115384615384
62.9875,62.98625,386.7765384615382
63.723461538461535,63.72192307692306,389.10615384615386
64.7258653846154,64.72269230769233,402.9480769230771
65.78557692307692,65.77980769230768,419.38115384615384
66.83173076923077,66.82211538461539,432.25240384615387
67.94076923076922,67.92730769230768,429.51115384615395
68.83269230769231,68.81538461538462,406.19894230769216
69.8921153846154,69.87480769230771,357.71653846153845
71.02105769230769,71.00759615384615,325.745
72.30384615384617,72.29423076923078,322.05961538461565
73.95673076923082,73.95096153846158,330.0849038461539
75.94692307692306,75.94749999999998,351.48115384615363
78.18778846153845,78.1926923076923,402.38115384615344
80.09461538461541,80.10615384615387,431.15846153846144
81.51586538461537,81.52980769230768,425.8326923076924
82.54384615384613,82.55692307692306,431.88711538461536
83.40567307692301,83.454423076923,430.7724038461538
85.00307692307697,85.15461538461545,449.82538461538473
87.05192307692309,87.30230769230769,461.0627884615382
89.96346153846149,91.04134615384613,422.47884615384595
92.26192307692305,97.13836538461535,378.756153846154
93.50038461538459,106.49384615384618,346.468076923077
93.95865384615387,117.98182692307704,320.11432692307693
92.60500000000005,135.3503846153845,293.8111538461542
90.53221153846158,155.070673076923,242.83798076923097
88.21000000000001,171.40115384615385,205.13230769230762
86.56942307692309,180.3067307692308,198.8659615384615
86.01923076923077,181.76923076923077,211.10576923076923
86.01923076923077,181.76923076923077,211.10576923076923

