rhca_hostChampionFitnessWin,rhca_parasiteChampionFitnessWin,oe_championFitnessWin,rhca_hostChampionFitnessLose,rhca_parasiteChampionFitnessLose,oe_championFitnessLose,rhca_hostChampionFitnessTie,rhca_parasiteChampionFitnessTie,oe_championFitnessTie
1040.3150326797386,49.55166549610967,2208.9423076923076,1216.0416666666665,56.3844986167042,2203.4313725490197,264.1666666666667,87.6470588235294,2320.0
981.3383725490194,50.39532266471234,1969.528846153846,1144.1723397435896,56.65485841967455,1984.2705882352946,233.33333333333334,64.8235294117647,1865.0
922.3617124183007,51.238979833315035,1730.1153846153845,1072.3030128205125,56.92521822264489,1765.1098039215688,202.5,42.0,1410.0
865.9829281045753,51.71239889977838,1516.4499999999996,978.7233653846155,57.507220184847064,1554.8568627450977,-260.75,90.13157894736842,1200.0
814.1124183006536,51.479734208072244,1449.7807692307692,851.9623846153846,57.27457375508121,1426.364705882353,-724.0,138.26315789473685,990.0
795.3838235294118,51.80446264555253,1471.3730769230767,726.143108974359,58.082070887013614,1392.9656862745098,-687.5,118.93927125506073,1407.5
779.9664052287579,51.65506781036384,1500.0899999999997,628.5564102564102,56.986060875456914,1385.3705882352938,-651.0,99.61538461538461,1825.0
763.8719150326798,51.10599876510714,1497.7011538461536,581.3319679487179,56.8691672846582,1377.522549019608,-1127.0000000000005,122.099358974359,1790.0
707.3443137254901,53.21492874362219,1512.3076923076926,554.1498461538463,59.70220009914428,1381.1294117647058,-1603.0,144.58333333333334,1755.0
624.7480392156864,56.14891391628898,1536.6269230769233,581.7619423076922,60.5982459971077,1377.364705882353,-1846.9166666666667,241.0285087719298,2150.0
593.5453594771242,59.28486059911418,1616.4326923076924,603.1567948717949,59.70147626038779,1393.8509803921568,-2090.8333333333335,337.4736842105263,2545.0
580.4103660130719,61.864807706622415,1648.5378846153847,668.5564999999999,59.168820407461524,1404.9317647058822,-3147.5,314.6578947368421,3690.0
610.3480522875816,63.44871860198882,1663.2776923076924,706.9251282051281,61.93665921398167,1438.718431372549,-4204.166666666667,291.8421052631579,4835.0
659.1359084967319,64.55595506229174,1716.6807692307693,662.0724358974361,68.86455141310492,1522.0543137254904,-4611.666666666667,279.4504643962848,5560.0
639.5021699346405,69.03117032965122,1857.6057692307695,488.31053846153793,77.93329276657047,1649.9874509803929,-5019.166666666668,267.05882352941177,6285.000000000005
558.4383333333334,76.20443354782945,1996.0009615384615,264.9566987179489,88.58584375944771,1808.2166666666667,-5620.233333333334,273.8151260504202,8658.0
492.86792156862737,84.80303738657437,2088.746923076923,143.08348717948724,95.95006654864395,1971.5905882352938,-6221.3,280.57142857142856,11031.0
555.6001437908496,88.80663909389277,2230.022884615385,117.67009615384607,99.57903522645573,2112.3178431372553,-5340.983333333334,340.4220779220779,10966.0
610.3312418300654,90.83149282514853,2440.6461538461535,-29.58628205128179,107.11423646524318,2228.2658823529414,-4460.666666666667,400.27272727272725,10901.0
679.3481633986922,90.24196213546698,2624.809038461538,-283.7311666666669,117.10263037869544,2205.550588235294,-3976.2833333333338,328.6613636363636,9786.0
735.1067973856206,87.18929632080793,2702.288461538461,-501.71064102564105,125.85214449214033,2144.3803921568624,-3491.9,257.05,8671.0
753.8916535947712,85.82082930375572,2743.348269230769,-560.6205641025641,132.06597734525508,2118.419803921569,-3514.45,361.9,8710.5
704.5981045751635,89.77544119825878,2890.7661538461525,-559.7848076923075,135.81681818278972,2144.6215686274504,-3537.0,466.75,8750.0
557.0862156862745,98.19029514978699,3062.0950000000007,-574.7538525641027,137.99172795992433,2148.7576470588233,-4135.916666666666,369.75,7695.0
357.6442875816999,111.46597715252288,3204.3315384615394,-565.5371794871799,139.73992122095208,2174.315294117647,-4734.833333333333,272.75,6640.0
179.75114379084968,121.71805823025812,3166.4423076923076,-606.1408653846156,143.14248532679278,2188.7892156862745,-4153.333333333333,281.02083333333337,6784.0
140.82183006535928,125.03340875606624,3084.2684615384615,-623.917423076923,147.19391705115396,2217.1713725490195,-3571.8333333333335,289.2916666666667,6928.0
62.39254248365964,132.90348031217326,3156.0071153846147,-701.4061089743595,150.29192097680152,2332.301568627451,-2264.75,230.0625,5843.0
-19.737228758169895,142.46253091314986,3308.206923076925,-877.7948974358983,157.27230831098137,2434.3537254901958,-957.6666666666696,170.83333333333331,4758.0
-100.3605490196075,153.72130402230076,3507.2909615384615,-1060.159698717949,165.73736596273602,2546.191960784314,-1776.3333333333305,163.83771929824564,4781.5
-144.14058823529436,162.0999486500805,3711.2115384615386,-1161.7642307692308,171.56998520502069,2642.86862745098,-2595.0,156.8421052631579,4805.0
-150.06384967320275,166.01110801389027,3854.0638461538465,-1322.5824294871793,180.05819997407096,2737.1935294117648,-6948.833333333333,368.89724310776944,8477.5
-149.9336470588234,166.2521674611725,4028.114615384616,-1545.6733076923078,194.99394543928477,2799.890980392157,-11302.666666666666,580.952380952381,12150.0
-162.46866013071858,165.2917151846993,4153.698461538462,-1753.7416602564101,213.95736409693416,2815.799803921568,-11208.333333333332,692.3095238095239,12837.5
-109.16213071895423,161.05918521937323,4298.188461538462,-1936.2479358974363,227.3839853188107,2850.4521568627447,-11114.0,803.6666666666666,13525.0
-48.5624509803923,156.2170980966331,4455.3,-2050.0060256410256,237.00331242780413,2904.935294117647,-10443.5,705.5238095238095,13660.0
-17.374326797385645,150.98776003856798,4608.876153846156,-2074.901564102564,242.0731589612122,2876.8839215686276,-9773.0,607.3809523809524,13795.0
4.5519738562090835,152.29189379322176,4800.219615384615,-2117.027833333333,247.79334349310707,2877.8384313725487,-10598.166666666668,688.8467261904761,13885.0
17.52005228758186,156.1244581003788,4986.002692307691,-2142.9606282051277,251.56244065906574,2939.6705882352953,-11423.333333333334,770.3125,13975.0
-39.089980392157,163.83159812966412,5171.043846153845,-2256.844628205128,256.9891213136397,3005.6194117647065,-10557.25,661.8229166666667,14125.0
-132.10339869281069,168.54611366941765,5343.4,-2370.0210256410264,261.7541717871544,3036.8078431372546,-9691.166666666666,553.3333333333334,14275.0
-123.56153594771263,168.91619227706875,5435.566346153844,-2483.5109102564097,263.6022212867276,3070.8939215686287,-10601.916666666666,719.3452380952381,14275.0
-48.59015686274482,164.1941274052758,5583.046153846153,-2529.0826666666662,266.3769918493068,3065.9458823529408,-11512.666666666666,885.3571428571429,14275.0
49.21398692810478,161.71652339550099,5733.86653846154,-2592.739564102564,272.77317872878695,3037.9309803921565,-11436.25,800.7668067226891,14275.0
112.14081045751617,164.97334525784,5961.846153846154,-2675.651128205129,280.4739839454498,3033.742745098038,-11359.833333333334,716.1764705882352,14275.0
92.25584967320256,167.70538259850116,6138.151923076924,-2826.5332692307707,291.2589264368087,3085.4196078431364,-11431.166666666668,715.2941176470588,14275.0
23.171620915032484,167.98623162395242,6241.3538461538465,-3040.9414615384617,301.7295453937546,3139.270980392158,-11502.5,714.4117647058823,14275.0
30.56530065359496,163.62269962212335,6315.083076923077,-3176.1155256410257,305.78497578178155,3125.703137254902,-11688.833333333332,740.4411764705883,14125.0
159.2454901960777,155.55650229717028,6407.78076923077,-3379.634307692306,305.91250838655003,2994.8949019607844,-11875.166666666666,766.4705882352941,13975.0
365.8977124183003,152.25873405821065,6631.054423076922,-3579.711025641025,309.2302847389374,2884.9445098039214,-11812.416666666666,733.0964052287582,14125.0
579.1176470588232,151.68259073036324,6882.759615384615,-3776.464102564103,314.3899982293285,2781.774509803922,-11749.666666666666,699.7222222222222,14275.0
813.192758169935,149.26311496515865,7097.675192307692,-3918.10882051282,321.8504698142809,2684.318235294117,-11087.25,703.8316993464052,14125.0
1044.0757908496741,145.70836951336753,7274.602307692309,-4048.826128205129,328.06727199621304,2584.674509803921,-10424.833333333334,707.9411764705883,13975.0
1270.7554379084972,139.28025781952388,7352.928269230771,-4225.6407500000005,337.4467574719798,2417.105686274509,-10032.25,631.0539215686274,14565.0
1527.8544575163419,139.46571513868867,7433.670384615383,-4450.5318461538445,351.4684798824192,2348.383529411764,-9639.666666666666,554.1666666666666,15155.0
1753.1399673202627,141.07135635800006,7492.0961538461515,-4626.918878205131,366.65831376872416,2293.072549019608,-10882.333333333341,696.3888888888898,15155.0
1878.8308235294105,143.68697757528798,7601.276923076924,-4726.279051282051,372.1052721983356,2213.0203921568623,-12124.999999999998,838.6111111111105,15155.0
1922.5567843137258,144.27019051665405,7683.238653846154,-4772.855121794872,372.91422232077434,1984.7033333333338,-11944.916666666668,754.568713450293,15155.0
1940.641647058822,142.70287025817382,7758.338461538461,-4735.887756410258,370.6495939979582,1755.1313725490206,-11764.833333333336,670.5263157894742,15155.0
2133.31748366013,134.84074425420593,7795.435961538465,-4747.091397435898,374.999488299377,1542.454117647059,-11881.5,646.6381578947369,15155.0
2353.232156862744,124.06331216799528,7892.749999999999,-4768.838846153847,385.9491224311804,1311.6588235294118,-11998.166666666666,622.75,15155.0
