rhca_generations,oe_generations
101.6826923076923,3695.8846153846152
99.3657692307692,3114.9797115384604
97.0488461538462,2534.074807692308
94.88076923076922,1992.4201923076923
93.92307692307689,1686.805384615384
94.16250000000004,1611.4730769230773
93.75923076923075,1575.6617307692306
92.03173076923076,1538.5759615384618
91.60692307692308,1498.9296153846153
90.89778846153845,1479.0195192307692
90.66923076923078,1442.5778846153844
91.26586538461538,1404.5080769230772
91.18230769230772,1369.5623076923075
90.92336538461535,1334.3375961538466
92.47461538461539,1315.063461538462
94.43317307692307,1296.2096153846155
96.53769230769231,1293.6138461538462
97.96471153846156,1324.8409615384617
99.4807692307692,1359.144999999999
100.66375000000004,1357.7652884615386
101.8076923076923,1355.926923076923
102.93298076923078,1353.1839423076926
104.40230769230764,1359.809423076923
106.00596153846153,1375.230673076923
108.10115384615389,1375.7476923076918
110.14663461538461,1370.7620192307693
111.26346153846154,1349.283846153846
112.8525961538462,1336.3001923076927
114.16846153846151,1350.3196153846147
115.4630769230769,1370.5524038461538
116.58846153846152,1393.9634615384618
117.20798076923077,1412.5204807692312
118.5565384615384,1436.6157692307681
119.95971153846162,1447.1900000000003
121.86749999999998,1454.8005769230767
123.79230769230767,1457.236057692308
125.39384615384614,1454.3526923076925
127.26874999999997,1454.4490384615385
128.83365384615385,1466.438269230769
130.3725961538462,1490.9951923076917
131.4403846153846,1518.2096153846153
132.19451923076923,1538.562884615384
132.63769230769236,1556.3594230769227
133.1286538461538,1568.809134615385
133.70230769230773,1575.933461538461
134.3408653846154,1576.9475961538462
135.2251923076923,1575.481153846154
136.14461538461535,1575.4026923076924
137.03884615384612,1584.3965384615387
137.59721153846152,1587.4594230769233
138.20673076923077,1590.375
139.15913461538463,1606.137307692308
140.0819230769231,1626.3292307692302
140.96625000000006,1653.0754807692304
141.69096153846152,1677.268461538462
142.44038461538454,1696.9375000000002
143.48038461538457,1711.6211538461534
144.9901923076923,1721.5312500000002
146.2086538461538,1734.0873076923076
147.36201923076922,1747.6409615384614
148.32499999999993,1753.8980769230768
149.37288461538458,1762.295673076922
150.23711538461538,1778.1219230769225
151.0946153846154,1798.1625961538468
151.92846153846153,1815.0930769230774
152.43221153846156,1830.8466346153857
152.96923076923076,1844.7328846153848
153.5132692307691,1857.4337500000004
154.0476923076923,1875.6626923076926
155.17125000000004,1897.0249038461532
156.51153846153846,1922.1278846153846
157.43490384615382,1943.2297115384613
158.40846153846152,1969.4649999999988
159.81461538461537,2005.349230769231
161.33788461538458,2047.9773076923075
163.42307692307693,2093.0625
166.14461538461535,2131.9996153846155
168.4927884615385,2167.9998076923075
170.72942307692307,2205.377692307693
172.56798076923081,2244.9349038461523
174.61153846153852,2291.598076923077
176.3832692307692,2333.506730769231
178.17711538461546,2386.477692307692
180.03769230769234,2439.571153846153
181.58576923076922,2485.6676923076916
183.3653846153846,2530.8024038461535
185.5965384615386,2577.084615384614
187.73326923076908,2638.6173076923073
190.15846153846172,2707.5357692307684
192.6752884615385,2784.8067307692304
195.70096153846154,2872.4548076923083
199.4975000000001,2997.3327884615383
204.93307692307704,3149.3846153846166
213.0576923076924,3339.083076923077
226.48846153846145,3664.487884615381
242.31490384615378,4073.0533653846132
257.07807692307694,4488.278076923076
265.71048076923074,4738.628846153846
267.3173076923077,4762.4807692307695
267.3173076923077,4762.4807692307695

