rhca_generations,oe_generations
19.5,993.1442307692307
19.106442307692305,851.2751923076922
18.712884615384613,709.4061538461533
18.313557692307686,569.4971153846153
17.721923076923083,465.99538461538464
17.10432692307692,426.5812499999999
16.629230769230766,415.8690384615384
16.301826923076923,413.1778846153845
16.06615384615384,414.5688461538461
15.828461538461543,409.694230769231
15.484615384615392,396.643269230769
15.126250000000006,378.52567307692306
14.724999999999998,357.15500000000003
14.455673076923082,339.4126923076922
14.179230769230774,329.38211538461553
14.014903846153844,329.4341346153845
13.81230769230769,335.7176923076922
13.637788461538465,343.2563461538461
13.477692307692305,346.7813461538462
13.340576923076926,343.6432692307692
13.159615384615384,336.4538461538462
13.060192307692306,328.9276923076922
12.960384615384616,324.78749999999997
12.926634615384605,321.61230769230775
12.920000000000007,321.2430769230769
12.754807692307692,323.8076923076923
12.655192307692309,325.889423076923
12.536346153846154,323.5377884615385
12.461923076923082,323.24615384615385
12.530865384615392,322.49596153846153
12.533653846153843,325.0153846153845
12.545096153846147,324.270673076923
12.499999999999998,322.78653846153844
12.354230769230766,322.52903846153833
12.272884615384612,323.835576923077
12.251923076923074,326.3514423076923
12.27423076923077,332.2496153846154
12.410961538461539,336.794423076923
12.534615384615384,340.8926923076924
12.640480769230766,348.72451923076926
12.688461538461533,355.30192307692295
12.715000000000002,357.6848076923077
12.786730769230768,363.0980769230768
12.857596153846156,367.4604807692309
12.916538461538465,371.7480769230767
13.055288461538465,376.69663461538454
13.163461538461537,382.1157692307692
13.255480769230767,386.85865384615374
13.319615384615386,390.64346153846157
13.28230769230769,392.42711538461543
13.221153846153847,394.02884615384613
13.269999999999994,396.51134615384615
13.354230769230766,398.6311538461538
13.54836538461538,399.06067307692325
13.731346153846154,399.03999999999996
13.860096153846152,400.00144230769234
13.929615384615381,402.1519230769231
14.015288461538468,406.0278846153847
14.08173076923077,410.851346153846
14.181346153846157,416.98509615384626
14.300000000000002,422.9192307692309
14.388653846153849,427.1079807692304
14.446346153846163,430.10288461538454
14.501826923076917,430.62576923076927
14.556923076923074,431.01538461538473
14.733173076923073,432.7399038461539
14.935192307692311,435.3446153846154
15.151057692307695,438.2815384615382
15.320000000000004,441.3373076923078
15.375865384615382,444.6391346153845
15.472115384615384,450.27980769230766
15.575961538461543,458.07730769230784
15.677307692307691,465.00346153846135
15.767692307692304,470.4121153846153
15.904615384615385,473.0490384615383
16.1875,473.55528846153845
16.45,475.67384615384606
16.73730769230769,478.24413461538484
16.985769230769236,481.63634615384586
17.100673076923076,485.75528846153844
17.27884615384615,491.93846153846164
17.39682692307692,496.66221153846163
17.589999999999996,499.99038461538464
17.884134615384617,502.0384615384615
18.21653846153846,505.696923076923
18.526923076923072,511.1269230769231
18.842307692307696,517.9542307692308
19.133461538461543,525.7825961538464
19.41423076923076,532.0649999999997
19.824903846153852,538.1376923076921
20.317307692307697,543.6230769230771
21.403653846153837,549.6717307692309
23.878461538461558,555.9934615384616
28.271826923076944,564.6709615384616
34.904615384615376,574.6936538461537
42.893269230769185,583.5687499999999
49.95076923076923,590.813846153846
52.940769230769234,593.2519230769232
53.15384615384615,593.4038461538462
53.15384615384615,593.4038461538462

