rhca_hostChampionFitnessWin,rhca_parasiteChampionFitnessWin,oe_championFitnessWin,rhca_hostChampionFitnessLose,rhca_parasiteChampionFitnessLose,oe_championFitnessLose,rhca_hostChampionFitnessTie,rhca_parasiteChampionFitnessTie,oe_championFitnessTie
245.41666666666666,114.125,2195.7843137254904,238.1084967320262,97.4799904928733,2185.0,NaN,NaN,NaN
84.17000000000004,114.03111111111113,1984.579411764706,220.7895163398693,96.70766247625784,1937.4499999999998,NaN,NaN,NaN
-77.07666666666665,113.93722222222223,1773.3745098039224,203.47053594771245,95.93533445964259,1689.9,NaN,NaN,NaN
-238.3233333333333,113.84333333333333,1566.3494117647058,183.67254901960783,95.33283421936615,1442.3500000000001,NaN,NaN,NaN
-363.46000000000004,111.53277777777778,1438.9333333333332,125.87475816993468,95.35538577180824,1313.9,NaN,NaN,NaN
-440.45000000000005,106.26666666666667,1432.560294117647,21.64964052287577,97.74873083939102,1344.25,NaN,NaN,NaN
-333.3750000000001,100.61371345029241,1481.9645098039216,-104.86777777777772,101.08771739841448,1483.8,NaN,NaN,NaN
-160.56249999999991,94.82260233918129,1547.3971568627449,-220.04275816993473,106.11406784539555,1662.3500000000001,NaN,NaN,NaN
-106.73000000000005,92.52101503759398,1633.2352941176473,-306.4089281045752,111.60224489975275,1684.9,NaN,NaN,NaN
-72.72750000000002,90.80101503759398,1760.7693137254903,-396.54715686274494,117.90021141640197,1681.45,NaN,NaN,NaN
-38.72500000000002,89.08101503759399,1911.6009803921568,-494.90885620915043,124.78966447414886,1678.0,NaN,NaN,NaN
-25.62083333333328,86.60507518796993,2050.5660784313727,-604.6021274509802,132.89448458140194,1611.8000000000002,NaN,NaN,NaN
25.96666666666664,81.99257518796992,2185.512156862745,-722.417411764706,143.18348587208263,1495.6000000000001,NaN,NaN,NaN
77.55416666666667,77.38007518796994,2323.9950000000003,-851.0665784313725,153.08881967792448,1379.3999999999999,NaN,NaN,NaN
129.14166666666674,72.76757518796992,2457.2684313725495,-976.753823529412,162.12055001409564,1263.1999999999998,NaN,NaN,NaN
232.82583333333343,88.12378947368423,2598.552941176471,-1095.1456209150329,169.5991549808614,1206.5,NaN,NaN,NaN
350.5986666666669,111.30827894736845,2727.484705882353,-1179.8076862745097,173.43639454818364,1212.8000000000002,NaN,NaN,NaN
