rhca_hostChampionFindGen,rhca_parasiteChampionFindGen,oe_championFindGen
19.490384615384617,19.5,2.394230769230769
19.099134615384614,19.106442307692305,4.085769230769231
18.70788461538461,18.712884615384613,5.777307692307693
18.310865384615376,18.313557692307686,7.566153846153851
17.71961538461539,17.721923076923083,10.907692307692306
17.09711538461538,17.10432692307692,16.953846153846158
16.616730769230767,16.629230769230766,23.74807692307693
16.28596153846154,16.301826923076923,30.463749999999997
16.04846153846153,16.06615384615384,33.81807692307691
15.813365384615386,15.828461538461543,30.905673076923083
15.472115384615394,15.484615384615392,28.688461538461546
15.115000000000006,15.124423076923081,26.331826923076925
14.718846153846151,14.720384615384614,28.134999999999998
14.452211538461542,14.445480769230773,34.49057692307694
14.178461538461542,14.163461538461544,42.557307692307695
14.014903846153844,13.996634615384611,50.72740384615387
13.809615384615382,13.796923076923074,59.46846153846154
13.631923076923082,13.626250000000006,65.04038461538461
13.468653846153842,13.467884615384612,67.4725
13.333557692307695,13.33269230769231,69.34307692307694
13.155769230769229,13.153846153846152,67.73076923076924
13.05951923076923,13.054615384615385,64.86317307692306
12.957884615384616,12.95346153846154,63.887884615384635
12.920961538461528,12.916634615384604,64.67653846153846
12.911153846153853,12.905384615384621,69.86269230769231
12.747596153846153,12.735576923076923,76.5625
12.651153846153846,12.640576923076923,86.30192307692303
12.535480769230768,12.526346153846152,89.82865384615386
12.461923076923082,12.456538461538468,89.75307692307693
12.530865384615392,12.528942307692315,82.92432692307692
12.533653846153843,12.533653846153843,78.93942307692308
12.54317307692307,12.545096153846147,76.54442307692307
12.496153846153845,12.499999999999998,75.01307692307691
12.346153846153841,12.354230769230766,73.66826923076923
12.260192307692305,12.272884615384612,71.77519230769235
12.233173076923073,12.251442307692304,71.71490384615383
12.252307692307692,12.268846153846157,73.64153846153843
12.389230769230767,12.39875,77.3141346153846
12.512307692307692,12.515576923076923,77.83019230769229
12.621634615384611,12.614615384615385,78.16509615384618
12.669230769230767,12.663461538461537,78.10192307692307
12.691923076923077,12.696826923076925,77.36711538461536
12.76230769230769,12.775384615384613,75.40384615384613
12.835192307692308,12.85269230769231,75.91788461538461
12.900769230769235,12.914615384615388,78.68153846153844
13.046153846153853,13.055288461538465,79.98942307692309
13.16057692307692,13.161730769230767,82.23480769230773
13.253846153846151,13.25057692307692,83.96124999999998
13.315384615384614,13.31153846153846,84.98153846153846
13.275384615384612,13.27432692307692,85.71576923076924
13.211538461538462,13.216346153846153,86.99038461538461
13.263076923076918,13.266057692307688,87.8598076923077
13.349999999999998,13.349615384615381,89.14615384615385
13.544423076923074,13.539038461538459,89.94500000000001
13.72653846153846,13.716923076923077,91.62134615384615
13.852884615384614,13.842307692307692,90.65288461538465
13.918076923076917,13.909230769230767,89.16461538461542
14.004230769230777,13.99711538461539,89.45923076923076
14.071153846153846,14.06442307692308,89.15499999999999
14.171250000000004,14.166346153846156,86.63673076923078
14.290384615384617,14.286538461538466,81.65384615384617
14.37903846153847,14.380288461538466,81.9380769230769
14.43673076923078,14.440000000000007,85.58173076923075
14.492211538461532,14.495673076923072,92.55759615384615
14.545384615384613,14.548076923076923,93.89153846153843
14.718749999999996,14.725480769230765,88.30432692307689
14.918269230769235,14.930192307692312,83.08288461538459
15.132596153846155,15.147884615384616,78.3689423076923
15.303846153846159,15.316538461538464,76.22769230769235
15.36201923076923,15.369711538461537,81.38913461538459
15.462499999999999,15.460576923076921,88.85961538461538
15.565961538461542,15.5623076923077,93.42749999999995
15.665000000000001,15.663461538461537,94.59576923076924
15.75307692307692,15.756923076923075,92.9993269230769
15.889999999999999,15.899230769230769,96.12903846153846
16.173076923076923,16.185096153846153,100.07211538461539
16.437692307692306,16.45,101.65153846153845
16.72432692307692,16.73730769230769,99.67951923076923
16.967500000000005,16.985769230769236,98.64923076923075
17.077115384615386,17.098365384615384,98.39355769230771
17.255769230769225,17.27115384615384,98.78846153846158
17.374519230769227,17.38134615384615,98.62644230769232
17.569038461538454,17.566730769230762,96.4619230769231
17.862596153846155,17.86,96.46596153846151
18.191538461538457,18.191153846153842,101.4646153846154
18.501923076923077,18.50432692307692,106.81923076923076
18.82192307692308,18.8225,109.85096153846156
19.11865384615385,19.116442307692314,105.70480769230772
19.40115384615384,19.402307692307684,102.37576923076918
19.807019230769235,19.817980769230775,96.59740384615381
20.20576923076923,20.313461538461542,93.9423076923077
20.581153846153846,21.402115384615378,91.95865384615382
20.712307692307693,23.878461538461558,90.34346153846158
20.552500000000002,28.271826923076944,90.95076923076921
19.913846153846148,34.904615384615376,83.68480769230769
19.083653846153847,42.893269230769185,74.58750000000005
18.37846153846154,49.95076923076923,65.80615384615388
17.9975,52.940769230769234,63.04269230769232
18.0,53.15384615384615,62.68269230769231
18.0,53.15384615384615,62.68269230769231

