rhca_hostChampionFitness,rhca_parasiteChampionFitness,oe_championFitness
1032.6875000000002,49.898460688336705,2174.0865384615386
920.2862980769229,51.59146545451303,1924.7480769230774
807.885096153846,53.2844702206894,1675.4096153846158
734.509394230769,53.679429015028845,1474.5187499999995
688.2515384615381,53.93407180421918,1403.275
625.6264583333331,56.492557251298194,1432.8701923076924
563.2117884615388,59.14456326764629,1473.520769230769
494.1240064102562,61.75497905419569,1518.7113461538465
412.70496153846136,65.13939316121117,1571.3942307692305
358.5206249999999,67.19148473810263,1633.9879807692314
296.29025641025635,70.66037401859191,1731.775
151.50621153846146,78.61025396103638,1872.9104807692308
-7.8572307692306635,86.67463018412346,2023.057692307692
-190.85793589743602,96.17724654039043,2201.5729807692305
-358.1126346153848,105.36880232366813,2400.7988461538453
-499.19516025641013,113.91758885846201,2564.5245192307684
-646.9061794871798,124.64141110041416,2759.4080769230777
-796.3868717948716,133.8357149713259,2977.652115384616
-891.2222179487183,141.66633865705728,3143.978653846154
-1074.3946955128201,148.69675427484486,3294.9309615384605
-1266.3632692307694,155.85790536662597,3424.646153846154
-1370.6145288461535,161.22140057946547,3506.843461538461
-1396.9676794871798,163.84889456199454,3580.926346153847
-1462.9793397435894,166.21050727089343,3719.100576923078
-1593.0000000000002,171.9163243197607,3905.3146153846146
-1761.6723557692299,179.74804198910695,4096.024038461538
-1794.4534871794863,188.98331173627074,4287.683653846152
-1814.3100512820504,199.75347211071136,4334.815288461537
-1775.0960384615378,203.19668398337495,4350.710384615386
-1765.4819166666675,204.58528331997243,4396.527211538464
-1737.5323076923078,206.69902139993786,4511.163461538462
-1632.0713750000004,212.28103164098613,4641.134038461539
-1603.2702051282045,220.60171364192158,4700.346538461539
-1686.6517692307693,228.22017798532278,4705.347115384614
-1785.0325448717954,229.19368845006844,4703.971730769232
-1892.841923076923,228.71581390146486,4800.136057692306
-2066.1531666666665,234.0694331097845,4907.550384615386
-2210.6554294871803,240.7751629889905,5084.872596153848
-2413.28064102564,253.31586538667415,5325.8515384615375
-2721.712445512821,268.8944079454325,5605.081923076923
-2991.4144871794892,286.7976052391661,5837.584615384613
-3225.838974358974,304.2646271659733,6011.339326923075
-3310.4034551282043,312.42101980392755,6136.903461538463
-3302.8755160256414,318.03345844450115,6208.270865384616
-3309.861243589742,325.39243151183405,6276.215000000002
-3367.0513782051275,329.18675774378204,6260.186057692308
-3451.358435897436,332.5677416377913,6243.798076923077
-3493.4522435897434,331.9388851839619,6333.89096153846
-3551.74,332.44677754658017,6506.464230769231
-3641.29467948718,337.4184750152826,6717.766923076924
-3707.34935897436,343.9232643456116,6948.201923076923
-3771.334942307692,349.23266018605597,7149.133461538461
-3831.8328076923094,353.63958171610506,7283.59807692308
-3888.4052596153856,358.0709259600578,7351.058557692309
-3890.5189487179496,363.16496353043283,7391.552115384615
-3941.822900641026,367.04611067516373,7492.8302884615405
-3951.7152051282046,371.86148426997437,7694.950384615386
-3990.9359070512805,377.18202540626277,7755.372019230771
-4066.3730128205125,388.0019515151443,7740.76846153846
-4106.872307692304,395.2797786136749,7698.205480769231
-4140.713525641025,397.74958842318506,7691.59423076923
-4277.992532051281,398.4943107192496,7740.908173076921
-4436.175576923078,398.70246487091856,7838.281153846152
-4549.612749999999,400.8760837696087,7968.597788461541
-4602.63773076923,402.15289715541974,8090.152692307695
-4669.665993589744,405.8884295896678,8161.13653846154
-4791.880788461539,413.37595209897853,8247.576346153843
-4917.49212179487,422.58828605661085,8336.542403846153
-4981.472666666666,431.05068136890037,8354.164615384616
-5028.546605769231,434.9311436572729,8327.302884615381
-5014.811698717949,440.59961842492555,8301.584615384616
-4922.594262820517,442.6713656412725,8329.026153846155
-4884.024410256409,446.06019244402074,8392.948846153848
-4924.943679487181,448.29010794326445,8464.79115384615
-5004.142128205126,454.0072122385234,8582.28
-5051.023958333337,458.2778352789313,8643.45673076923
-5070.234192307691,463.67793750681864,8680.112692307695
-5146.298493589746,469.0226161651023,8733.212596153842
-5181.132474358974,469.27855248693555,8840.780384615387
-5174.280615384614,474.4005875185678,8917.17461538461
-5179.8215384615405,482.17642248796517,8948.68076923077
-5261.651147435898,494.01549960070287,8955.52182692308
-5352.053448717949,500.3043358062405,8942.81076923077
-5390.88811538462,502.39612482582675,8927.417019230768
-5394.255243589744,499.44154774052106,8911.39923076923
-5445.1224999999995,500.673677096278,8958.516346153845
-5562.455942307692,503.6684733167646,9101.528076923072
-5620.33110897436,507.68067502983973,9264.274711538463
-5617.854769230767,513.6157392740183,9416.855
-5559.906157051282,524.1009845905808,9560.226346153846
-5515.032403846154,529.977846149314,9918.27596153846
-5370.604669871797,534.9260879622414,10489.608942307688
-4969.2642692307645,549.1706272560564,11595.154230769238
-3951.9544583333286,573.666856554483,13445.723076923097
-1997.916608974373,623.8210323345772,16424.779807692285
193.55453525638748,732.641314729414,20488.07548076921
3037.8583589743557,858.1931887581221,23822.911538461536
5081.170012820508,942.4187708084137,25253.062980769235
5859.61762820513,949.1360504441037,25067.673076923078
5859.61762820513,949.1360504441037,25067.673076923078

