rhca_hostChampionFitnessWin,rhca_parasiteChampionFitnessWin,oe_championFitnessWin,rhca_hostChampionFitnessLose,rhca_parasiteChampionFitnessLose,oe_championFitnessLose,rhca_hostChampionFitnessTie,rhca_parasiteChampionFitnessTie,oe_championFitnessTie
1041.2361111111113,46.33457491831444,2164.3939393939395,1023.0959595959595,51.43642887025435,2187.0833333333335,1195.3333333333333,63.29545454545455,2260.0
902.5322407407407,49.274312001534895,1928.566666666667,936.0547626262627,51.79495031316133,1930.997222222222,719.5,86.58522727272727,1686.25
763.8283703703705,52.214049084755366,1692.7393939393937,849.0135656565657,52.15347175606826,1674.9111111111113,243.66666666666669,109.875,1112.5
666.4546481481483,55.86409236129158,1475.4333333333338,766.1443383838384,51.44395190077641,1478.023611111111,915.5416666666666,88.12623355263158,1381.25
651.5517407407408,58.56040916628073,1378.2054545454546,681.0221818181815,51.03354247639641,1435.528888888889,1587.4166666666665,66.37746710526315,1650.0
637.9415277777775,61.42539254834907,1402.5143939393938,584.3776262626261,53.81154747071148,1481.1819444444445,1765.1666666666665,56.17484466374269,1565.0
592.4193703703703,64.08387328872756,1445.1051515151512,505.47114141414147,56.84955601509966,1525.2561111111113,1942.9166666666667,45.97222222222222,1480.0
521.6752592592593,65.53091122726177,1496.1004545454546,459.3662222222223,59.68319227226586,1588.8430555555556,1145.2083333333326,62.157163742690074,1002.4999999999997
462.5337037037036,67.56546134361666,1558.993939393939,387.50155555555546,63.416001058627984,1652.2611111111112,347.5,78.34210526315789,525.0
449.3163240740741,69.29445688095625,1624.4853030303027,313.66046464646473,65.67740457409629,1693.0199999999995,204.58333333333326,79.30263157894737,885.0
435.71796296296293,72.12768150209726,1751.1212121212122,227.3485858585858,69.56903103134215,1723.3500000000001,61.66666666666663,80.26315789473684,1245.0
348.5791759259259,76.75805623629192,1938.365909090909,65.46155050505048,78.84051993211192,1774.737222222222,-556.3333333333334,104.35103596094308,1480.0
263.33470370370367,80.01568500395142,2127.440606060605,-120.4323434343433,89.04119774170145,1848.8033333333333,-1174.3333333333333,128.43891402714934,1715.0
198.28643518518504,79.94709125654222,2276.251666666667,-328.64955050505057,99.5500459955936,1909.0549999999998,-2648.3333333333335,277.0176596279538,5002.5
86.17681481481445,82.83152512452288,2455.013333333333,-486.3850404040405,107.95799585941137,1974.2277777777786,-4122.333333333334,425.5964052287582,8290.0
-129.1591203703702,92.98995055188055,2646.5159090909087,-590.5654292929289,115.09385782096348,2105.6388888888887,-4144.625,451.7982026143791,8118.75
-291.43411111111095,106.29572608185367,2875.1824242424245,-734.1330505050505,123.94031235600505,2258.927777777777,-4166.916666666667,478.0,7947.5
-368.20530555555547,120.17272703657783,3080.830454545455,-919.9900555555557,130.06010631870342,2504.61138888889,-4424.75,504.36458333333337,8087.5
