"winnerIndex","seed","turns","crystalWin","unitWin","co_generations","co_championHostFindGen","co_championHostFitnesses","co_championParasiteFindGen","co_championParasiteFitnesses","oe_generations","oe_championHostFindGen","oe_championFitnesses"
"","","","","","41.0","41.0","-3869.1666666666665","41.0","431.77777777777777","595.0","27.0","10230.0"
"","","","","","81.0","2.0","60000.0","81.0","265.04545454545456","960.0","19.0","6231.0"
"","","","","","","","","","","3462.0","1.0","-60000.0"
"1","1332774413464","25","True","False","29.0","29.0","787.5","29.0","41.71875","1360.0","1.0","2260.0"
"","","","","","24.0","24.0","-347.3333333333333","24.0","64.73684210526316","714.0","22.0","540.0"
"","","","","","18.0","18.0","75.0","18.0","53.6","474.0","5.0","2025.0"
"","","","","","21.0","21.0","244.5","21.0","90.8","44.0","9.0","1230.0"
"","","","","","22.0","22.0","506.0","22.0","71.89655172413794","343.0","19.0","1440.0"
"","","","","","20.0","20.0","-718.3333333333334","20.0","51.92307692307692","346.0","7.0","2800.0"
"","","","","","36.0","36.0","-2881.3333333333335","36.0","139.77272727272728","65.0","19.0","2555.0"
"","","","","","15.0","15.0","-1836.1666666666667","15.0","146.47058823529412","304.0","226.0","3075.0"
"","","","","","35.0","35.0","-2118.8333333333335","35.0","156.11111111111111","359.0","77.0","3245.0"
"","","","","","39.0","39.0","-2261.9333333333334","39.0","139.0","372.0","203.0","5110.0"
"","","","","","36.0","36.0","-10815.833333333334","36.0","656.9047619047619","387.0","290.0","14585.0"
"","","","","","37.0","37.0","-12702.166666666666","37.0","720.2777777777778","358.0","106.0","15800.0"
"","","","","","","","","","","383.0","54.0","60000.0"
"1","872537006378","89","True","False","19.0","19.0","539.6666666666666","19.0","62.72727272727273","1259.0","6.0","2320.0"
"","","","","","23.0","23.0","585.0","23.0","60.95238095238095","844.0","3.0","1200.0"
"","","","","","16.0","16.0","944.5","15.0","53.035714285714285","42.0","5.0","1550.0"
"","","","","","18.0","18.0","414.0","18.0","30.681818181818183","385.0","9.0","1270.0"
"","","","","","17.0","17.0","-180.33333333333334","17.0","24.761904761904763","260.0","57.0","865.0"
"","","","","","10.0","10.0","3348.733333333333","10.0","9.866666666666667","303.0","7.0","1500.0"
"","","","","","31.0","31.0","1503.6666666666667","31.0","-31.67391304347826","64.0","10.0","340.0"
"","","","","","24.0","24.0","2342.6666666666665","24.0","40.903225806451616","262.0","134.0","528.0"
"","","","","","28.0","28.0","-1716.0333333333333","28.0","98.33333333333333","251.0","184.0","3868.0"
"","","","","","38.0","38.0","-1346.5","38.0","175.1875","336.0","16.0","2798.0"
"","","","","","36.0","36.0","1066.3333333333333","36.0","171.57142857142858","339.0","65.0","2908.0"
"","","","","","33.0","33.0","762.3333333333334","33.0","-0.06896551724137931","465.0","96.0","2068.0"
"","","","","","26.0","26.0","2587.0","26.0","-7.615384615384615","352.0","267.0","2548.0"
"","","","","","33.0","33.0","-2986.6666666666665","33.0","230.65","333.0","269.0","3573.0"
"","","","","","33.0","33.0","1310.8333333333333","33.0","-21.676470588235293","339.0","255.0","4988.0"
"","","","","","32.0","32.0","-1574.4666666666667","32.0","197.4","316.0","43.0","4268.0"
"","","","","","32.0","32.0","-2777.5666666666666","32.0","186.73684210526315","321.0","45.0","5668.0"
"","","","","","34.0","34.0","-3053.0","34.0","268.23809523809524","324.0","89.0","5553.0"
"","","","","","35.0","35.0","-1866.5","35.0","204.10526315789474","356.0","86.0","5273.0"
"","","","","","35.0","35.0","-2167.6666666666665","35.0","229.4","346.0","8.0","5103.0"
"","","","","","34.0","34.0","-940.5","34.0","333.95238095238096","345.0","7.0","5143.0"
"","","","","","35.0","35.0","769.3333333333334","35.0","-3.65625","383.0","39.0","1453.0"
"","","","","","36.0","36.0","1550.6666666666667","36.0","3.238095238095238","368.0","45.0","2043.0"
"","","","","","36.0","36.0","3352.1666666666665","36.0","51.95454545454545","373.0","7.0","1593.0"
"","","","","","36.0","36.0","2199.1666666666665","36.0","-21.142857142857142","404.0","40.0","540.0"
"","","","","","37.0","37.0","4080.1666666666665","37.0","-17.94871794871795","451.0","44.0","300.0"
"","","","","","38.0","38.0","2990.3333333333335","38.0","65.83333333333333","436.0","33.0","600.0"
"","","","","","41.0","41.0","344.3333333333333","41.0","18.727272727272727","430.0","10.0","1160.0"
"","","","","","45.0","45.0","247.33333333333334","45.0","10.0","430.0","13.0","3290.0"
"","","","","","43.0","43.0","-828.3333333333334","43.0","58.25","536.0","69.0","2066.0"
"","","","","","44.0","44.0","-946.3333333333334","44.0","162.08695652173913","544.0","91.0","3878.0"
"","","","","","50.0","50.0","-1084.0","50.0","208.4375","681.0","264.0","3728.0"
"","","","","","48.0","48.0","-2704.8333333333335","48.0","220.625","657.0","238.0","5385.0"
"","","","","","50.0","50.0","-3165.8333333333335","50.0","204.7058823529412","614.0","136.0","5785.0"
"","","","","","48.0","48.0","-3207.3333333333335","48.0","215.83333333333334","620.0","19.0","5860.0"
"","","","","","47.0","47.0","-3187.1666666666665","47.0","197.75","624.0","6.0","5860.0"
"","","","","","47.0","47.0","-3484.6666666666665","47.0","202.30769230769232","625.0","255.0","5890.0"
"","","","","","53.0","53.0","-3506.3333333333335","53.0","255.65217391304347","608.0","16.0","6350.0"
"","","","","","57.0","57.0","-6016.0","57.0","352.94117647058823","710.0","402.0","6920.0"
"","","","","","59.0","59.0","-7768.166666666667","59.0","555.0","722.0","37.0","8370.0"
"","","","","","61.0","61.0","-8345.0","61.0","480.55555555555554","746.0","53.0","8770.0"
"","","","","","60.0","60.0","-8862.666666666666","60.0","550.8823529411765","767.0","425.0","9290.0"
"","","","","","56.0","56.0","-7769.0","56.0","453.8235294117647","725.0","78.0","10510.0"
"","","","","","62.0","62.0","-18167.833333333332","62.0","1117.0588235294117","841.0","215.0","19230.0"
"","","","","","","","","","","866.0","5.0","60000.0"
"1","1453187328606","58","False","True","32.0","32.0","845.8333333333334","32.0","20.185185185185187","1502.0","1.0","2260.0"
"","","","","","23.0","23.0","759.0","23.0","19.72222222222222","647.0","1.0","1160.0"
"","","","","","17.0","17.0","258.5","17.0","37.142857142857146","466.0","7.0","1500.0"
"","","","","","14.0","14.0","215.16666666666666","14.0","84.4","404.0","11.0","2150.0"
"","","","","","15.0","15.0","-2053.3333333333335","15.0","108.25","388.0","12.0","2690.0"
"","","","","","13.0","13.0","-2008.8333333333333","13.0","139.77272727272728","362.0","12.0","4180.0"
"","","","","","11.0","11.0","-4074.5","11.0","408.52941176470586","308.0","9.0","2700.0"
"","","","","","18.0","18.0","-7872.5","18.0","300.27777777777777","44.0","5.0","4565.0"
"","","","","","14.0","14.0","-3724.1666666666665","14.0","193.75","64.0","13.0","6610.0"
"","","","","","34.0","34.0","-1663.8333333333333","34.0","168.57142857142858","358.0","10.0","4680.0"
"","","","","","32.0","32.0","-290.0","32.0","156.56521739130434","400.0","72.0","4425.0"
"","","","","","34.0","34.0","-572.8333333333334","34.0","141.78947368421052","406.0","116.0","4261.0"
"","","","","","31.0","31.0","-1879.1666666666667","31.0","142.57894736842104","394.0","14.0","4035.0"
"","","","","","32.0","32.0","-507.3333333333333","32.0","248.0","402.0","21.0","4409.0"
"","","","","","32.0","32.0","-2524.4","32.0","162.0","373.0","46.0","4860.0"
"","","","","","30.0","30.0","2918.5","30.0","167.86363636363637","333.0","193.0","5355.0"
"","","","","","30.0","30.0","-547.3333333333334","30.0","142.88235294117646","408.0","318.0","2065.0"
"","","","","","35.0","35.0","-648.0333333333333","35.0","173.95454545454547","374.0","99.0","2964.0"
"","","","","","36.0","36.0","-705.5","36.0","146.57142857142858","339.0","63.0","5235.0"
"","","","","","36.0","36.0","-1489.8","36.0","276.5","368.0","215.0","6635.0"
"","","","","","35.0","35.0","-5691.566666666667","35.0","347.88235294117646","357.0","311.0","8641.0"
"","","","","","35.0","35.0","-16349.833333333334","35.0","943.421052631579","343.0","127.0","12393.0"
"","","","","","36.0","36.0","-18166.666666666668","36.0","957.0","347.0","61.0","22868.0"
"","","","","","36.0","35.0","-19275.0","36.0","1168.35","345.0","11.0","24471.0"
"","","","","","36.0","36.0","-23207.833333333332","36.0","1366.1764705882354","358.0","25.0","26430.0"
"","","","","","40.0","40.0","-26267.5","40.0","1638.25","387.0","340.0","28352.0"
"","","","","","40.0","40.0","-27041.333333333332","40.0","1605.111111111111","440.0","7.0","29772.0"
"","","","","","42.0","42.0","-34027.333333333336","42.0","2297.0666666666666","404.0","85.0","33031.0"
"","","","","","136.0","1.0","-60000.0","136.0","2727.2727272727275","417.0","276.0","37351.0"
"2","186042855099","41","False","True","16.0","16.0","2170.8333333333335","16.0","119.73684210526316","83.0","2.0","2010.0"
"","","","","","28.0","28.0","2294.3333333333335","27.0","103.4090909090909","40.0","5.0","2300.0"
"","","","","","47.0","47.0","-964.6666666666666","47.0","183.68421052631578","38.0","10.0","3470.0"
"","","","","","42.0","42.0","-1237.1666666666667","42.0","107.04545454545455","474.0","22.0","3210.0"
"","","","","","34.0","34.0","-623.5","34.0","90.66666666666667","429.0","16.0","2450.0"
"","","","","","33.0","33.0","-1202.6666666666667","33.0","115.0","342.0","18.0","2740.0"
"","","","","","31.0","31.0","28.5","31.0","155.9090909090909","315.0","87.0","3890.0"
"","","","","","32.0","32.0","-1842.7333333333333","32.0","162.22222222222223","326.0","250.0","3860.0"
"","","","","","35.0","35.0","-291.1666666666667","35.0","177.10526315789474","400.0","90.0","2515.0"
"","","","","","37.0","37.0","-2899.0666666666666","37.0","227.46666666666667","400.0","117.0","3070.0"
"","","","","","37.0","37.0","-2662.5","37.0","229.1904761904762","392.0","276.0","5585.0"
"","","","","","39.0","39.0","-2991.6666666666665","39.0","202.52631578947367","469.0","97.0","4563.0"
"","","","","","40.0","40.0","-651.5","40.0","133.82608695652175","426.0","8.0","4933.0"
"","","","","","37.0","37.0","297.96666666666664","37.0","110.26315789473684","507.0","5.0","3603.0"
"","","","","","32.0","32.0","1997.8333333333333","32.0","1.8928571428571428","456.0","12.0","1385.0"
"","","","","","32.0","32.0","5551.666666666667","32.0","-75.1025641025641","506.0","293.0","1065.0"
"","","","","","34.0","34.0","14537.666666666666","34.0","-247.83333333333334","665.0","6.0","-4032.0"
"","","","","","38.0","38.0","30483.666666666668","38.0","-448.56666666666666","815.0","127.0","-13989.0"
"","","","","","54.0","53.0","30313.0","54.0","-688.9318181818181","1012.0","662.0","-27585.0"
"","","","","","63.0","14.0","60000.0","63.0","-730.1904761904761","1458.0","346.0","-29913.0"
"","","","","","","","","","","3175.0","1.0","-60000.0"
"1","684478429015","49","True","False","31.0","31.0","450.6666666666667","31.0","48.86363636363637","1471.0","2.0","2320.0"
"","","","","","12.0","12.0","-455.5","12.0","68.57142857142857","48.0","13.0","870.0"
"","","","","","22.0","22.0","-710.0","22.0","136.8421052631579","573.0","9.0","2565.0"
"","","","","","19.0","19.0","-406.0","19.0","64.52380952380952","537.0","6.0","2480.0"
"","","","","","14.0","14.0","-950.8333333333334","14.0","126.76470588235294","410.0","5.0","2480.0"
"","","","","","10.0","10.0","1672.3333333333333","10.0","83.75","315.0","6.0","1490.0"
"","","","","","34.0","34.0","-309.3333333333333","34.0","124.42307692307692","37.0","8.0","2055.0"
"","","","","","34.0","34.0","1524.8333333333333","34.0","50.0","394.0","8.0","1880.0"
"","","","","","39.0","39.0","26.666666666666668","39.0","60.0","407.0","98.0","1105.0"
"","","","","","38.0","38.0","-120.83333333333333","38.0","118.0","417.0","9.0","1430.0"
"","","","","","37.0","37.0","-8897.5","37.0","522.6842105263158","410.0","309.0","10630.0"
"","","","","","37.0","37.0","-8606.166666666666","37.0","459.2631578947368","408.0","55.0","12086.0"
"","","","","","36.0","36.0","-9272.666666666666","36.0","597.05","452.0","448.0","12046.0"
"","","","","","38.0","38.0","-10205.366666666667","38.0","658.75","423.0","71.0","13305.0"
"","","","","","38.0","38.0","-12621.0","38.0","910.0714285714286","365.0","9.0","16461.0"
"","","","","","42.0","42.0","-12207.166666666666","42.0","642.9473684210526","442.0","74.0","15641.0"
"","","","","","43.0","43.0","-12315.666666666666","43.0","770.6875","509.0","293.0","13056.0"
"","","","","","41.0","41.0","-11839.5","41.0","697.7647058823529","437.0","93.0","14852.0"
"","","","","","45.0","45.0","-9439.5","45.0","726.375","513.0","57.0","14622.0"
"","","","","","50.0","50.0","-10622.0","50.0","661.375","610.0","141.0","11652.0"
"","","","","","50.0","50.0","-7285.166666666667","50.0","428.8235294117647","584.0","43.0","11895.0"
"","","","","","51.0","51.0","-8330.5","51.0","464.4736842105263","910.0","11.0","9855.0"
"","","","","","56.0","56.0","-10036.0","56.0","691.8","632.0","56.0","11145.0"
"","","","","","61.0","60.0","-9522.0","61.0","529.0","706.0","604.0","12177.0"
"","","","","","","","","","","894.0","22.0","60000.0"
"2","636317103550","58","True","False","21.0","21.0","2100.5","21.0","22.115384615384617","77.0","1.0","2010.0"
"","","","","","19.0","19.0","158.16666666666666","19.0","80.0","69.0","3.0","1725.0"
"","","","","","24.0","24.0","457.5","24.0","57.27272727272727","480.0","356.0","1535.0"
"","","","","","10.0","10.0","1252.8333333333333","10.0","58.44444444444444","435.0","8.0","1685.0"
"","","","","","35.0","35.0","505.3333333333333","35.0","25.235294117647058","51.0","17.0","1822.0"
"","","","","","34.0","34.0","-1280.3333333333333","34.0","143.5625","385.0","117.0","1662.0"
"","","","","","31.0","31.0","-1691.0","31.0","161.94444444444446","332.0","126.0","3702.0"
"","","","","","31.0","31.0","-513.3333333333334","31.0","111.95652173913044","301.0","17.0","2890.0"
"","","","","","32.0","32.0","-1902.5","32.0","190.0","290.0","20.0","3450.0"
"","","","","","31.0","31.0","8094.666666666667","31.0","89.44444444444444","336.0","5.0","2970.0"
"","","","","","34.0","34.0","6032.0","34.0","-125.43478260869566","354.0","17.0","-5800.0"
"","","","","","34.0","34.0","7222.333333333333","34.0","-48.717948717948715","367.0","72.0","-3750.0"
"","","","","","36.0","36.0","2062.6","36.0","-43.25","348.0","45.0","-3012.0"
"","","","","","36.0","36.0","1385.6","36.0","37.57142857142857","364.0","13.0","557.0"
"","","","","","38.0","38.0","1643.1666666666667","38.0","12.942857142857143","378.0","102.0","2173.0"
"","","","","","36.0","36.0","-2064.1666666666665","36.0","261.1111111111111","330.0","14.0","4084.0"
"","","","","","36.0","36.0","-10930.6","36.0","759.1176470588235","326.0","35.0","14382.0"
"","","","","","38.0","38.0","-10702.0","38.0","844.6111111111111","344.0","65.0","15678.0"
"","","","","","38.0","38.0","-10559.833333333334","38.0","659.375","341.0","11.0","15678.0"
"","","","","","38.0","38.0","-10075.666666666666","38.0","603.7058823529412","335.0","12.0","15678.0"
"","","","","","36.0","36.0","-11926.2","36.0","803.3333333333334","355.0","23.0","15158.0"
"","","","","","37.0","37.0","-10317.333333333334","37.0","547.2631578947369","350.0","134.0","16143.0"
"","","","","","38.0","38.0","-10409.5","37.0","895.5","381.0","157.0","16388.0"
"","","","","","38.0","38.0","-12550.833333333334","38.0","779.8947368421053","378.0","251.0","15239.0"
"","","","","","39.0","39.0","-14038.5","39.0","1280.5625","419.0","115.0","18361.0"
"","","","","","41.0","41.0","-12630.833333333334","41.0","1125.8823529411766","488.0","13.0","18139.0"
"","","","","","42.0","42.0","-10762.5","42.0","1425.3333333333333","761.0","30.0","17900.0"
"","","","","","43.0","43.0","-7364.333333333333","43.0","798.0666666666667","712.0","9.0","16930.0"
"","","","","","63.0","41.0","60000.0","63.0","329.60869565217394","836.0","10.0","8731.0"
"1","1346469827577","53","True","False","24.0","24.0","1724.8333333333333","24.0","49.285714285714285","81.0","1.0","2010.0"
"","","","","","28.0","28.0","125.16666666666667","26.0","30.9375","102.0","1.0","1760.0"
"","","","","","23.0","23.0","1698.0","23.0","138.68421052631578","447.0","93.0","1210.0"
"","","","","","23.0","23.0","1205.1666666666667","22.0","85.53571428571429","455.0","147.0","2235.0"
"","","","","","21.0","21.0","751.5","21.0","37.407407407407405","509.0","5.0","2190.0"
"","","","","","17.0","17.0","1229.8333333333333","17.0","2.4324324324324325","512.0","19.0","710.0"
"","","","","","21.0","21.0","-869.0","21.0","70.0","463.0","73.0","1370.0"
"","","","","","11.0","11.0","-85.5","11.0","185.0","415.0","302.0","2400.0"
"","","","","","15.0","15.0","2175.5","15.0","74.28571428571429","437.0","11.0","1750.0"
"","","","","","39.0","39.0","-505.5","39.0","72.70833333333333","37.0","10.0","785.0"
"","","","","","38.0","38.0","-36.0","38.0","21.964285714285715","502.0","29.0","2015.0"
"","","","","","39.0","39.0","-2688.5","39.0","154.21052631578948","454.0","84.0","2325.0"
"","","","","","37.0","37.0","-2129.0","37.0","250.55555555555554","427.0","83.0","4880.0"
"","","","","","36.0","36.0","-2643.3333333333335","36.0","175.71428571428572","459.0","69.0","3914.0"
"","","","","","37.0","37.0","-3043.5","37.0","234.66666666666666","517.0","294.0","4054.0"
"","","","","","37.0","37.0","-3950.0","37.0","221.52380952380952","451.0","49.0","5238.0"
"","","","","","38.0","38.0","-4399.833333333333","38.0","290.3333333333333","447.0","46.0","6778.0"
"","","","","","39.0","38.0","-5401.666666666667","39.0","391.07142857142856","437.0","8.0","7295.0"
"","","","","","38.0","38.0","-6326.066666666667","38.0","356.3888888888889","435.0","10.0","8045.0"
"","","","","","38.0","38.0","-6545.5","38.0","426.94117647058823","468.0","21.0","7923.0"
"","","","","","40.0","40.0","-16149.0","40.0","1103.0","482.0","154.0","19082.0"
"","","","","","35.0","35.0","-14647.0","35.0","916.3125","473.0","63.0","19510.0"
"","","","","","43.0","43.0","-18019.0","43.0","1001.7222222222222","447.0","10.0","18411.0"
"","","","","","47.0","47.0","-18788.166666666668","47.0","994.7368421052631","584.0","171.0","20590.0"
"","","","","","48.0","48.0","-9317.0","48.0","1378.2666666666667","646.0","13.0","20954.0"
"","","","","","55.0","55.0","-11821.0","55.0","795.2666666666667","636.0","132.0","12284.0"
"","","","","","","","","","","622.0","55.0","60000.0"
"1","26965694885","61","True","False","16.0","16.0","2641.3333333333335","16.0","65.65217391304348","81.0","1.0","2260.0"
"","","","","","22.0","22.0","2485.1666666666665","22.0","108.4375","39.0","29.0","2535.0"
"","","","","","36.0","36.0","-51.0","36.0","148.1578947368421","31.0","9.0","4120.0"
"","","","","","42.0","42.0","-2398.3333333333335","42.0","174.25","63.0","11.0","4555.0"
"","","","","","40.0","40.0","-2651.6666666666665","40.0","177.17391304347825","494.0","440.0","3875.0"
"","","","","","36.0","36.0","-3811.8333333333335","36.0","227.35294117647058","453.0","40.0","4745.0"
"","","","","","34.0","34.0","-3364.0","34.0","262.85714285714283","337.0","72.0","5650.0"
"","","","","","32.0","32.0","-3383.3333333333335","32.0","249.56521739130434","324.0","135.0","6030.0"
"","","","","","33.0","33.0","-14621.833333333334","33.0","917.8125","331.0","153.0","16830.0"
"","","","","","32.0","32.0","-10569.666666666666","32.0","632.3529411764706","315.0","279.0","16430.0"
"","","","","","34.0","34.0","-11702.0","34.0","786.7647058823529","335.0","12.0","13330.0"
"","","","","","34.0","34.0","-12009.0","34.0","723.1176470588235","414.0","8.0","14375.0"
"","","","","","32.0","32.0","-12949.333333333334","32.0","865.0","372.0","35.0","15755.0"
"","","","","","33.0","33.0","-12948.666666666666","33.0","648.25","347.0","158.0","16845.0"
"","","","","","33.0","33.0","-12260.333333333334","33.0","681.2777777777778","354.0","133.0","15931.0"
"","","","","","32.0","32.0","-11595.633333333333","32.0","826.2142857142857","386.0","291.0","15368.0"
"","","","","","38.0","38.0","-9847.0","38.0","864.8235294117648","394.0","11.0","15052.0"
"","","","","","31.0","31.0","-7891.333333333333","31.0","571.0","485.0","344.0","13542.0"
"","","","","","37.0","37.0","-11032.166666666666","37.0","640.95","440.0","147.0","14194.0"
"","","","","","41.0","41.0","-12630.0","41.0","844.8","409.0","12.0","14322.0"
"","","","","","44.0","44.0","-12919.0","44.0","687.2631578947369","488.0","24.0","15303.0"
"","","","","","43.0","43.0","-13029.5","43.0","727.3888888888889","550.0","135.0","15543.0"
"","","","","","47.0","47.0","-14743.333333333334","47.0","823.2777777777778","504.0","91.0","15613.0"
"","","","","","46.0","46.0","-16404.833333333332","46.0","1047.0625","545.0","168.0","17303.0"
"","","","","","48.0","48.0","-15945.833333333334","48.0","939.3529411764706","514.0","417.0","18269.0"
"","","","","","52.0","52.0","-16829.0","52.0","990.5294117647059","562.0","8.0","18209.0"
"","","","","","46.0","46.0","-19872.0","46.0","993.6","615.0","21.0","21333.0"
"","","","","","41.0","40.0","-9059.166666666666","41.0","556.25","595.0","124.0","21923.0"
"","","","","","60.0","60.0","-8850.833333333334","60.0","782.2142857142857","629.0","18.0","11296.0"
"","","","","","85.0","85.0","-51916.333333333336","85.0","3333.3333333333335","687.0","10.0","11842.0"
"","","","","","","","","","","697.0","1.0","60000.0"
"1","50351945723","37","True","False","23.0","23.0","2031.6666666666667","23.0","36.714285714285715","79.0","1.0","2260.0"
"","","","","","31.0","31.0","170.16666666666666","31.0","36.388888888888886","145.0","11.0","1020.0"
"","","","","","22.0","22.0","455.8333333333333","22.0","40.6","545.0","437.0","1120.0"
"","","","","","24.0","24.0","116.33333333333333","24.0","37.69230769230769","619.0","9.0","1510.0"
"","","","","","13.0","13.0","1863.1666666666667","13.0","58.40909090909091","447.0","16.0","2520.0"
"","","","","","35.0","35.0","-322.3333333333333","35.0","73.18181818181819","70.0","7.0","2350.0"
"","","","","","33.0","33.0","242.16666666666666","33.0","25.0","375.0","9.0","1740.0"
"","","","","","35.0","35.0","1404.5","35.0","17.608695652173914","348.0","216.0","1865.0"
"","","","","","36.0","36.0","-1093.0","36.0","150.5","389.0","63.0","2725.0"
"","","","","","38.0","38.0","-573.6666666666666","38.0","43.8235294117647","466.0","12.0","1630.0"
"","","","","","36.0","36.0","-1690.6666666666667","36.0","165.0","472.0","129.0","3410.0"
"","","","","","37.0","37.0","-2218.0","37.0","184.27777777777777","458.0","6.0","3392.0"
"","","","","","36.0","36.0","-2924.6666666666665","36.0","214.66666666666666","432.0","190.0","5038.0"
"","","","","","36.0","36.0","-977.5","36.0","96.33333333333333","421.0","122.0","6226.0"
"","","","","","35.0","35.0","-7723.666666666667","35.0","491.42857142857144","495.0","189.0","10980.0"
"","","","","","33.0","33.0","213.43333333333334","33.0","432.90909090909093","604.0","508.0","10740.0"
"","","","","","40.0","40.0","-2600.5333333333333","40.0","136.33333333333334","499.0","47.0","3878.0"
"","","","","","37.0","37.0","-5658.833333333333","37.0","304.4","520.0","48.0","6253.0"
"","","","","","","","","","","424.0","70.0","60000.0"
"2","33376988555","46","True","False","27.0","27.0","621.3333333333334","27.0","75.0","1590.0","1.0","2425.0"
"","","","","","23.0","23.0","-254.83333333333334","23.0","78.69565217391305","837.0","7.0","1925.0"
"","","","","","19.0","19.0","-290.3333333333333","19.0","70.17857142857143","636.0","11.0","1235.0"
"","","","","","14.0","14.0","-336.8333333333333","14.0","93.03571428571429","563.0","77.0","2205.0"
"","","","","","13.0","13.0","-2497.0","13.0","113.94736842105263","389.0","6.0","2205.0"
"","","","","","9.0","9.0","-1587.8333333333333","9.0","250.85714285714286","30.0","17.0","3635.0"
"","","","","","10.0","10.0","-3406.0","10.0","251.36363636363637","296.0","71.0","5190.0"
"","","","","","12.0","12.0","-3879.8","12.0","318.1666666666667","234.0","126.0","6083.0"
"","","","","","12.0","12.0","-5888.5","12.0","436.2105263157895","245.0","17.0","8613.0"
"","","","","","8.0","8.0","-5334.5","8.0","433.7142857142857","236.0","44.0","10778.0"
"","","","","","10.0","9.0","-8093.2","10.0","533.2777777777778","232.0","106.0","12246.0"
"","","","","","14.0","14.0","-17091.633333333335","14.0","1169.5","247.0","44.0","14057.0"
"","","","","","11.0","11.0","-19184.833333333332","11.0","1288.375","239.0","167.0","24227.0"
"","","","","","10.0","10.0","-19053.666666666668","10.0","1045.0","250.0","30.0","23342.0"
"","","","","","11.0","11.0","-17459.4","11.0","1000.578947368421","290.0","10.0","22897.0"
"","","","","","12.0","12.0","-19216.0","12.0","1169.4444444444443","287.0","91.0","21409.0"
"","","","","","10.0","10.0","-19875.466666666667","10.0","1208.05","262.0","19.0","23213.0"
"","","","","","31.0","31.0","-20845.8","31.0","1232.8235294117646","62.0","21.0","24904.0"
"","","","","","32.0","32.0","-20954.633333333335","32.0","1277.764705882353","319.0","277.0","24156.0"
"","","","","","33.0","33.0","-19156.766666666666","33.0","1213.5","317.0","116.0","23906.0"
"","","","","","32.0","32.0","-8569.1","32.0","1187.0588235294117","364.0","298.0","22527.0"
"","","","","","35.0","35.0","-9062.666666666666","35.0","550.1176470588235","343.0","252.0","11564.0"
"","","","","","82.0","1.0","60000.0","82.0","596.9","376.0","12.0","11938.0"
"0","908501203166","100","False","False","23.0","23.0","1847.0","23.0","69.77272727272727","79.0","2.0","2260.0"
"","","","","","36.0","36.0","658.5","36.0","84.75","74.0","5.0","755.0"
"","","","","","24.0","24.0","860.1666666666666","24.0","33.28125","650.0","6.0","1150.0"
"","","","","","21.0","21.0","234.83333333333334","21.0","35.0","451.0","11.0","1440.0"
"","","","","","21.0","21.0","-221.5","21.0","103.6842105263158","351.0","11.0","1170.0"
"","","","","","17.0","17.0","-1072.0","17.0","165.52631578947367","455.0","7.0","1830.0"
"","","","","","10.0","10.0","-3282.5","10.0","132.64705882352942","304.0","10.0","2640.0"
"","","","","","15.0","15.0","-993.0","15.0","231.47058823529412","34.0","7.0","4520.0"
"","","","","","33.0","33.0","697.5","32.0","246.66666666666666","340.0","10.0","3475.0"
"","","","","","33.0","33.0","847.0","33.0","118.95833333333333","348.0","148.0","1595.0"
"","","","","","35.0","35.0","575.0","35.0","103.83333333333333","383.0","9.0","2175.0"
"","","","","","34.0","34.0","939.8333333333334","34.0","56.578947368421055","440.0","9.0","35.0"
"","","","","","38.0","38.0","-1168.6666666666667","38.0","112.5","456.0","23.0","1625.0"
"","","","","","37.0","37.0","461.5","37.0","90.05","390.0","119.0","4956.0"
"","","","","","37.0","37.0","2162.5","37.0","-1.945945945945946","414.0","187.0","2444.0"
"","","","","","38.0","38.0","29.333333333333332","38.0","136.34782608695653","409.0","106.0","3308.0"
"","","","","","38.0","38.0","1025.0","38.0","-5.628571428571429","430.0","12.0","2428.0"
"","","","","","39.0","39.0","-273.6666666666667","39.0","61.31578947368421","428.0","78.0","1805.0"
"","","","","","38.0","38.0","1600.1666666666667","38.0","62.833333333333336","436.0","15.0","1765.0"
"","","","","","38.0","38.0","1706.5","37.0","19.677419354838708","453.0","113.0","2400.0"
"","","","","","38.0","38.0","1787.5","38.0","31.20689655172414","441.0","11.0","1370.0"
"","","","","","37.0","37.0","2231.0","37.0","2.1153846153846154","437.0","8.0","1295.0"
"","","","","","37.0","37.0","10936.833333333334","37.0","-11.025641025641026","440.0","9.0","785.0"
"","","","","","39.0","39.0","12624.666666666666","39.0","-173.40425531914894","406.0","9.0","-8115.0"
"","","","","","40.0","40.0","15486.5","40.0","-351.47727272727275","458.0","10.0","-10065.0"
"","","","","","39.0","38.0","15814.0","39.0","-318.92857142857144","455.0","11.0","-11425.0"
"","","","","","40.0","40.0","14633.5","40.0","-338.9024390243902","463.0","37.0","-11385.0"
"","","","","","38.0","38.0","15665.0","38.0","-334.25531914893617","514.0","354.0","-11005.0"
"","","","","","39.0","39.0","15110.0","39.0","-305.1111111111111","488.0","52.0","-10555.0"
"","","","","","40.0","40.0","11661.333333333334","40.0","-232.6315789473684","475.0","32.0","-9925.0"
"","","","","","39.0","39.0","11004.666666666666","39.0","-231.7948717948718","431.0","335.0","-8515.0"
"","","","","","39.0","39.0","7301.333333333333","39.0","-147.7906976744186","448.0","14.0","-6465.0"
"","","","","","38.0","38.0","10672.833333333334","38.0","-214.04761904761904","457.0","36.0","-5615.0"
"","","","","","36.0","36.0","7569.666666666667","36.0","-158.78048780487805","483.0","15.0","-5565.0"
