"winnerIndex","seed","turns","crystalWin","unitWin","co_generations","co_sumChampionHostFindGen","co_sumChampionParasiteFindGen","oe_generations","oe_sumChampionHostFindGen"
"","","","","","28.0","","","146.0",""
"","","","","","23.0","","","452.0",""
"","","","","","17.0","","","373.0",""
"","","","","","19.0","","","300.0",""
"","","","","","13.0","","","316.0",""
"","","","","","16.0","","","268.0",""
"","","","","","13.0","","","250.0",""
"","","","","","33.0","","","42.0",""
"","","","","","32.0","","","328.0",""
"","","","","","32.0","","","300.0",""
"","","","","","36.0","","","293.0",""
"","","","","","36.0","","","347.0",""
"","","","","","36.0","","","357.0",""
"","","","","","36.0","","","362.0",""
"","","","","","39.0","","","332.0",""
"","","","","","38.0","","","489.0",""
"","","","","","37.0","","","510.0",""
"","","","","","43.0","","","603.0",""
"","","","","","39.0","","","485.0",""
"","","","","","50.0","","","644.0",""
"","","","","","52.0","","","674.0",""
"","","","","","48.0","","","726.0",""
"","","","","","51.0","","","555.0",""
"","","","","","56.0","","","727.0",""
"","","","","","60.0","","","627.0",""
"","","","","","58.0","","","710.0",""
"","","","","","65.0","","","726.0",""
"","","","","","","","","813.0",""
"1","473854977768","51","True","False","33.0","846.0","846.0","1447.0","1357.0"
"","","","","","25.0","","","716.0",""
"","","","","","22.0","","","471.0",""
"","","","","","17.0","","","378.0",""
"","","","","","13.0","","","48.0",""
"","","","","","12.0","","","379.0",""
"","","","","","37.0","","","104.0",""
"","","","","","33.0","","","371.0",""
"","","","","","32.0","","","389.0",""
"","","","","","37.0","","","366.0",""
"","","","","","38.0","","","449.0",""
"","","","","","34.0","","","419.0",""
"","","","","","35.0","","","405.0",""
"","","","","","34.0","","","410.0",""
"","","","","","38.0","","","388.0",""
"","","","","","41.0","","","557.0",""
"","","","","","38.0","","","467.0",""
"","","","","","38.0","","","500.0",""
"","","","","","40.0","","","427.0",""
"","","","","","41.0","","","506.0",""
"","","","","","43.0","","","536.0",""
"","","","","","38.0","","","523.0",""
"","","","","","40.0","","","536.0",""
"","","","","","40.0","","","598.0",""
"","","","","","47.0","","","644.0",""
"","","","","","","","","695.0",""
"1","780034465674","53","True","False","28.0","961.0","961.0","1191.0","2706.0"
"","","","","","25.0","","","740.0",""
"","","","","","22.0","","","60.0",""
"","","","","","20.0","","","430.0",""
"","","","","","19.0","","","301.0",""
"","","","","","17.0","","","322.0",""
"","","","","","8.0","","","267.0",""
"","","","","","26.0","","","33.0",""
"","","","","","31.0","","","274.0",""
"","","","","","32.0","","","283.0",""
"","","","","","34.0","","","324.0",""
"","","","","","35.0","","","327.0",""
"","","","","","37.0","","","362.0",""
"","","","","","44.0","","","420.0",""
"","","","","","42.0","","","394.0",""
"","","","","","42.0","","","413.0",""
"","","","","","42.0","","","402.0",""
"","","","","","41.0","","","423.0",""
"","","","","","45.0","","","457.0",""
"","","","","","47.0","","","436.0",""
"","","","","","48.0","","","536.0",""
"","","","","","49.0","","","711.0",""
"","","","","","47.0","","","636.0",""
"","","","","","52.0","","","661.0",""
"","","","","","65.0","","","814.0",""
"","","","","","64.0","","","681.0",""
"","","","","","","","","752.0",""
"1","1459946311407","67","True","False","22.0","1030.0","1029.0","101.0","2304.0"
"","","","","","42.0","","","118.0",""
"","","","","","29.0","","","512.0",""
"","","","","","20.0","","","376.0",""
"","","","","","14.0","","","54.0",""
"","","","","","34.0","","","360.0",""
"","","","","","31.0","","","332.0",""
"","","","","","30.0","","","276.0",""
"","","","","","31.0","","","252.0",""
"","","","","","32.0","","","272.0",""
"","","","","","33.0","","","276.0",""
"","","","","","31.0","","","348.0",""
"","","","","","30.0","","","347.0",""
"","","","","","35.0","","","336.0",""
"","","","","","32.0","","","344.0",""
"","","","","","32.0","","","357.0",""
"","","","","","34.0","","","343.0",""
"","","","","","34.0","","","366.0",""
"","","","","","32.0","","","340.0",""
"","","","","","32.0","","","310.0",""
"","","","","","34.0","","","328.0",""
"","","","","","32.0","","","310.0",""
"","","","","","31.0","","","315.0",""
"","","","","","31.0","","","346.0",""
"","","","","","30.0","","","349.0",""
"","","","","","32.0","","","322.0",""
"","","","","","32.0","","","357.0",""
"","","","","","32.0","","","368.0",""
"","","","","","32.0","","","373.0",""
"","","","","","31.0","","","390.0",""
"","","","","","32.0","","","361.0",""
"","","","","","34.0","","","347.0",""
"","","","","","37.0","","","310.0",""
"","","","","","","","","355.0",""
"1","218386212272","69","True","False","33.0","1422.0","1421.0","1314.0","3894.0"
"","","","","","27.0","","","760.0",""
"","","","","","20.0","","","552.0",""
"","","","","","16.0","","","386.0",""
"","","","","","14.0","","","302.0",""
"","","","","","10.0","","","51.0",""
"","","","","","8.0","","","297.0",""
"","","","","","13.0","","","280.0",""
"","","","","","35.0","","","40.0",""
"","","","","","35.0","","","346.0",""
"","","","","","36.0","","","321.0",""
"","","","","","37.0","","","379.0",""
"","","","","","38.0","","","379.0",""
"","","","","","33.0","","","372.0",""
"","","","","","33.0","","","380.0",""
"","","","","","34.0","","","444.0",""
"","","","","","31.0","","","371.0",""
"","","","","","30.0","","","374.0",""
"","","","","","36.0","","","344.0",""
"","","","","","38.0","","","460.0",""
"","","","","","41.0","","","384.0",""
"","","","","","42.0","","","374.0",""
"","","","","","44.0","","","548.0",""
"","","","","","42.0","","","438.0",""
"","","","","","49.0","","","429.0",""
"","","","","","57.0","","","628.0",""
"","","","","","55.0","","","864.0",""
"","","","","","60.0","","","709.0",""
"","","","","","64.0","","","718.0",""
"","","","","","68.0","","","939.0",""
"","","","","","73.0","","","918.0",""
"","","","","","86.0","","","1293.0",""
"","","","","","87.0","","","1359.0",""
"","","","","","97.0","","","1375.0",""
"","","","","","","","","1437.0",""
"1","279733721307","69","True","False","37.0","1163.0","1164.0","1543.0","2796.0"
"","","","","","18.0","","","139.0",""
"","","","","","21.0","","","609.0",""
"","","","","","43.0","","","135.0",""
"","","","","","45.0","","","586.0",""
"","","","","","42.0","","","455.0",""
"","","","","","39.0","","","424.0",""
"","","","","","39.0","","","401.0",""
"","","","","","38.0","","","431.0",""
"","","","","","31.0","","","424.0",""
"","","","","","31.0","","","343.0",""
"","","","","","30.0","","","356.0",""
"","","","","","30.0","","","349.0",""
"","","","","","28.0","","","358.0",""
"","","","","","29.0","","","359.0",""
"","","","","","29.0","","","355.0",""
"","","","","","29.0","","","376.0",""
"","","","","","35.0","","","344.0",""
"","","","","","33.0","","","453.0",""
"","","","","","34.0","","","493.0",""
"","","","","","34.0","","","358.0",""
"","","","","","37.0","","","457.0",""
"","","","","","37.0","","","388.0",""
"","","","","","37.0","","","448.0",""
"","","","","","36.0","","","582.0",""
"","","","","","36.0","","","423.0",""
"","","","","","37.0","","","430.0",""
"","","","","","35.0","","","418.0",""
"","","","","","39.0","","","370.0",""
"","","","","","37.0","","","410.0",""
"","","","","","33.0","","","334.0",""
"","","","","","33.0","","","329.0",""
"","","","","","35.0","","","323.0",""
"","","","","","37.0","","","350.0",""
"","","","","","","","","314.0",""
"1","109450054651","63","True","False","30.0","1026.0","1026.0","1510.0","2064.0"
"","","","","","22.0","","","705.0",""
"","","","","","21.0","","","546.0",""
"","","","","","16.0","","","118.0",""
"","","","","","18.0","","","362.0",""
"","","","","","16.0","","","295.0",""
"","","","","","13.0","","","339.0",""
"","","","","","32.0","","","37.0",""
"","","","","","33.0","","","270.0",""
"","","","","","32.0","","","317.0",""
"","","","","","32.0","","","273.0",""
"","","","","","35.0","","","324.0",""
"","","","","","34.0","","","259.0",""
"","","","","","34.0","","","244.0",""
"","","","","","35.0","","","249.0",""
"","","","","","36.0","","","289.0",""
"","","","","","36.0","","","326.0",""
"","","","","","36.0","","","312.0",""
"","","","","","33.0","","","317.0",""
"","","","","","33.0","","","312.0",""
"","","","","","31.0","","","288.0",""
"","","","","","33.0","","","304.0",""
"","","","","","43.0","","","390.0",""
"","","","","","45.0","","","402.0",""
"","","","","","42.0","","","355.0",""
"","","","","","43.0","","","369.0",""
"","","","","","42.0","","","366.0",""
"","","","","","40.0","","","390.0",""
"","","","","","44.0","","","365.0",""
"","","","","","44.0","","","398.0",""
"","","","","","42.0","","","501.0",""
"","","","","","","","","378.0",""
"1","957339366938","43","True","False","18.0","707.0","706.0","101.0","1284.0"
"","","","","","32.0","","","63.0",""
"","","","","","28.0","","","560.0",""
"","","","","","21.0","","","402.0",""
"","","","","","12.0","","","43.0",""
"","","","","","34.0","","","260.0",""
"","","","","","35.0","","","267.0",""
"","","","","","33.0","","","329.0",""
"","","","","","33.0","","","319.0",""
"","","","","","33.0","","","332.0",""
"","","","","","29.0","","","304.0",""
"","","","","","33.0","","","298.0",""
"","","","","","39.0","","","321.0",""
"","","","","","39.0","","","460.0",""
"","","","","","35.0","","","381.0",""
"","","","","","40.0","","","375.0",""
"","","","","","39.0","","","396.0",""
"","","","","","43.0","","","388.0",""
"","","","","","41.0","","","358.0",""
"","","","","","43.0","","","372.0",""
"","","","","","47.0","","","379.0",""
"","","","","","","","","396.0",""
"2","19613161763","90","True","False","14.0","1666.0","1718.0","95.0","3805.0"
"","","","","","27.0","","","72.0",""
"","","","","","28.0","","","455.0",""
"","","","","","18.0","","","385.0",""
"","","","","","18.0","","","339.0",""
"","","","","","16.0","","","283.0",""
"","","","","","10.0","","","255.0",""
"","","","","","14.0","","","274.0",""
"","","","","","34.0","","","40.0",""
"","","","","","34.0","","","352.0",""
"","","","","","37.0","","","410.0",""
"","","","","","32.0","","","377.0",""
"","","","","","34.0","","","321.0",""
"","","","","","37.0","","","381.0",""
"","","","","","40.0","","","381.0",""
"","","","","","41.0","","","419.0",""
"","","","","","39.0","","","378.0",""
"","","","","","38.0","","","363.0",""
"","","","","","39.0","","","361.0",""
"","","","","","40.0","","","371.0",""
"","","","","","39.0","","","387.0",""
"","","","","","41.0","","","412.0",""
"","","","","","40.0","","","402.0",""
"","","","","","39.0","","","384.0",""
"","","","","","40.0","","","371.0",""
"","","","","","40.0","","","369.0",""
"","","","","","43.0","","","403.0",""
"","","","","","40.0","","","398.0",""
"","","","","","39.0","","","364.0",""
"","","","","","39.0","","","366.0",""
"","","","","","42.0","","","380.0",""
"","","","","","39.0","","","379.0",""
"","","","","","38.0","","","377.0",""
"","","","","","39.0","","","376.0",""
"","","","","","43.0","","","431.0",""
"","","","","","51.0","","","477.0",""
"","","","","","49.0","","","620.0",""
"","","","","","48.0","","","633.0",""
"","","","","","49.0","","","693.0",""
"","","","","","50.0","","","703.0",""
"","","","","","56.0","","","678.0",""
"","","","","","55.0","","","583.0",""
"","","","","","57.0","","","614.0",""
"","","","","","59.0","","","602.0",""
"","","","","","56.0","","","593.0",""
"1","811524527375","71","True","False","36.0","1149.0","1148.0","1455.0","2562.0"
"","","","","","21.0","","","803.0",""
"","","","","","22.0","","","667.0",""
"","","","","","10.0","","","81.0",""
"","","","","","16.0","","","431.0",""
"","","","","","17.0","","","320.0",""
"","","","","","37.0","","","39.0",""
"","","","","","20.0","","","465.0",""
"","","","","","39.0","","","440.0",""
"","","","","","37.0","","","449.0",""
"","","","","","39.0","","","446.0",""
"","","","","","42.0","","","531.0",""
"","","","","","37.0","","","416.0",""
"","","","","","36.0","","","390.0",""
"","","","","","36.0","","","390.0",""
"","","","","","37.0","","","448.0",""
"","","","","","36.0","","","466.0",""
"","","","","","34.0","","","457.0",""
"","","","","","37.0","","","452.0",""
"","","","","","35.0","","","475.0",""
"","","","","","35.0","","","446.0",""
"","","","","","35.0","","","454.0",""
"","","","","","35.0","","","457.0",""
"","","","","","34.0","","","382.0",""
"","","","","","35.0","","","434.0",""
"","","","","","35.0","","","423.0",""
"","","","","","34.0","","","427.0",""
"","","","","","34.0","","","411.0",""
"","","","","","34.0","","","413.0",""
"","","","","","35.0","","","439.0",""
"","","","","","35.0","","","442.0",""
"","","","","","37.0","","","406.0",""
"","","","","","37.0","","","435.0",""
"","","","","","34.0","","","423.0",""
"","","","","","36.0","","","416.0",""
"","","","","","","","","378.0",""
"2","508464639509","69","False","True","24.0","1119.0","1193.0","1432.0","2743.0"
"","","","","","26.0","","","634.0",""
"","","","","","20.0","","","576.0",""
"","","","","","20.0","","","353.0",""
"","","","","","13.0","","","350.0",""
"","","","","","13.0","","","278.0",""
"","","","","","10.0","","","45.0",""
"","","","","","8.0","","","277.0",""
"","","","","","14.0","","","369.0",""
"","","","","","37.0","","","39.0",""
"","","","","","36.0","","","473.0",""
"","","","","","37.0","","","452.0",""
"","","","","","39.0","","","447.0",""
"","","","","","39.0","","","504.0",""
"","","","","","38.0","","","399.0",""
"","","","","","36.0","","","421.0",""
"","","","","","34.0","","","384.0",""
"","","","","","37.0","","","394.0",""
"","","","","","39.0","","","491.0",""
"","","","","","38.0","","","491.0",""
"","","","","","38.0","","","473.0",""
"","","","","","39.0","","","489.0",""
"","","","","","40.0","","","492.0",""
"","","","","","39.0","","","518.0",""
"","","","","","39.0","","","591.0",""
"","","","","","41.0","","","510.0",""
"","","","","","45.0","","","547.0",""
"","","","","","40.0","","","603.0",""
"","","","","","40.0","","","645.0",""
"","","","","","43.0","","","673.0",""
"","","","","","42.0","","","666.0",""
"","","","","","49.0","","","916.0",""
"","","","","","62.0","","","1089.0",""
"","","","","","80.0","","","1294.0",""
"","","","","","","","","4165.0",""
"1","114042342712","64","False","True","30.0","1107.0","1250.0","1554.0","2256.0"
"","","","","","25.0","","","84.0",""
"","","","","","26.0","","","503.0",""
"","","","","","12.0","","","46.0",""
"","","","","","38.0","","","389.0",""
"","","","","","35.0","","","342.0",""
"","","","","","35.0","","","327.0",""
"","","","","","32.0","","","313.0",""
"","","","","","34.0","","","365.0",""
"","","","","","32.0","","","341.0",""
"","","","","","31.0","","","321.0",""
"","","","","","30.0","","","328.0",""
"","","","","","32.0","","","328.0",""
"","","","","","32.0","","","331.0",""
"","","","","","35.0","","","319.0",""
"","","","","","36.0","","","334.0",""
"","","","","","40.0","","","365.0",""
"","","","","","38.0","","","365.0",""
"","","","","","37.0","","","390.0",""
"","","","","","37.0","","","341.0",""
"","","","","","38.0","","","347.0",""
"","","","","","38.0","","","338.0",""
"","","","","","38.0","","","344.0",""
"","","","","","42.0","","","350.0",""
"","","","","","42.0","","","372.0",""
"","","","","","41.0","","","374.0",""
"","","","","","41.0","","","376.0",""
"","","","","","41.0","","","390.0",""
"","","","","","42.0","","","346.0",""
"","","","","","45.0","","","402.0",""
"","","","","","51.0","","","414.0",""
"","","","","","144.0","","","406.0",""
"2","673012086195","63","False","True","25.0","1178.0","1253.0","97.0","3187.0"
"","","","","","19.0","","","98.0",""
"","","","","","49.0","","","147.0",""
"","","","","","45.0","","","472.0",""
"","","","","","40.0","","","428.0",""
"","","","","","36.0","","","429.0",""
"","","","","","33.0","","","359.0",""
"","","","","","33.0","","","359.0",""
"","","","","","34.0","","","432.0",""
"","","","","","33.0","","","462.0",""
"","","","","","35.0","","","397.0",""
"","","","","","37.0","","","425.0",""
"","","","","","34.0","","","466.0",""
"","","","","","34.0","","","470.0",""
"","","","","","33.0","","","517.0",""
"","","","","","35.0","","","381.0",""
"","","","","","34.0","","","370.0",""
"","","","","","30.0","","","367.0",""
"","","","","","36.0","","","362.0",""
"","","","","","35.0","","","346.0",""
"","","","","","37.0","","","384.0",""
"","","","","","41.0","","","449.0",""
"","","","","","41.0","","","458.0",""
"","","","","","43.0","","","427.0",""
"","","","","","42.0","","","660.0",""
"","","","","","54.0","","","706.0",""
"","","","","","47.0","","","680.0",""
"","","","","","59.0","","","915.0",""
"","","","","","57.0","","","923.0",""
"","","","","","65.0","","","1066.0",""
"","","","","","77.0","","","1270.0",""
"","","","","","","","","3477.0",""
"1","981989552862","57","True","False","18.0","968.0","969.0","98.0","2802.0"
"","","","","","26.0","","","46.0",""
"","","","","","29.0","","","40.0",""
"","","","","","38.0","","","36.0",""
"","","","","","33.0","","","363.0",""
"","","","","","31.0","","","300.0",""
"","","","","","28.0","","","278.0",""
"","","","","","30.0","","","286.0",""
"","","","","","32.0","","","292.0",""
"","","","","","32.0","","","312.0",""
"","","","","","32.0","","","328.0",""
"","","","","","34.0","","","350.0",""
"","","","","","35.0","","","362.0",""
"","","","","","35.0","","","382.0",""
"","","","","","33.0","","","335.0",""
"","","","","","33.0","","","305.0",""
"","","","","","34.0","","","345.0",""
"","","","","","34.0","","","321.0",""
"","","","","","35.0","","","302.0",""
"","","","","","33.0","","","364.0",""
"","","","","","38.0","","","366.0",""
"","","","","","39.0","","","416.0",""
"","","","","","41.0","","","391.0",""
"","","","","","40.0","","","362.0",""
"","","","","","43.0","","","360.0",""
"","","","","","44.0","","","372.0",""
"","","","","","47.0","","","360.0",""
"","","","","","42.0","","","386.0",""
"","","","","","","","","387.0",""
"2","237270843073","56","True","False","31.0","1061.0","1109.0","1628.0","4217.0"
"","","","","","23.0","","","816.0",""
"","","","","","26.0","","","107.0",""
"","","","","","15.0","","","478.0",""
"","","","","","41.0","","","43.0",""
"","","","","","37.0","","","400.0",""
"","","","","","36.0","","","405.0",""
"","","","","","37.0","","","420.0",""
"","","","","","38.0","","","509.0",""
"","","","","","34.0","","","605.0",""
"","","","","","35.0","","","466.0",""
"","","","","","37.0","","","317.0",""
"","","","","","36.0","","","362.0",""
"","","","","","36.0","","","355.0",""
"","","","","","37.0","","","392.0",""
"","","","","","36.0","","","349.0",""
"","","","","","34.0","","","373.0",""
"","","","","","38.0","","","331.0",""
"","","","","","33.0","","","343.0",""
"","","","","","34.0","","","350.0",""
"","","","","","35.0","","","417.0",""
"","","","","","46.0","","","395.0",""
"","","","","","52.0","","","512.0",""
"","","","","","53.0","","","911.0",""
"","","","","","55.0","","","901.0",""
"","","","","","68.0","","","1198.0",""
"","","","","","60.0","","","1247.0",""
"","","","","","66.0","","","1091.0",""
"2","824654928075","42","True","False","36.0","627.0","669.0","1546.0","1804.0"
"","","","","","23.0","","","847.0",""
"","","","","","20.0","","","48.0",""
"","","","","","19.0","","","381.0",""
"","","","","","23.0","","","323.0",""
"","","","","","15.0","","","287.0",""
"","","","","","31.0","","","73.0",""
"","","","","","30.0","","","246.0",""
"","","","","","21.0","","","246.0",""
"","","","","","31.0","","","269.0",""
"","","","","","34.0","","","260.0",""
"","","","","","32.0","","","261.0",""
"","","","","","36.0","","","318.0",""
"","","","","","36.0","","","373.0",""
"","","","","","36.0","","","373.0",""
"","","","","","42.0","","","398.0",""
"","","","","","43.0","","","408.0",""
"","","","","","38.0","","","389.0",""
"","","","","","39.0","","","389.0",""
"","","","","","37.0","","","391.0",""
"","","","","","47.0","","","483.0",""
"1","1475658889679","53","True","False","27.0","760.0","760.0","1432.0","1695.0"
"","","","","","27.0","","","628.0",""
"","","","","","24.0","","","504.0",""
"","","","","","22.0","","","498.0",""
"","","","","","21.0","","","496.0",""
"","","","","","12.0","","","441.0",""
"","","","","","16.0","","","414.0",""
"","","","","","9.0","","","381.0",""
"","","","","","16.0","","","50.0",""
"","","","","","36.0","","","391.0",""
"","","","","","34.0","","","383.0",""
"","","","","","35.0","","","303.0",""
"","","","","","33.0","","","326.0",""
"","","","","","34.0","","","321.0",""
"","","","","","31.0","","","318.0",""
"","","","","","32.0","","","298.0",""
"","","","","","30.0","","","280.0",""
"","","","","","31.0","","","297.0",""
"","","","","","29.0","","","302.0",""
"","","","","","32.0","","","298.0",""
"","","","","","36.0","","","288.0",""
"","","","","","36.0","","","292.0",""
"","","","","","37.0","","","290.0",""
"","","","","","38.0","","","288.0",""
"","","","","","40.0","","","295.0",""
"","","","","","43.0","","","306.0",""
"","","","","","","","","344.0",""
"1","400485827409","50","False","True","19.0","806.0","957.0","100.0","2384.0"
"","","","","","26.0","","","65.0",""
"","","","","","22.0","","","452.0",""
"","","","","","20.0","","","437.0",""
"","","","","","16.0","","","315.0",""
"","","","","","13.0","","","327.0",""
"","","","","","18.0","","","47.0",""
"","","","","","34.0","","","267.0",""
"","","","","","39.0","","","270.0",""
"","","","","","34.0","","","303.0",""
"","","","","","35.0","","","265.0",""
"","","","","","36.0","","","295.0",""
"","","","","","33.0","","","294.0",""
"","","","","","35.0","","","313.0",""
"","","","","","34.0","","","323.0",""
"","","","","","34.0","","","349.0",""
"","","","","","37.0","","","365.0",""
"","","","","","38.0","","","377.0",""
"","","","","","41.0","","","396.0",""
"","","","","","44.0","","","392.0",""
"","","","","","44.0","","","405.0",""
"","","","","","45.0","","","361.0",""
"","","","","","53.0","","","402.0",""
"","","","","","55.0","","","423.0",""
"","","","","","152.0","","","440.0",""
"1","1302958908223","53","True","False","27.0","962.0","962.0","1548.0","1878.0"
"","","","","","15.0","","","64.0",""
"","","","","","30.0","","","609.0",""
"","","","","","11.0","","","454.0",""
"","","","","","40.0","","","44.0",""
"","","","","","36.0","","","344.0",""
"","","","","","38.0","","","375.0",""
"","","","","","42.0","","","356.0",""
"","","","","","43.0","","","444.0",""
"","","","","","37.0","","","487.0",""
"","","","","","35.0","","","375.0",""
"","","","","","34.0","","","405.0",""
"","","","","","33.0","","","283.0",""
"","","","","","33.0","","","395.0",""
"","","","","","34.0","","","380.0",""
"","","","","","32.0","","","407.0",""
"","","","","","30.0","","","394.0",""
"","","","","","32.0","","","391.0",""
"","","","","","38.0","","","484.0",""
"","","","","","46.0","","","451.0",""
"","","","","","48.0","","","484.0",""
"","","","","","44.0","","","429.0",""
"","","","","","46.0","","","412.0",""
"","","","","","46.0","","","439.0",""
"","","","","","51.0","","","444.0",""
"","","","","","61.0","","","501.0",""
"","","","","","","","","531.0",""
"2","783977441735","60","True","False","28.0","937.0","1098.0","1490.0","2406.0"
"","","","","","28.0","","","828.0",""
"","","","","","20.0","","","665.0",""
"","","","","","18.0","","","429.0",""
"","","","","","15.0","","","309.0",""
"","","","","","13.0","","","279.0",""
"","","","","","15.0","","","265.0",""
"","","","","","10.0","","","290.0",""
"","","","","","9.0","","","333.0",""
"","","","","","13.0","","","52.0",""
"","","","","","21.0","","","298.0",""
"","","","","","31.0","","","33.0",""
"","","","","","35.0","","","338.0",""
"","","","","","33.0","","","340.0",""
"","","","","","34.0","","","337.0",""
"","","","","","34.0","","","356.0",""
"","","","","","33.0","","","341.0",""
"","","","","","36.0","","","336.0",""
"","","","","","33.0","","","361.0",""
"","","","","","34.0","","","376.0",""
"","","","","","36.0","","","340.0",""
"","","","","","34.0","","","465.0",""
"","","","","","34.0","","","380.0",""
"","","","","","37.0","","","522.0",""
"","","","","","49.0","","","605.0",""
"","","","","","55.0","","","837.0",""
"","","","","","74.0","","","1129.0",""
"","","","","","59.0","","","1033.0",""
"","","","","","68.0","","","987.0",""
"","","","","","160.0","","","1283.0",""
"1","929379484319","63","False","True","26.0","1230.0","1227.0","1379.0","3008.0"
"","","","","","24.0","","","824.0",""
"","","","","","23.0","","","687.0",""
"","","","","","15.0","","","515.0",""
"","","","","","14.0","","","401.0",""
"","","","","","10.0","","","403.0",""
"","","","","","11.0","","","427.0",""
"","","","","","17.0","","","428.0",""
"","","","","","17.0","","","468.0",""
"","","","","","18.0","","","121.0",""
"","","","","","34.0","","","97.0",""
"","","","","","34.0","","","363.0",""
"","","","","","34.0","","","369.0",""
"","","","","","37.0","","","398.0",""
"","","","","","35.0","","","375.0",""
"","","","","","36.0","","","403.0",""
"","","","","","35.0","","","393.0",""
"","","","","","37.0","","","394.0",""
"","","","","","41.0","","","408.0",""
"","","","","","40.0","","","440.0",""
"","","","","","42.0","","","435.0",""
"","","","","","42.0","","","415.0",""
"","","","","","46.0","","","456.0",""
"","","","","","44.0","","","498.0",""
"","","","","","59.0","","","523.0",""
"","","","","","63.0","","","956.0",""
"","","","","","72.0","","","845.0",""
"","","","","","72.0","","","863.0",""
"","","","","","83.0","","","1096.0",""
"","","","","","85.0","","","1652.0",""
"","","","","","84.0","","","1684.0",""
"","","","","","","","","1665.0",""
"1","30126350434","66","False","True","31.0","1067.0","1229.0","1263.0","1864.0"
"","","","","","24.0","","","706.0",""
"","","","","","19.0","","","457.0",""
"","","","","","22.0","","","73.0",""
"","","","","","17.0","","","298.0",""
"","","","","","16.0","","","322.0",""
"","","","","","21.0","","","315.0",""
"","","","","","16.0","","","311.0",""
"","","","","","30.0","","","58.0",""
"","","","","","22.0","","","389.0",""
"","","","","","32.0","","","372.0",""
"","","","","","32.0","","","348.0",""
"","","","","","32.0","","","371.0",""
"","","","","","31.0","","","346.0",""
"","","","","","31.0","","","389.0",""
"","","","","","31.0","","","387.0",""
"","","","","","31.0","","","369.0",""
"","","","","","31.0","","","408.0",""
"","","","","","31.0","","","375.0",""
"","","","","","33.0","","","376.0",""
"","","","","","32.0","","","531.0",""
"","","","","","40.0","","","575.0",""
"","","","","","40.0","","","550.0",""
"","","","","","41.0","","","511.0",""
"","","","","","44.0","","","480.0",""
"","","","","","52.0","","","551.0",""
"","","","","","47.0","","","490.0",""
"","","","","","42.0","","","496.0",""
"","","","","","42.0","","","615.0",""
"","","","","","41.0","","","656.0",""
"","","","","","55.0","","","620.0",""
"","","","","","57.0","","","610.0",""
"","","","","","165.0","","","676.0",""
"1","1432699744152","43","True","False","30.0","620.0","620.0","1483.0","627.0"
"","","","","","26.0","","","759.0",""
"","","","","","26.0","","","484.0",""
"","","","","","16.0","","","325.0",""
"","","","","","16.0","","","386.0",""
"","","","","","12.0","","","36.0",""
"","","","","","12.0","","","307.0",""
"","","","","","13.0","","","273.0",""
"","","","","","16.0","","","281.0",""
"","","","","","13.0","","","262.0",""
"","","","","","15.0","","","474.0",""
"","","","","","13.0","","","453.0",""
"","","","","","41.0","","","36.0",""
"","","","","","41.0","","","481.0",""
"","","","","","41.0","","","488.0",""
"","","","","","41.0","","","463.0",""
"","","","","","43.0","","","442.0",""
"","","","","","42.0","","","458.0",""
"","","","","","47.0","","","462.0",""
"","","","","","48.0","","","472.0",""
"","","","","","68.0","","","478.0",""
"","","","","","","","","549.0",""
"2","1400979805621","68","False","True","31.0","1264.0","1341.0","1470.0","4033.0"
"","","","","","21.0","","","71.0",""
"","","","","","30.0","","","569.0",""
"","","","","","24.0","","","511.0",""
"","","","","","21.0","","","495.0",""
"","","","","","15.0","","","399.0",""
"","","","","","21.0","","","41.0",""
"","","","","","34.0","","","340.0",""
"","","","","","36.0","","","403.0",""
"","","","","","35.0","","","448.0",""
"","","","","","36.0","","","420.0",""
"","","","","","36.0","","","441.0",""
"","","","","","36.0","","","490.0",""
"","","","","","35.0","","","412.0",""
"","","","","","37.0","","","438.0",""
"","","","","","39.0","","","505.0",""
"","","","","","37.0","","","565.0",""
"","","","","","37.0","","","478.0",""
"","","","","","36.0","","","480.0",""
"","","","","","36.0","","","471.0",""
"","","","","","40.0","","","461.0",""
"","","","","","38.0","","","530.0",""
"","","","","","42.0","","","434.0",""
"","","","","","42.0","","","465.0",""
"","","","","","41.0","","","454.0",""
"","","","","","47.0","","","553.0",""
"","","","","","53.0","","","643.0",""
"","","","","","50.0","","","672.0",""
"","","","","","53.0","","","796.0",""
"","","","","","56.0","","","797.0",""
"","","","","","53.0","","","871.0",""
"","","","","","50.0","","","949.0",""
"","","","","","61.0","","","1105.0",""
"","","","","","82.0","","","1451.0",""
"2","1112359966222","68","True","False","19.0","1221.0","1267.0","102.0","2672.0"
"","","","","","27.0","","","47.0",""
"","","","","","28.0","","","46.0",""
"","","","","","38.0","","","63.0",""
"","","","","","33.0","","","417.0",""
"","","","","","32.0","","","296.0",""
"","","","","","28.0","","","325.0",""
"","","","","","31.0","","","327.0",""
"","","","","","33.0","","","338.0",""
"","","","","","32.0","","","317.0",""
"","","","","","35.0","","","377.0",""
"","","","","","34.0","","","349.0",""
"","","","","","36.0","","","380.0",""
"","","","","","36.0","","","365.0",""
"","","","","","36.0","","","403.0",""
"","","","","","36.0","","","385.0",""
"","","","","","36.0","","","412.0",""
"","","","","","36.0","","","392.0",""
"","","","","","35.0","","","395.0",""
"","","","","","36.0","","","385.0",""
