"winnerIndex","seed","turns","crystalWin","unitWin","co_generations","co_sumChampionHostFindGen","co_sumChampionParasiteFindGen","oe_generations","oe_sumChampionHostFindGen"
"","","","","","18.0","","","93.0",""
"","","","","","23.0","","","526.0",""
"","","","","","25.0","","","399.0",""
"","","","","","19.0","","","341.0",""
"","","","","","17.0","","","316.0",""
"","","","","","21.0","","","308.0",""
"","","","","","12.0","","","322.0",""
"","","","","","13.0","","","296.0",""
"","","","","","12.0","","","338.0",""
"","","","","","31.0","","","50.0",""
"","","","","","35.0","","","338.0",""
"","","","","","33.0","","","353.0",""
"","","","","","29.0","","","328.0",""
"","","","","","30.0","","","306.0",""
"","","","","","34.0","","","331.0",""
"","","","","","34.0","","","347.0",""
"","","","","","31.0","","","383.0",""
"","","","","","37.0","","","363.0",""
"","","","","","37.0","","","365.0",""
"","","","","","","","","359.0",""
"1","1452623882634","59","False","True","36.0","998.0","999.0","1366.0","2894.0"
"","","","","","24.0","","","767.0",""
"","","","","","17.0","","","418.0",""
"","","","","","10.0","","","395.0",""
"","","","","","18.0","","","51.0",""
"","","","","","32.0","","","352.0",""
"","","","","","32.0","","","344.0",""
"","","","","","31.0","","","362.0",""
"","","","","","30.0","","","402.0",""
"","","","","","30.0","","","351.0",""
"","","","","","31.0","","","311.0",""
"","","","","","29.0","","","319.0",""
"","","","","","33.0","","","306.0",""
"","","","","","32.0","","","284.0",""
"","","","","","33.0","","","404.0",""
"","","","","","31.0","","","271.0",""
"","","","","","34.0","","","279.0",""
"","","","","","37.0","","","328.0",""
"","","","","","36.0","","","308.0",""
"","","","","","36.0","","","300.0",""
"","","","","","39.0","","","318.0",""
"","","","","","40.0","","","330.0",""
"","","","","","42.0","","","329.0",""
"","","","","","45.0","","","421.0",""
"","","","","","46.0","","","405.0",""
"","","","","","48.0","","","409.0",""
"","","","","","46.0","","","423.0",""
"","","","","","48.0","","","392.0",""
"","","","","","53.0","","","374.0",""
"","","","","","","","","379.0",""
"1","488782913719","51","False","True","29.0","828.0","828.0","1576.0","1782.0"
"","","","","","31.0","","","783.0",""
"","","","","","20.0","","","625.0",""
"","","","","","13.0","","","79.0",""
"","","","","","20.0","","","444.0",""
"","","","","","17.0","","","424.0",""
"","","","","","18.0","","","367.0",""
"","","","","","14.0","","","287.0",""
"","","","","","12.0","","","355.0",""
"","","","","","35.0","","","30.0",""
"","","","","","33.0","","","367.0",""
"","","","","","35.0","","","362.0",""
"","","","","","32.0","","","367.0",""
"","","","","","33.0","","","360.0",""
"","","","","","39.0","","","387.0",""
"","","","","","41.0","","","377.0",""
"","","","","","44.0","","","443.0",""
"","","","","","42.0","","","480.0",""
"","","","","","40.0","","","576.0",""
"","","","","","44.0","","","467.0",""
"","","","","","43.0","","","425.0",""
"","","","","","48.0","","","419.0",""
"","","","","","46.0","","","463.0",""
"","","","","","45.0","","","487.0",""
"","","","","","54.0","","","491.0",""
"","","","","","","","","581.0",""
"1","12720323317","49","True","False","32.0","835.0","835.0","1496.0","1286.0"
"","","","","","27.0","","","718.0",""
"","","","","","23.0","","","563.0",""
"","","","","","13.0","","","104.0",""
"","","","","","20.0","","","354.0",""
"","","","","","12.0","","","401.0",""
"","","","","","33.0","","","35.0",""
"","","","","","33.0","","","382.0",""
"","","","","","37.0","","","390.0",""
"","","","","","36.0","","","424.0",""
"","","","","","36.0","","","501.0",""
"","","","","","38.0","","","454.0",""
"","","","","","43.0","","","525.0",""
"","","","","","40.0","","","518.0",""
"","","","","","38.0","","","436.0",""
"","","","","","39.0","","","453.0",""
"","","","","","40.0","","","466.0",""
"","","","","","44.0","","","518.0",""
"","","","","","40.0","","","580.0",""
"","","","","","38.0","","","555.0",""
"","","","","","43.0","","","553.0",""
"","","","","","43.0","","","410.0",""
"","","","","","43.0","","","461.0",""
"","","","","","44.0","","","457.0",""
"","","","","","","","","490.0",""
"1","1275350349397","55","True","False","27.0","917.0","917.0","1419.0","1925.0"
"","","","","","27.0","","","767.0",""
"","","","","","21.0","","","570.0",""
"","","","","","17.0","","","453.0",""
"","","","","","19.0","","","439.0",""
"","","","","","8.0","","","371.0",""
"","","","","","16.0","","","66.0",""
"","","","","","23.0","","","51.0",""
"","","","","","39.0","","","389.0",""
"","","","","","41.0","","","450.0",""
"","","","","","40.0","","","464.0",""
"","","","","","36.0","","","470.0",""
"","","","","","36.0","","","422.0",""
"","","","","","38.0","","","396.0",""
"","","","","","37.0","","","391.0",""
"","","","","","36.0","","","437.0",""
"","","","","","39.0","","","315.0",""
"","","","","","39.0","","","320.0",""
"","","","","","38.0","","","301.0",""
"","","","","","39.0","","","311.0",""
"","","","","","40.0","","","331.0",""
"","","","","","42.0","","","342.0",""
"","","","","","42.0","","","407.0",""
"","","","","","42.0","","","355.0",""
"","","","","","44.0","","","333.0",""
"","","","","","46.0","","","320.0",""
"","","","","","45.0","","","429.0",""
"","","","","","","","","452.0",""
"2","829618370866","38","True","False","25.0","564.0","620.0","107.0","1531.0"
"","","","","","23.0","","","104.0",""
"","","","","","20.0","","","86.0",""
"","","","","","19.0","","","490.0",""
"","","","","","20.0","","","35.0",""
"","","","","","31.0","","","354.0",""
"","","","","","29.0","","","271.0",""
"","","","","","29.0","","","259.0",""
"","","","","","30.0","","","277.0",""
"","","","","","33.0","","","290.0",""
"","","","","","35.0","","","399.0",""
"","","","","","37.0","","","430.0",""
"","","","","","39.0","","","427.0",""
"","","","","","36.0","","","436.0",""
"","","","","","38.0","","","432.0",""
"","","","","","43.0","","","454.0",""
"","","","","","42.0","","","516.0",""
"","","","","","34.0","","","511.0",""
"","","","","","57.0","","","553.0",""
"1","1088695074180","60","False","True","30.0","1065.0","1207.0","1547.0","1319.0"
"","","","","","24.0","","","809.0",""
"","","","","","15.0","","","590.0",""
"","","","","","12.0","","","42.0",""
"","","","","","17.0","","","50.0",""
"","","","","","37.0","","","62.0",""
"","","","","","36.0","","","358.0",""
"","","","","","39.0","","","432.0",""
"","","","","","38.0","","","422.0",""
"","","","","","41.0","","","419.0",""
"","","","","","38.0","","","439.0",""
"","","","","","40.0","","","453.0",""
"","","","","","41.0","","","473.0",""
"","","","","","40.0","","","488.0",""
"","","","","","38.0","","","471.0",""
"","","","","","37.0","","","439.0",""
"","","","","","38.0","","","432.0",""
"","","","","","35.0","","","415.0",""
"","","","","","36.0","","","392.0",""
"","","","","","38.0","","","404.0",""
"","","","","","36.0","","","428.0",""
"","","","","","38.0","","","406.0",""
"","","","","","38.0","","","461.0",""
"","","","","","41.0","","","489.0",""
"","","","","","46.0","","","494.0",""
"","","","","","44.0","","","520.0",""
"","","","","","47.0","","","509.0",""
"","","","","","51.0","","","534.0",""
"","","","","","55.0","","","489.0",""
"","","","","","141.0","","","495.0",""
"1","420703716396","47","True","False","22.0","881.0","881.0","94.0","2122.0"
"","","","","","18.0","","","43.0",""
"","","","","","20.0","","","39.0",""
"","","","","","39.0","","","105.0",""
"","","","","","37.0","","","361.0",""
"","","","","","38.0","","","387.0",""
"","","","","","34.0","","","366.0",""
"","","","","","39.0","","","318.0",""
"","","","","","41.0","","","336.0",""
"","","","","","41.0","","","385.0",""
"","","","","","40.0","","","399.0",""
"","","","","","40.0","","","333.0",""
"","","","","","40.0","","","386.0",""
"","","","","","40.0","","","386.0",""
"","","","","","41.0","","","351.0",""
"","","","","","43.0","","","393.0",""
"","","","","","43.0","","","380.0",""
"","","","","","42.0","","","434.0",""
"","","","","","40.0","","","362.0",""
"","","","","","41.0","","","356.0",""
"","","","","","45.0","","","363.0",""
"","","","","","46.0","","","363.0",""
"","","","","","51.0","","","370.0",""
"","","","","","","","","380.0",""
"1","1410285152224","33","True","False","22.0","529.0","529.0","109.0","1093.0"
"","","","","","31.0","","","59.0",""
"","","","","","12.0","","","723.0",""
"","","","","","43.0","","","101.0",""
"","","","","","37.0","","","421.0",""
"","","","","","34.0","","","334.0",""
"","","","","","31.0","","","269.0",""
"","","","","","35.0","","","392.0",""
"","","","","","37.0","","","348.0",""
"","","","","","36.0","","","412.0",""
"","","","","","35.0","","","346.0",""
"","","","","","34.0","","","356.0",""
"","","","","","35.0","","","343.0",""
"","","","","","36.0","","","344.0",""
"","","","","","36.0","","","321.0",""
"","","","","","35.0","","","349.0",""
"","","","","","","","","336.0",""
"1","594284753480","43","True","False","18.0","668.0","669.0","100.0","1582.0"
"","","","","","31.0","","","46.0",""
"","","","","","25.0","","","736.0",""
"","","","","","29.0","","","617.0",""
"","","","","","20.0","","","463.0",""
"","","","","","14.0","","","458.0",""
"","","","","","37.0","","","57.0",""
"","","","","","34.0","","","408.0",""
"","","","","","33.0","","","291.0",""
"","","","","","35.0","","","335.0",""
"","","","","","36.0","","","333.0",""
"","","","","","34.0","","","407.0",""
"","","","","","34.0","","","399.0",""
"","","","","","34.0","","","351.0",""
"","","","","","34.0","","","321.0",""
"","","","","","36.0","","","291.0",""
"","","","","","39.0","","","347.0",""
"","","","","","38.0","","","352.0",""
"","","","","","38.0","","","339.0",""
"","","","","","36.0","","","342.0",""
"","","","","","34.0","","","325.0",""
"","","","","","","","","395.0",""
"1","117778602462","48","False","True","29.0","819.0","983.0","109.0","1445.0"
"","","","","","21.0","","","53.0",""
"","","","","","24.0","","","128.0",""
"","","","","","28.0","","","513.0",""
"","","","","","18.0","","","364.0",""
"","","","","","22.0","","","312.0",""
"","","","","","15.0","","","349.0",""
"","","","","","7.0","","","309.0",""
"","","","","","32.0","","","37.0",""
"","","","","","34.0","","","325.0",""
"","","","","","39.0","","","361.0",""
"","","","","","39.0","","","345.0",""
"","","","","","39.0","","","466.0",""
"","","","","","40.0","","","411.0",""
"","","","","","40.0","","","575.0",""
"","","","","","42.0","","","528.0",""
"","","","","","40.0","","","613.0",""
"","","","","","42.0","","","546.0",""
"","","","","","43.0","","","545.0",""
"","","","","","46.0","","","528.0",""
"","","","","","53.0","","","592.0",""
"","","","","","61.0","","","754.0",""
"","","","","","65.0","","","718.0",""
"","","","","","165.0","","","726.0",""
"2","1013576091121","77","False","True","27.0","1304.0","1319.0","101.0","3350.0"
"","","","","","27.0","","","50.0",""
"","","","","","26.0","","","77.0",""
"","","","","","21.0","","","592.0",""
"","","","","","18.0","","","436.0",""
"","","","","","16.0","","","343.0",""
"","","","","","20.0","","","43.0",""
"","","","","","32.0","","","271.0",""
"","","","","","35.0","","","329.0",""
"","","","","","34.0","","","380.0",""
"","","","","","35.0","","","388.0",""
"","","","","","33.0","","","382.0",""
"","","","","","33.0","","","324.0",""
"","","","","","33.0","","","330.0",""
"","","","","","35.0","","","347.0",""
"","","","","","34.0","","","341.0",""
"","","","","","33.0","","","360.0",""
"","","","","","34.0","","","339.0",""
"","","","","","33.0","","","334.0",""
"","","","","","36.0","","","342.0",""
"","","","","","35.0","","","340.0",""
"","","","","","35.0","","","328.0",""
"","","","","","35.0","","","315.0",""
"","","","","","36.0","","","340.0",""
"","","","","","34.0","","","350.0",""
"","","","","","34.0","","","333.0",""
"","","","","","35.0","","","334.0",""
"","","","","","36.0","","","378.0",""
"","","","","","33.0","","","358.0",""
"","","","","","34.0","","","367.0",""
"","","","","","38.0","","","376.0",""
"","","","","","46.0","","","456.0",""
"","","","","","42.0","","","699.0",""
"","","","","","42.0","","","751.0",""
"","","","","","45.0","","","937.0",""
"","","","","","54.0","","","1055.0",""
"","","","","","55.0","","","1054.0",""
"","","","","","57.0","","","1296.0",""
"","","","","","","","","3187.0",""
"1","1296196173229","71","True","False","32.0","1378.0","1378.0","1627.0","2841.0"
"","","","","","24.0","","","713.0",""
"","","","","","24.0","","","540.0",""
"","","","","","16.0","","","330.0",""
"","","","","","15.0","","","362.0",""
"","","","","","11.0","","","316.0",""
"","","","","","11.0","","","35.0",""
"","","","","","32.0","","","282.0",""
"","","","","","32.0","","","335.0",""
"","","","","","33.0","","","357.0",""
"","","","","","33.0","","","342.0",""
"","","","","","37.0","","","377.0",""
"","","","","","37.0","","","396.0",""
"","","","","","34.0","","","381.0",""
"","","","","","37.0","","","372.0",""
"","","","","","36.0","","","413.0",""
"","","","","","41.0","","","403.0",""
"","","","","","34.0","","","510.0",""
"","","","","","43.0","","","477.0",""
"","","","","","45.0","","","662.0",""
"","","","","","43.0","","","671.0",""
"","","","","","54.0","","","678.0",""
"","","","","","52.0","","","673.0",""
"","","","","","51.0","","","592.0",""
"","","","","","49.0","","","674.0",""
"","","","","","51.0","","","639.0",""
"","","","","","49.0","","","650.0",""
"","","","","","53.0","","","581.0",""
"","","","","","51.0","","","636.0",""
"","","","","","51.0","","","613.0",""
"","","","","","51.0","","","670.0",""
"","","","","","50.0","","","678.0",""
"","","","","","52.0","","","634.0",""
"","","","","","58.0","","","620.0",""
"","","","","","57.0","","","661.0",""
"","","","","","","","","694.0",""
"1","887779084517","88","False","True","35.0","1480.0","1652.0","1401.0","3784.0"
"","","","","","20.0","","","787.0",""
"","","","","","21.0","","","598.0",""
"","","","","","11.0","","","552.0",""
"","","","","","20.0","","","41.0",""
"","","","","","18.0","","","349.0",""
"","","","","","21.0","","","45.0",""
"","","","","","31.0","","","317.0",""
"","","","","","31.0","","","346.0",""
"","","","","","33.0","","","335.0",""
"","","","","","33.0","","","411.0",""
"","","","","","32.0","","","325.0",""
"","","","","","33.0","","","325.0",""
"","","","","","32.0","","","371.0",""
"","","","","","33.0","","","341.0",""
"","","","","","32.0","","","345.0",""
"","","","","","34.0","","","345.0",""
"","","","","","33.0","","","347.0",""
"","","","","","33.0","","","332.0",""
"","","","","","32.0","","","321.0",""
"","","","","","35.0","","","351.0",""
"","","","","","36.0","","","344.0",""
"","","","","","36.0","","","378.0",""
"","","","","","36.0","","","426.0",""
"","","","","","34.0","","","437.0",""
"","","","","","36.0","","","450.0",""
"","","","","","35.0","","","445.0",""
"","","","","","36.0","","","468.0",""
"","","","","","34.0","","","470.0",""
"","","","","","35.0","","","479.0",""
"","","","","","34.0","","","460.0",""
"","","","","","35.0","","","451.0",""
"","","","","","35.0","","","472.0",""
"","","","","","35.0","","","461.0",""
"","","","","","37.0","","","500.0",""
"","","","","","37.0","","","449.0",""
"","","","","","36.0","","","454.0",""
"","","","","","46.0","","","457.0",""
"","","","","","41.0","","","650.0",""
"","","","","","40.0","","","469.0",""
"","","","","","57.0","","","569.0",""
"","","","","","61.0","","","572.0",""
"","","","","","65.0","","","568.0",""
"","","","","","172.0","","","562.0",""
"1","26933854065","81","True","False","15.0","1557.0","1557.0","104.0","3605.0"
"","","","","","33.0","","","102.0",""
"","","","","","25.0","","","69.0",""
"","","","","","43.0","","","538.0",""
"","","","","","41.0","","","382.0",""
"","","","","","36.0","","","376.0",""
"","","","","","35.0","","","286.0",""
"","","","","","37.0","","","282.0",""
"","","","","","35.0","","","305.0",""
"","","","","","31.0","","","271.0",""
"","","","","","33.0","","","280.0",""
"","","","","","32.0","","","289.0",""
"","","","","","32.0","","","286.0",""
"","","","","","33.0","","","271.0",""
"","","","","","32.0","","","264.0",""
"","","","","","31.0","","","271.0",""
"","","","","","32.0","","","262.0",""
"","","","","","33.0","","","284.0",""
"","","","","","35.0","","","343.0",""
"","","","","","37.0","","","383.0",""
"","","","","","34.0","","","336.0",""
"","","","","","34.0","","","333.0",""
"","","","","","34.0","","","306.0",""
"","","","","","36.0","","","318.0",""
"","","","","","35.0","","","384.0",""
"","","","","","34.0","","","330.0",""
"","","","","","36.0","","","352.0",""
"","","","","","39.0","","","356.0",""
"","","","","","43.0","","","477.0",""
"","","","","","45.0","","","483.0",""
"","","","","","46.0","","","486.0",""
"","","","","","48.0","","","520.0",""
"","","","","","47.0","","","522.0",""
"","","","","","52.0","","","522.0",""
"","","","","","49.0","","","687.0",""
"","","","","","49.0","","","646.0",""
"","","","","","58.0","","","668.0",""
"","","","","","56.0","","","694.0",""
"","","","","","65.0","","","644.0",""
"","","","","","57.0","","","617.0",""
"","","","","","","","","570.0",""
"1","1208935021622","54","False","True","31.0","996.0","1165.0","1551.0","2029.0"
"","","","","","22.0","","","91.0",""
"","","","","","24.0","","","586.0",""
"","","","","","15.0","","","461.0",""
"","","","","","34.0","","","84.0",""
"","","","","","35.0","","","331.0",""
"","","","","","34.0","","","323.0",""
"","","","","","35.0","","","381.0",""
"","","","","","35.0","","","434.0",""
"","","","","","34.0","","","416.0",""
"","","","","","32.0","","","423.0",""
"","","","","","33.0","","","466.0",""
"","","","","","33.0","","","440.0",""
"","","","","","40.0","","","476.0",""
"","","","","","35.0","","","506.0",""
"","","","","","41.0","","","486.0",""
"","","","","","41.0","","","583.0",""
"","","","","","38.0","","","556.0",""
"","","","","","42.0","","","717.0",""
"","","","","","50.0","","","679.0",""
"","","","","","50.0","","","566.0",""
"","","","","","51.0","","","725.0",""
"","","","","","55.0","","","548.0",""
"","","","","","41.0","","","567.0",""
"","","","","","45.0","","","686.0",""
"","","","","","70.0","","","931.0",""
"","","","","","169.0","","","917.0",""
"1","59784643726","43","False","True","36.0","793.0","793.0","1485.0","1853.0"
"","","","","","15.0","","","766.0",""
"","","","","","14.0","","","40.0",""
"","","","","","41.0","","","71.0",""
"","","","","","37.0","","","368.0",""
"","","","","","36.0","","","355.0",""
"","","","","","31.0","","","308.0",""
"","","","","","33.0","","","290.0",""
"","","","","","30.0","","","304.0",""
"","","","","","37.0","","","329.0",""
"","","","","","40.0","","","335.0",""
"","","","","","34.0","","","551.0",""
"","","","","","34.0","","","355.0",""
"","","","","","36.0","","","376.0",""
"","","","","","43.0","","","537.0",""
"","","","","","41.0","","","461.0",""
"","","","","","43.0","","","482.0",""
"","","","","","48.0","","","545.0",""
"","","","","","52.0","","","452.0",""
"","","","","","55.0","","","418.0",""
"","","","","","57.0","","","445.0",""
"","","","","","","","","447.0",""
"2","825154242144","54","True","False","32.0","832.0","877.0","1365.0","1567.0"
"","","","","","25.0","","","715.0",""
"","","","","","25.0","","","634.0",""
"","","","","","17.0","","","67.0",""
"","","","","","18.0","","","373.0",""
"","","","","","12.0","","","384.0",""
"","","","","","33.0","","","92.0",""
"","","","","","31.0","","","356.0",""
"","","","","","33.0","","","344.0",""
"","","","","","37.0","","","455.0",""
"","","","","","31.0","","","442.0",""
"","","","","","31.0","","","315.0",""
"","","","","","34.0","","","304.0",""
"","","","","","33.0","","","338.0",""
"","","","","","32.0","","","331.0",""
"","","","","","34.0","","","330.0",""
"","","","","","34.0","","","339.0",""
"","","","","","32.0","","","308.0",""
"","","","","","33.0","","","330.0",""
"","","","","","33.0","","","314.0",""
"","","","","","36.0","","","304.0",""
"","","","","","37.0","","","346.0",""
"","","","","","39.0","","","323.0",""
"","","","","","41.0","","","321.0",""
"","","","","","37.0","","","393.0",""
"","","","","","46.0","","","376.0",""
"","","","","","51.0","","","402.0",""
"1","1380471654812","59","True","False","29.0","1177.0","1175.0","1468.0","2948.0"
"","","","","","23.0","","","116.0",""
"","","","","","28.0","","","459.0",""
"","","","","","18.0","","","389.0",""
"","","","","","37.0","","","72.0",""
"","","","","","36.0","","","501.0",""
"","","","","","35.0","","","433.0",""
"","","","","","33.0","","","399.0",""
"","","","","","37.0","","","473.0",""
"","","","","","40.0","","","437.0",""
"","","","","","39.0","","","430.0",""
"","","","","","38.0","","","455.0",""
"","","","","","36.0","","","367.0",""
"","","","","","38.0","","","414.0",""
"","","","","","40.0","","","418.0",""
"","","","","","40.0","","","458.0",""
"","","","","","42.0","","","468.0",""
"","","","","","40.0","","","505.0",""
"","","","","","45.0","","","483.0",""
"","","","","","39.0","","","470.0",""
"","","","","","45.0","","","453.0",""
"","","","","","46.0","","","502.0",""
"","","","","","49.0","","","635.0",""
"","","","","","49.0","","","652.0",""
"","","","","","51.0","","","696.0",""
"","","","","","58.0","","","695.0",""
"","","","","","57.0","","","630.0",""
"","","","","","59.0","","","648.0",""
"","","","","","50.0","","","820.0",""
"","","","","","","","","701.0",""
"2","994701658241","60","True","False","39.0","1233.0","1306.0","1739.0","1915.0"
"","","","","","26.0","","","147.0",""
"","","","","","29.0","","","945.0",""
"","","","","","58.0","","","89.0",""
"","","","","","46.0","","","653.0",""
"","","","","","42.0","","","398.0",""
"","","","","","35.0","","","328.0",""
"","","","","","37.0","","","356.0",""
"","","","","","38.0","","","368.0",""
"","","","","","35.0","","","411.0",""
"","","","","","38.0","","","403.0",""
"","","","","","43.0","","","463.0",""
"","","","","","36.0","","","398.0",""
"","","","","","40.0","","","434.0",""
"","","","","","35.0","","","370.0",""
"","","","","","45.0","","","480.0",""
"","","","","","51.0","","","573.0",""
"","","","","","46.0","","","649.0",""
"","","","","","47.0","","","639.0",""
"","","","","","50.0","","","768.0",""
"","","","","","50.0","","","644.0",""
"","","","","","50.0","","","588.0",""
"","","","","","50.0","","","582.0",""
"","","","","","40.0","","","617.0",""
"","","","","","41.0","","","791.0",""
"","","","","","39.0","","","751.0",""
"","","","","","44.0","","","796.0",""
"","","","","","45.0","","","793.0",""
"","","","","","51.0","","","709.0",""
"","","","","","80.0","","","902.0",""
"2","925670744348","58","True","False","25.0","1274.0","1343.0","147.0","2102.0"
"","","","","","37.0","","","62.0",""
"","","","","","33.0","","","134.0",""
"","","","","","37.0","","","685.0",""
"","","","","","31.0","","","526.0",""
"","","","","","29.0","","","507.0",""
"","","","","","20.0","","","641.0",""
"","","","","","20.0","","","452.0",""
"","","","","","12.0","","","93.0",""
"","","","","","50.0","","","424.0",""
"","","","","","40.0","","","595.0",""
"","","","","","52.0","","","463.0",""
"","","","","","54.0","","","577.0",""
"","","","","","59.0","","","495.0",""
"","","","","","62.0","","","615.0",""
"","","","","","53.0","","","536.0",""
"","","","","","55.0","","","513.0",""
"","","","","","50.0","","","504.0",""
"","","","","","43.0","","","440.0",""
"","","","","","44.0","","","500.0",""
"","","","","","49.0","","","551.0",""
"","","","","","59.0","","","485.0",""
"","","","","","53.0","","","674.0",""
"","","","","","61.0","","","673.0",""
"","","","","","56.0","","","708.0",""
"","","","","","62.0","","","598.0",""
"","","","","","63.0","","","624.0",""
"","","","","","64.0","","","710.0",""
"","","","","","70.0","","","628.0",""
"1","1268201441231","37","True","False","35.0","829.0","830.0","148.0","1939.0"
"","","","","","35.0","","","69.0",""
"","","","","","36.0","","","114.0",""
"","","","","","28.0","","","537.0",""
"","","","","","23.0","","","500.0",""
"","","","","","47.0","","","118.0",""
"","","","","","43.0","","","449.0",""
"","","","","","43.0","","","471.0",""
"","","","","","45.0","","","628.0",""
"","","","","","49.0","","","424.0",""
"","","","","","48.0","","","454.0",""
"","","","","","58.0","","","473.0",""
"","","","","","50.0","","","592.0",""
"","","","","","48.0","","","616.0",""
"","","","","","56.0","","","465.0",""
"","","","","","63.0","","","560.0",""
"","","","","","55.0","","","467.0",""
"","","","","","68.0","","","545.0",""
"","","","","","","","","663.0",""
"2","1211448950633","48","True","False","43.0","1309.0","1442.0","2373.0","4527.0"
"","","","","","36.0","","","1041.0",""
"","","","","","32.0","","","795.0",""
"","","","","","28.0","","","673.0",""
"","","","","","23.0","","","571.0",""
"","","","","","22.0","","","58.0",""
"","","","","","45.0","","","634.0",""
"","","","","","18.0","","","798.0",""
"","","","","","29.0","","","733.0",""
"","","","","","22.0","","","733.0",""
"","","","","","22.0","","","729.0",""
"","","","","","58.0","","","71.0",""
"","","","","","58.0","","","645.0",""
"","","","","","56.0","","","691.0",""
"","","","","","53.0","","","682.0",""
"","","","","","62.0","","","581.0",""
"","","","","","72.0","","","600.0",""
"","","","","","81.0","","","693.0",""
"","","","","","77.0","","","690.0",""
"","","","","","88.0","","","732.0",""
"","","","","","103.0","","","875.0",""
"","","","","","123.0","","","983.0",""
"","","","","","104.0","","","1221.0",""
"","","","","","188.0","","","1142.0",""
"1","1050015125314","61","True","False","32.0","1593.0","1594.0","114.0","2862.0"
"","","","","","56.0","","","61.0",""
"","","","","","38.0","","","602.0",""
"","","","","","23.0","","","560.0",""
"","","","","","25.0","","","526.0",""
"","","","","","21.0","","","510.0",""
"","","","","","51.0","","","60.0",""
"","","","","","59.0","","","501.0",""
"","","","","","53.0","","","542.0",""
"","","","","","58.0","","","617.0",""
"","","","","","46.0","","","605.0",""
"","","","","","46.0","","","575.0",""
"","","","","","48.0","","","734.0",""
"","","","","","50.0","","","498.0",""
"","","","","","54.0","","","575.0",""
"","","","","","52.0","","","612.0",""
"","","","","","67.0","","","444.0",""
"","","","","","61.0","","","521.0",""
"","","","","","59.0","","","609.0",""
"","","","","","60.0","","","604.0",""
"","","","","","54.0","","","567.0",""
"","","","","","63.0","","","549.0",""
"","","","","","62.0","","","549.0",""
"","","","","","58.0","","","618.0",""
"","","","","","70.0","","","648.0",""
"","","","","","67.0","","","666.0",""
"","","","","","65.0","","","550.0",""
"","","","","","64.0","","","535.0",""
"","","","","","66.0","","","470.0",""
"","","","","","66.0","","","517.0",""
"","","","","","","","","569.0",""
"1","170578724018","43","False","True","54.0","1108.0","1107.0","2389.0","2287.0"
"","","","","","33.0","","","764.0",""
"","","","","","30.0","","","749.0",""
"","","","","","22.0","","","63.0",""
"","","","","","29.0","","","539.0",""
"","","","","","12.0","","","519.0",""
"","","","","","40.0","","","56.0",""
"","","","","","49.0","","","563.0",""
"","","","","","52.0","","","478.0",""
"","","","","","47.0","","","519.0",""
"","","","","","54.0","","","440.0",""
"","","","","","53.0","","","539.0",""
"","","","","","53.0","","","461.0",""
"","","","","","64.0","","","645.0",""
"","","","","","57.0","","","586.0",""
"","","","","","66.0","","","654.0",""
"","","","","","74.0","","","622.0",""
"","","","","","61.0","","","524.0",""
"","","","","","92.0","","","630.0",""
"","","","","","77.0","","","1016.0",""
"","","","","","89.0","","","918.0",""
"","","","","","","","","916.0",""
"1","1046236002240","57","False","True","45.0","1617.0","1618.0","2204.0","4307.0"
"","","","","","28.0","","","960.0",""
"","","","","","29.0","","","937.0",""
"","","","","","18.0","","","722.0",""
"","","","","","19.0","","","64.0",""
"","","","","","62.0","","","82.0",""
"","","","","","56.0","","","696.0",""
"","","","","","67.0","","","658.0",""
"","","","","","48.0","","","853.0",""
"","","","","","45.0","","","562.0",""
"","","","","","49.0","","","531.0",""
"","","","","","58.0","","","580.0",""
"","","","","","48.0","","","634.0",""
"","","","","","50.0","","","575.0",""
"","","","","","51.0","","","630.0",""
"","","","","","54.0","","","603.0",""
"","","","","","66.0","","","586.0",""
"","","","","","56.0","","","691.0",""
"","","","","","59.0","","","780.0",""
"","","","","","67.0","","","695.0",""
"","","","","","63.0","","","640.0",""
"","","","","","60.0","","","608.0",""
"","","","","","60.0","","","566.0",""
"","","","","","81.0","","","654.0",""
"","","","","","88.0","","","721.0",""
"","","","","","94.0","","","728.0",""
"","","","","","95.0","","","1289.0",""
"","","","","","102.0","","","1341.0",""
"","","","","","","","","1507.0",""
"0","156745484942","100","False","False","23.0","2479.0","2482.0","161.0","4226.0"
"","","","","","47.0","","","63.0",""
"","","","","","35.0","","","806.0",""
"","","","","","28.0","","","638.0",""
"","","","","","26.0","","","566.0",""
"","","","","","17.0","","","534.0",""
"","","","","","53.0","","","57.0",""
"","","","","","53.0","","","663.0",""
"","","","","","58.0","","","618.0",""
"","","","","","59.0","","","645.0",""
"","","","","","62.0","","","651.0",""
"","","","","","58.0","","","691.0",""
"","","","","","59.0","","","647.0",""
"","","","","","58.0","","","713.0",""
"","","","","","51.0","","","677.0",""
"","","","","","47.0","","","644.0",""
"","","","","","58.0","","","530.0",""
"","","","","","49.0","","","725.0",""
"","","","","","62.0","","","680.0",""
"","","","","","49.0","","","570.0",""
"","","","","","52.0","","","692.0",""
"","","","","","46.0","","","573.0",""
"","","","","","49.0","","","574.0",""
"","","","","","54.0","","","622.0",""
"","","","","","51.0","","","616.0",""
"","","","","","53.0","","","767.0",""
"","","","","","53.0","","","666.0",""
"","","","","","61.0","","","713.0",""
"","","","","","55.0","","","702.0",""
"","","","","","54.0","","","676.0",""
"","","","","","46.0","","","712.0",""
